cd_anoexecucao,cd_exercicio,administracao,cd_orgao,ds_orgao,cd_unidade,ds_unidade,projetoatividade,ds_projeto_atividade,cd_despesa,ds_despesa,sld_orcado_ano,vl_atualizado,vl_empenhadoliquido,vl_liquidado
2010,2010,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,33904600,Auxílio-alimentação,55000000.0,43850000.0,43850000.0,42841973.49
2010,2010,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,33904900,Auxílio-transporte,6200000.0,5350000.0,5350000.0,5034601.39
2010,2010,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,33901400,Diárias - Civil,35000.0,35000.0,34139.94,34139.94
2010,2010,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4119,Projeto Sentinela,33901400,Diárias - Civil,8000.0,8000.0,905.94,905.94
2010,2010,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,44905200,Equipamentos e Material Permanente,110000.0,711151.49,711151.39,110000.0
2010,2010,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,44905200,Equipamentos e Material Permanente,150000.0,150000.0,83888.57,0.0
2010,2010,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",44905200,Equipamentos e Material Permanente,400000.0,400000.0,376998.1,253874.0
2010,2010,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",44905200,Equipamentos e Material Permanente,1000000.0,1369400.0,1352675.43,626443.43
2010,2010,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",44905200,Equipamentos e Material Permanente,1988763.0,1988763.0,1968191.79,1875912.61
2010,2010,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4119,Projeto Sentinela,44905200,Equipamentos e Material Permanente,85000.0,85000.0,22430.32,7246.0
