cd_anoexecucao,cd_exercicio,administracao,cd_orgao,ds_orgao,cd_unidade,ds_unidade,projetoatividade,ds_projeto_atividade,cd_despesa,ds_despesa,sld_orcado_ano,vl_atualizado,vl_empenhadoliquido,vl_liquidado
2006,2006,Direta,09,Camara Municipal,10,Câmara Municipal,2000,Administração da Câmara Municipal de São Paulo,33904600,Auxílio-alimentação,1000.0,1000.0,0.0,0.0
2006,2006,Direta,09,Camara Municipal,10,Câmara Municipal,2000,Administração da Câmara Municipal de São Paulo,33904900,Auxílio-transporte,835000.0,835000.0,770000.0,560000.0
2006,2006,Direta,09,Camara Municipal,10,Câmara Municipal,2000,Administração da Câmara Municipal de São Paulo,31900400,Contratação por Tempo Determinado,250000.0,250000.0,0.0,0.0
2006,2006,Direta,09,Camara Municipal,10,Câmara Municipal,2000,Administração da Câmara Municipal de São Paulo,31909200,Despesas de Exercícios Anteriores,15000000.0,15000000.0,6300000.0,6300000.0
2006,2006,Direta,09,Camara Municipal,10,Câmara Municipal,2000,Administração da Câmara Municipal de São Paulo,33909200,Despesas de Exercícios Anteriores,100000.0,100000.0,100000.0,50000.0
2006,2006,Direta,09,Camara Municipal,10,Câmara Municipal,2000,Administração da Câmara Municipal de São Paulo,44909200,Despesas de Exercícios Anteriores,1000.0,1000.0,0.0,0.0
2006,2006,Direta,09,Camara Municipal,10,Câmara Municipal,2000,Administração da Câmara Municipal de São Paulo,33901400,Diárias - Civil,50000.0,50000.0,2000.0,2000.0
2006,2006,Direta,09,Camara Municipal,10,Câmara Municipal,2000,Administração da Câmara Municipal de São Paulo,44905200,Equipamentos e Material Permanente,3389154.0,3389154.0,3000000.0,1300000.0
2006,2006,Direta,09,Camara Municipal,10,Câmara Municipal,2170,"Aquisição de Materiais, Equipamentos e Serviços de Informática",44905200,Equipamentos e Material Permanente,2000000.0,2000000.0,1810000.0,1810000.0
2006,2006,Direta,09,Camara Municipal,20,Fundo Especial de Despesas da Câmara Municipal de São Paulo,2008,Fundo Especial de Despesas da Câmara Municipal de São Paulo - FECAM,44905200,Equipamentos e Material Permanente,1000000.0,1000000.0,0.0,0.0
2006,2006,Direta,09,Camara Municipal,10,Câmara Municipal,2000,Administração da Câmara Municipal de São Paulo,33909300,Indenizações e Restituições,6000000.0,6000000.0,10000.0,10000.0
