cd_anoexecucao,cd_exercicio,administracao,cd_orgao,ds_orgao,cd_unidade,ds_unidade,projetoatividade,ds_projeto_atividade,cd_despesa,ds_despesa,sld_orcado_ano,vl_atualizado,vl_empenhadoliquido,vl_liquidado
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,33904600,Auxílio-alimentação,47405280.0,47405280.0,44560209.56,44560209.56
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,33904900,Auxílio-transporte,7044720.0,7044720.0,5962174.33,5962174.33
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",33909200,Despesas de Exercícios Anteriores,0.0,31976637.46,31971997.67,31940235.45
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",33909200,Despesas de Exercícios Anteriores,0.0,748296.91,748296.86,748296.86
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,33901400,Diárias - Civil,52000.0,252000.0,112508.22,112508.22
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4119,Projeto Sentinela,33901400,Diárias - Civil,8000.0,8000.0,2416.38,2416.38
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,2478,Aquisição e Manutenção de Equipamentos para Hospital Mun. Dr. Cármino Caricchio - Hosp. Tatuapé,44905200,Equipamentos e Material Permanente,3000000.0,3000000.0,0.0,0.0
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,44905200,Equipamentos e Material Permanente,436438.0,436438.0,7578.0,7578.0
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,44905200,Equipamentos e Material Permanente,120000.0,120000.0,81998.4,81998.4
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",44905200,Equipamentos e Material Permanente,0.0,2000000.0,1265600.0,0.0
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",44905200,Equipamentos e Material Permanente,994922.0,994922.0,0.0,0.0
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",44905200,Equipamentos e Material Permanente,1500000.0,2150000.0,448764.41,448764.41
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4119,Projeto Sentinela,44905200,Equipamentos e Material Permanente,85000.0,85000.0,360.0,360.0
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,31909400,Indenizações Trabalhistas,4000000.0,4000000.0,3472561.09,3472561.09
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,33903700,Locação de Mão-de-obra,110000.0,1000.0,0.0,0.0
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",33903700,Locação de Mão-de-obra,14403000.0,1073000.0,1040714.53,1040714.53
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,33903000,Material de Consumo,2585000.0,626703.09,492341.27,492341.27
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",33903000,Material de Consumo,0.0,74660395.15,71912418.16,60973656.76
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",33903000,Material de Consumo,8499007.0,9049007.0,8173232.18,8013845.51
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4119,Projeto Sentinela,33903000,Material de Consumo,20000.0,20000.0,2205.0,2205.0
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,3101,Ampliação e Reforma de Equipamentos de Saúde,44905100,Obras e Instalações,500000.0,500000.0,0.0,0.0
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,31901300,Obrigações Patronais,75422149.0,75422149.0,72018585.01,69224388.57
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,31911300,Obrigações Patronais - RPPS,8000000.0,8000000.0,7241422.4,7241422.4
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,33904700,Obrigações Tributárias e Contributivas,100000.0,160000.0,146265.58,143990.17
2011,2011,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut. Unidades Hospitalares, Pronto Socorros e Pronto Atendimento",33904800,Outros Auxílios Financeiros a Pessoas Físicas,165375.0,95375.0,89808.6,89808.6
