cd_anoexecucao,cd_exercicio,administracao,cd_orgao,ds_orgao,cd_unidade,ds_unidade,projetoatividade,ds_projeto_atividade,cd_despesa,ds_despesa,sld_orcado_ano,vl_atualizado,vl_empenhadoliquido,vl_liquidado
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,33904600,Auxílio-alimentação,0.0,3500000.0,3500000.0,3500000.0
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,33904600,Auxílio-alimentação,4400000.0,36430226.0,36348418.22,35794971.46
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,33904900,Auxílio-transporte,1100000.0,4241221.0,4107816.15,4107779.35
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,31900400,Contratação por Tempo Determinado,0.0,14313332.0,14016518.63,14016518.63
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,31909200,Despesas de Exercícios Anteriores,0.0,304271.37,304271.37,304271.37
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut.Unid.Hospitalares, P.Socorros/Atendimentos e Ambulatórios",33909200,Despesas de Exercícios Anteriores,0.0,35000.0,33957.55,33957.55
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,33901400,Diárias - Civil,5000.0,0.0,0.0,0.0
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4119,Projeto Sentinela,33901400,Diárias - Civil,8000.0,8000.0,895.11,895.11
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,44905200,Equipamentos e Material Permanente,201000.0,166000.0,165800.28,104286.0
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut.Unid.Hospitalares, P.Socorros/Atendimentos e Ambulatórios",44905200,Equipamentos e Material Permanente,0.0,0.0,0.0,0.0
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut.Unid.Hospitalares, P.Socorros/Atendimentos e Ambulatórios",44905200,Equipamentos e Material Permanente,0.0,417000.0,103793.0,64160.0
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut.Unid.Hospitalares, P.Socorros/Atendimentos e Ambulatórios",44905200,Equipamentos e Material Permanente,200000.0,736000.0,735939.44,458376.64
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4119,Projeto Sentinela,44905200,Equipamentos e Material Permanente,50000.0,85000.0,0.0,0.0
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut.Unid.Hospitalares, P.Socorros/Atendimentos e Ambulatórios",33909300,Indenizações e Restituições,0.0,205000.0,0.0,0.0
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,31909400,Indenizações Trabalhistas,0.0,2750000.0,2450953.38,2450953.38
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,33903700,Locação de Mão-de-obra,10000.0,0.0,0.0,0.0
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut.Unid.Hospitalares, P.Socorros/Atendimentos e Ambulatórios",33903700,Locação de Mão-de-obra,6700000.0,11964000.0,11963105.45,10069361.82
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,33903000,Material de Consumo,0.0,127000.0,20526.81,7720.0
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,33903000,Material de Consumo,550000.0,132000.0,131767.23,124018.42
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut.Unid.Hospitalares, P.Socorros/Atendimentos e Ambulatórios",33903000,Material de Consumo,0.0,75200.0,74609.54,12481.24
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut.Unid.Hospitalares, P.Socorros/Atendimentos e Ambulatórios",33903000,Material de Consumo,1890000.0,13229000.0,10792342.62,6735873.65
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut.Unid.Hospitalares, P.Socorros/Atendimentos e Ambulatórios",33903000,Material de Consumo,16221000.0,55727645.0,54849464.67,36538255.97
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4119,Projeto Sentinela,33903000,Material de Consumo,10000.0,20000.0,0.0,0.0
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,31901300,Obrigações Patronais,11100000.0,56839000.0,54183322.8,50011632.14
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,31911300,Obrigações Patronais - RPPS,1886236.0,6870384.0,6119683.52,6119683.52
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,33904700,Obrigações Tributárias e Contributivas,1470000.0,49928.63,31509.84,28027.03
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4100,Coordenação e Administração Geral,33904800,Outros Auxílios Financeiros a Pessoas Físicas,50000.0,7000.0,6463.0,6463.0
2008,2008,Indireta,01,Autarquia Hospitalar Municipal,10,Autarquia Hospitalar Municipal,4103,"Oper./Manut.Unid.Hospitalares, P.Socorros/Atendimentos e Ambulatórios",33904800,Outros Auxílios Financeiros a Pessoas Físicas,2000.0,119110.0,90481.5,90481.5
