cd_anoexecucao,cd_exercicio,administracao,cd_orgao,ds_orgao,cd_unidade,ds_unidade,projetoatividade,ds_projeto_atividade,cd_despesa,ds_despesa,sld_orcado_ano,vl_atualizado,vl_empenhadoliquido,vl_liquidado
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,1000,Reforma e Adaptação do Edifício da Câmara Municipal,44905100,Obras e Instalações,1900000.0,1900000.0,1900000.0,1900000.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,31900100,Aposentadorias e Reformas,66645592.0,61945592.0,58500000.0,39600000.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,31900300,Pensões,32500.0,32500.0,32500.0,25000.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,31900400,Contratação por Tempo Determinado,250000.0,250000.0,0.0,0.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,31900900,Salário Família,7500.0,7500.0,7500.0,7500.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,31901100,Vencimentos e Vantagens Fixas - Pessoal Civil,126300209.0,126300209.0,117000000.0,117000000.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,31901300,Obrigações Patronais,17287833.0,21987833.0,19787833.0,19787833.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,31909100,Sentenças Judiciais,1000.0,1000.0,0.0,0.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,31909200,Despesas de Exercícios Anteriores,8000000.0,8000000.0,8000000.0,8000000.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,31909400,Indenizações e Restituições Trabalhistas,500000.0,500000.0,0.0,0.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,33900800,Outros Benefícios Assistenciais,400000.0,400000.0,240000.0,220000.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,33901400,Diárias - Civil,10000.0,10000.0,5000.0,5000.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,33903000,Material de Consumo,1645418.0,1645418.0,1645418.0,1645418.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,33903100,"Premiações Culturais, Artísticas, Científicas, Desport. e Outras",130000.0,130000.0,60000.0,60000.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,33903200,Material de Distribuição Gratuita,10000.0,10000.0,10000.0,0.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,33903300,Passagens e Despesas Com Locomoção,10000.0,20000.0,10000.0,10000.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,33903500,Serviços de Consultoria,300000.0,300000.0,0.0,0.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,33903600,Outros Serviços de Terceiros - Pessoa Física,1000.0,1000.0,0.0,0.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,33903700,Locação de Mão-de-obra,2066343.0,2056343.0,185000.0,185000.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,33903900,Outros Serviços de Terceiros - Pessoa Jurídica,20304000.0,20304000.0,20304000.0,18604000.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,33904600,Auxílio-alimentação,1000.0,1000.0,0.0,0.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,33904900,Auxílio-transporte,835000.0,835000.0,495000.0,495000.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,33909100,Sentenças Judiciais,1000.0,1000.0,0.0,0.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,33909200,Despesas de Exercícios Anteriores,30000.0,88000.0,88000.0,88000.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,33909300,Indenizações e Restituições,2000000.0,1000000.0,0.0,0.0
2005,2005,Direta,9,Camara Municipal,10,Câmara Municipal,2000,Administração Geral da Câmara,44905200,Equipamentos e Material Permanente,2533839.0,2533839.0,2533839.0,983839.0
