Cd_AnoExecucao,Cd_Exercicio,Administracao,Cd_Orgao,Ds_Orgao,Cd_Unidade,Ds_Unidade,ProjetoAtividade,Ds_Projeto_Atividade,Cd_Despesa,Ds_Despesa,Sld_Orcado_Ano,Vl_Atualizado,Vl_EmpenhadoLiquido,Vl_Liquidado
2007.0,2007.0,Indireta,01,Autarquia Hospitalar Municipal Regional Norte,10,Autarquia Hospitalar Municipal Regional Norte,4100,Coordenação e Administração Geral,33904600,Auxílio-alimentação,4100000.0,6978890.0,6978890.0,6759599.61
2007.0,2007.0,Indireta,01,Autarquia Hospitalar Municipal Regional Norte,10,Autarquia Hospitalar Municipal Regional Norte,4100,Coordenação e Administração Geral,33904900,Auxílio-transporte,800000.0,914943.43,914943.43,761175.04
2007.0,2007.0,Indireta,01,Autarquia Hospitalar Municipal Regional Norte,10,Autarquia Hospitalar Municipal Regional Norte,4100,Coordenação e Administração Geral,33901400,Diárias - Civil,5000.0,0.0,0.0,0.0
2007.0,2007.0,Indireta,01,Autarquia Hospitalar Municipal Regional Norte,10,Autarquia Hospitalar Municipal Regional Norte,4103,"Oper./Manut.Unid.Hospitalares, P.Socorros/Atendimentos e Ambulatórios",33901400,Diárias - Civil,8000.0,2700.0,2700.0,2700.0
2007.0,2007.0,Indireta,01,Autarquia Hospitalar Municipal Regional Norte,10,Autarquia Hospitalar Municipal Regional Norte,4100,Coordenação e Administração Geral,44905200,Equipamentos e Material Permanente,20000.0,20000.0,19583.15,11045.15
2007.0,2007.0,Indireta,01,Autarquia Hospitalar Municipal Regional Norte,10,Autarquia Hospitalar Municipal Regional Norte,4100,Coordenação e Administração Geral,44905200,Equipamentos e Material Permanente,100000.0,100000.0,98844.0,75788.0
2007.0,2007.0,Indireta,01,Autarquia Hospitalar Municipal Regional Norte,10,Autarquia Hospitalar Municipal Regional Norte,4103,"Oper./Manut.Unid.Hospitalares, P.Socorros/Atendimentos e Ambulatórios",44905200,Equipamentos e Material Permanente,50000.0,93300.0,79839.44,21222.46
2007.0,2007.0,Indireta,01,Autarquia Hospitalar Municipal Regional Norte,10,Autarquia Hospitalar Municipal Regional Norte,4103,"Oper./Manut.Unid.Hospitalares, P.Socorros/Atendimentos e Ambulatórios",44905200,Equipamentos e Material Permanente,100000.0,100000.0,90804.44,64588.84
2007.0,2007.0,Indireta,01,Autarquia Hospitalar Municipal Regional Norte,10,Autarquia Hospitalar Municipal Regional Norte,4100,Coordenação e Administração Geral,33903700,Locação de Mão-de-obra,10000.0,0.0,0.0,0.0
2007.0,2007.0,Indireta,01,Autarquia Hospitalar Municipal Regional Norte,10,Autarquia Hospitalar Municipal Regional Norte,4103,"Oper./Manut.Unid.Hospitalares, P.Socorros/Atendimentos e Ambulatórios",33903700,Locação de Mão-de-obra,9666434.0,5742692.34,5343304.57,4774541.18
2007.0,2007.0,Indireta,01,Autarquia Hospitalar Municipal Regional Norte,10,Autarquia Hospitalar Municipal Regional Norte,4100,Coordenação e Administração Geral,33903000,Material de Consumo,400000.0,300000.0,199449.45,156828.22
2007.0,2007.0,Indireta,01,Autarquia Hospitalar Municipal Regional Norte,10,Autarquia Hospitalar Municipal Regional Norte,4103,"Oper./Manut.Unid.Hospitalares, P.Socorros/Atendimentos e Ambulatórios",33903000,Material de Consumo,1043000.0,1043000.0,981271.76,806393.71
