id,data,codigo,descricao,previsto_mensal,realizado_mensal
0.0,2012-01,1.1.1.2.02.01,IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 395.840.853,33","R$ 134.931.515,52"
1.0,2012-02,1.1.1.2.02.01,IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 395.840.853,33","R$ 1.443.685.326,96"
2.0,2012-03,1.1.1.2.02.01,IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 395.840.853,33","R$ 444.776.190,27"
3.0,2012-04,1.1.1.2.02.01,IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 395.840.853,33","R$ 342.029.949,97"
4.0,2012-05,1.1.1.2.02.01,IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 395.840.853,33","R$ 347.572.153,81"
5.0,2012-06,1.1.1.2.02.01,IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 395.840.853,33","R$ 328.624.842,05"
6.0,2012-07,1.1.1.2.02.01,IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 395.840.853,33","R$ 345.943.168,84"
7.0,2012-08,1.1.1.2.02.01,IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 395.840.853,33","R$ 341.707.709,91"
8.0,2012-09,1.1.1.2.02.01,IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 395.840.853,33","R$ 315.680.468,84"
9.0,2012-10,1.1.1.2.02.01,IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 395.840.853,33","R$ 346.778.205,04"
10.0,2012-11,1.1.1.2.02.01,IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 395.840.853,33","R$ 321.922.943,88"
11.0,2012-12,1.1.1.2.02.01,IMPOSTO S/ A PROPRIEDADE PREDIAL,"R$ 395.840.853,33","R$ 94.936.682,38"
12.0,2012-01,1.1.1.2.02.02,IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 17.812.900,00","R$ 4.479.624,19"
13.0,2012-02,1.1.1.2.02.02,IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 17.812.900,00","R$ 64.572.304,32"
14.0,2012-03,1.1.1.2.02.02,IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 17.812.900,00","R$ 37.431.546,89"
15.0,2012-04,1.1.1.2.02.02,IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 17.812.900,00","R$ 14.015.865,67"
16.0,2012-05,1.1.1.2.02.02,IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 17.812.900,00","R$ 13.668.676,48"
17.0,2012-06,1.1.1.2.02.02,IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 17.812.900,00","R$ 13.012.641,18"
18.0,2012-07,1.1.1.2.02.02,IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 17.812.900,00","R$ 14.642.618,70"
19.0,2012-08,1.1.1.2.02.02,IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 17.812.900,00","R$ 14.983.793,82"
20.0,2012-09,1.1.1.2.02.02,IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 17.812.900,00","R$ 12.551.222,64"
21.0,2012-10,1.1.1.2.02.02,IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 17.812.900,00","R$ 13.242.414,40"
22.0,2012-11,1.1.1.2.02.02,IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 17.812.900,00","R$ 12.946.746,04"
23.0,2012-12,1.1.1.2.02.02,IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,"R$ 17.812.900,00","R$ 3.301.884,68"
