codigo,especificacao_da_receita,receita_orcada,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,7725267000.001,8809675004.88,114.037158908279
11000000,RECEITA TRIBUTÁRIA,3358981000,3624664930.23,107.909658620576
11100000,IMPOSTOS,3230821000.001,3479306346.08,107.69108985236
11120000,Imposto s/ o patrimôno e a renda,1575682000.001,1631398510.65,103.536025076695
11120200,Imposto s/ a propriedade predial e territorial urbana,1357318000,1422429331.54,104.797057987885
11120201,Imposto sobre a propriedade predial ,1308518000,1372614942.28,104.898437948886
11120202,Imposto sobre a propriedade territorial urbana,48732000.001,49814389.26,102.22110576003
11120800,Imposto s/ transmissão Inter-vivos-ITBI-IV,218364000,208969179.11,95.6976329019435
11130000,Imposto sobre produção e a ciculação,1655139000,1847907835.43,111.646685591361
11130500,Imposto sobre serviço de qualquer natureza,1655105000.001,1847857499.21,111.645937823213
11130501,ISS,1644410000,1832193073.99,111.419480177693
11130502,ISS-Sistema Integrado-Simples,10695000,15664425.22,146.464938943432
11130700,imposto sobre a venda a varejo de combustivéis líquidos e gasosos-IVV,34000.001,50336.22,148.047701528009
11200000,Taxas,127469000.001,144067526.71,113.021618361225
11210000,Taxa pelo exercicío do poder de policia,127288000.001,142569464.18,112.00542406109
11210100,"Taxa de licença para localização,funcionamento e instalação",73225000.001,87558312.4,119.574342640907
11210200,TAXA DE LICENCA P TRAFEGO DE VEICULOS,0.001,37284.11,0
11210400,Taxa de fiscalização de anuncios,25170000,26802398.15,106.485491259436
11210600,Taxa de licença para construção de arruamentos e loteamentos,10000,37874.76,378.7476
11210700,Taxa de Vist.ap.transp.vert.horizontal,2201000,2404903.56,109.26413266697
11210800,Taxa para exame e verificação de projetos de construções,26682,25728691.2,96427.1463908253
11220000,Taxa pela prestação de serviços,181000,1498062.53,827.658856353591
11220100,Taxa de Limpeza pública,0,1033565.82,0
11220200,Taxa de Conservação de vias e logradouros públicos,0.001,163073.75,0
11220400,Taxa de combate a sinistros,0.001,58411.9,0
11220500,Taxa de estudos p/ fixação de diretrizes,181000.001,243011.06,134.260253401877
11300000,Contribuições de melhoria,691000,1291057.44,186.83899276411
13000000,Receita patrimonial,64653000,162283525.72,251.006953613908
13100000,Receitas Imobiliárias,10713000,12040808.4,112.394365723887
13110000,Receitas de Proprios municipais,10713000,12040808.4,112.394365723887
13110001,"Rendas de mercados, feiras e matadouros-sistema Velho",362000,127263.46,35.1556519337017
13110002,"Rendas de mercados, feiras e matadouros-sistema novo",1903000.001,4758601.09,250.057860614788
13110300,Receita de estádio municipal,274000001,96919.39,0.0353720400168904
13110400,Receita de Teatros-PMSP,0,39.45,0
13110500,Receita de Teatros-FEPAC,553000,479707.77,86.7464321880651
13110600,Receita do autodromo,242000,141564.41,58.4976900826446
13110700,Receita do kartodromo,140000,72011.92,51.4370857142857
13110800,Receita de permissão de atividades ambulantes,7000,7314.37,104.491
13110900,Receita das unidades educacionais e esportivas,176000,159675.13,90.7245056818182
13111000,Outras receitas de próprios municipais,1142000.001,1916816.18,167.847301078943
13111100,concess.p expl.coml.estac.subterraneo-sm,13000,15087.17,116.055153846154
13111200,"IMPL.INST.PASS.DE EQUIP.URBANOS-CONVIA,",5901000,4265808.06,72.2895790543976
13200000,Receitas de valores mobiliários,53940000,150242717.32,278.536739562477
13210000,Resultado das aplicações financeiras,48320000,146453535.82,303.090926779801
13210100,PMSP,48320000,138450684.23,286.528733919702
13210200,FUNDES,0.001,2897324.12,0
13210300,CAMARA MUNICIPAL DE SP,0,1657639.62,0
13210400,T.C.M,0,93238.91,0
13210600,FEPAC,0,405151.48,0
13210700,FUMCAD,0,31131.97,0
13210800,FUTUR,0.001,289.46,0
13210900,FUNCOR,0,186990.99,0
13211000,FUNDEF,0,2730085.04,0
13220000,Participação e dividendos,312000,15751.68,5.04861538461538
13230000,Remunerações da Receita,5308000,3773429.82,71.0894841748304
15000000,Receita Industrial,637000,966417.97,151.713967032967
15200000,Receita da Industria de transformação,637000,966417.97,151.713967032967
15210000, gráfica municipal,58000,51231.69,88.3305
15220000,subprodutos da limpeza pública,579000,915186.28,158.063260794473
16000000,Receita de serviços,47115000.001,33878261.75,71.9054690635274
16100000,Receita de serviços,47115000,33878261.75,71.9054690650536
16110000,Receitas Diversas,47115000,33878261.75,71.9054690650536
16110100,Serviços de expediente,2573000.001,2742149.56,106.574020945754
16110200,Coleta de resíduos sólidos-LIMPURB,8079000,6364319.22,78.7760764946157
16110300,Receita de permissão para a exploração de serviços de taxis,5438000.001,6521473.1,119.924109944847
16110400,Tarifa de pedágio para ingresso nas ruas de pedestres,401000.001,399303.42,99.576912469883
16110500, Requisição Serviços -FISC,9000.001,19728.94,219.210420087731
16110700,Remoção e Estadia-DSV,1784000,1845649.12,103.455668161435
16110800,Inspeção de veículos,16142000,0,0
16110900,Autuação de processos-DAMSP,187000.001,165472.71,88.4880797407055
16111000,Autuação de processos-G.A.99.T,683000,926801.23,135.695641288433
16111100,"Analise,Plano,Proj,Relaórios-DECONT",43000,3997.13,9.2956511627907
16111200,11611. DESINTERDIÇÃO.FISC. E VISTORIA—DECONT,120000,0,0
16111900,Lic. De transito para produtos perigosos-SMT,5000.001,3367.42,67.3483865303227
16112200,PLANFETAGEM-PROG. SOCIAIS — PMSP,9758000,9945539.6,101.921906128305
16112200,Termo de permissão de uso-Convias,13000,7902.61,60.7893076923077
16112300,Aprovações de projetos-convias,40000,46050.92,115.1273
16119900,Serviços diversos,1805000.001,3149224.09,174.472248656802
16130000,EMISSAO DE LICENCAS AMBIENTAIS -DECONT,35000.001,0,0
16140000,LIC. DE TRANSITO PROD. PERIOOSOS—SMT,0,1737282.68,0
17000000,Transferências correntes,3269258000,3748755196.16,114.666850892771
17200000,Transferências Intergovernamentais,3269258000,3747315740.92,114.622820863939
17210000,Transferências da União,415933000,655510719.7,157.600074939954
17210100,Participação na receita da União,300398000,467648124.89,155.676177900652
17210102,Cotaparte do fundo de participação dos municipios,32047000,35682677.78,111.344830342934
17210104, imp.s/a renda ret.nas fontes,236018000,379523261.68,160.80267677889
17210105, imp.s/a prop.territ. Rural,312000,357099.81,114.455067307692
17210120,FUNDEF,32021000,52085085.62,162.659147496955
17210900,Outras transferências da União,115535000,187862594.81,162.602323806639
17210901,Trans.fin.est.d. fed. E munic-L.c.87/96,0,61790575.32,0
17210903,FUNDES,0,105425845.9,0
17210904,DNAEE,0,95153.77,0
17210905,Fundo nacinal de desenvolvimento da educação,0,17295550,0
17210906,PETI—PROG. TRAB. INF—MPAS PORT 08/2001,0,136350,0
