codigo,especificacao_da_receita,receita_orcada,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,5804053000,5690663796.17,98.0463789040176
11000000,RECEITA TRIBUTÁRIA,2813476000,2898930617.37,103.037332373548
11100000,IMPOSTOS,2170310000,2269235748.56,104.558139093494
11120000,Imposto s/ o patrimôno e a renda,890079000,902514131.01,101.397081720836
11120200,Imposto s/ a propriedade predial e territorial urbana,714619000,722917637.01,101.161267334062
11120201,Imposto sobre a propriedade predial urbano,676512000,692786240.75,102.405610063088
11120202,Imposto sobre a propriedade territorial urbana,38107000,30131396.26,79.0705021649566
11120800,Imposto s/ transmissão Inter-vivos-ITBI-IV,175460000,179596494,102.357513963296
11120900,Receita Tributária a classificar,0,0,0
11130000,Imposto sobre produção e a ciculação,1280231000,1366721617.55,106.755860274435
11130500,Imposto sobre serviço de qualquer natureza,1280030000,1366375830.01,106.7456098693
11130700,imposto sobre a venda a varejo de combustivéis líquidos e gasosos-IVV,201000,345787.54,172.03360199005
11200000,Taxas,641725000,627438161.91,97.7736821707118
11210000,Taxa pelo exercicío do poder de policia,74613000,76121862.9,102.022252020425
11210100,"Taxa de licença para localização,funcionamento e instalação",50203000,48895508.85,97.3955915981117
11210200,Taxa de licença para tráfego de veículos,0,71.71,0
11210300,Taxa de licença para estacionamento de veículos,0,0,0
11210400,Taxa de fiscalização de anuncios,4801000,8435057.68,175.693765465528
11210500,Taxa de lic.p/escav.e ret.mat. Sub-solo,0,0,0
11210600,Taxa de licença para construção de arruamentos e loteamentos,18103000,8109214.64,44.7948662652599
11210601,Taxa de licença para construção de arruamentos e loteamentos,18103000,8109214.64,44.7948662652599
11210602,"Arrecad.de.preços,serv.e taxas-sehab",0,0,0
11210603,"Taxa de lic.p/constr,arruam,lot-anistia",0,0,0
11210700,Taxa de licença para elev.monta cargas e escadas rolantes,1506000,170266.63,11.305885126162
11210800,Taxa p/exame e verfi. Proj. construções,0,8979343.19,0
11220000,Taxa pela prestação de serviços,567112000,551316299.01,97.2147122631861
11220100,Taxa de limpeza pública,455204000,445162919.47,97.7941581071344
11220200,Taxa de conservação de vias e logradouros públicos,91270000,85906081.65,94.1230214199628
11220300,Taxa de pavim.e serv.prep.de pavim,0,0,0
11220400,Taxa de combate a sinistro,20504000,20118562.69,98.1201847932111
11220500,Taxa de estudos p/ fixação de diretrizes,134000,128735.2,96.0710447761194
11300000,Contribuições de melhoria,1441000,2256706.9,156.607002081888
11900000,Receita a classificar-DAMSP,0,0,0
13000000,Receita patrimonial,146103000,9575760.23,6.55411608933424
13100000,Receitas Imobiliárias,8388000,4445522.12,52.9985946590367
13110000,"Rendas de mercados, feiras e matadouros",1825000,1714474.97,93.9438339726027
13110001,"Rendas de mercados, feiras e matadouros-sistema Velho",0,173534.58,0
13110002,"Rendas de mercados, feiras e matadouros-sistema novo",1825000,1540940.39,84.4350898630137
