codigo,especificacao_da_receita,receita_orcada,realizada_no_mes,pct_realizada_mes_sobre_o_orcado,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,18923028900,1331405989.07,7.04,6893994377.7,36.43
11000000,RECEITA TRIBUTÁRIA,9202355600,692035706.88,4.52,3217326099.48,34.96
11100000,IMPOSTOS,8977125800,687746312,7.66,3189962284.17,35.53
11120000,Impostos s/ o Patrimônio e a Renda ,3897905100,306277243.41,7.86,1720803563.18,44.15
11120200,IMPOSTOS / A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,2925146100,208778682.13,7.14,1377294599.38,47.08
11120201,lmpostos / a Propriedade Predial,2781029600,199843053.76,7.19,1310886708.77,47.14
11120202,lmposto s/ a Propriedade Tenitorial Urbana,144116500,8935628.37,6.2,66407890.61,46.08
11120400,IMPOSTO S /A RENDA E PROVENTOS DE OUALOUER NATUREZA,565764200,50819544.92,8.98,198401491.89,35.07
11120431,lmposto de Renda Retido nas Fontes s/ os Rendimentos do trabalho,532583200,40760469.24,7.65,167603193.3,31.47
11120433,lmposto de Renda Retido nas Fontes s/ Remessa de Recursos ao exterior,0,0,0,0,0
11120434,lmposto de Renda Retido nas Fontes s/ Outros Rendimentos,33181000,10059085.68,30.32,30798298.59,92.82
11120800,IMPOSTO S /TRANSMISSAO INTER-VIVOS DE BENS lMOVElS E DE DIREITOS REAIS S / IMOVEIS.ITBI.IV,406994800,46679006.36,11.47,145107471.91,35.65
11130000,IMPOSTO S/ A PRODUÇÃO E A CIRCULAÇÃO,5079220700,381469068.59,7.51,1469158720.99,28.92
11130500,IMPOSTO S/ SERVIÇOS DE OUALQUER NATUREZA,5079097800,381469068.59,7.51,1469158675.82,28.93
11130501,ISS,5044994000,375693533.37,7.45,1454683672.28,28.83
11130502,ISS - Sistemal Integrado- Simples,33647700,5775535.22,17.16,14342081.34,42.62
11130503,ISS - CMSP,456100,0,0,132922.2,29.14
11130700,lmpostos / Venda a Varejo De Combustiveis Liquidos e Gasosos. IVV,122900,0,0,45.17,0.04
11200000,TAXAS,224816600,6734514.43,3,24138380.68,10.74
11210000,TAXAS PELO EXERCICIO  DO PODER DE POLICIA,177632200,5969866.95,3.36,19790765.8,11.14
11212500,"TAXA DE LICENÇA.P/ O  FUNCIONAMENTO DE ESTABELECIMENTOS COMERCIAIS, INDUSTRIAIS E PRESTADORAS DE SERVIÇOS",97260500,1189326.91,1.22,4671999.73,4.8
11212601,Taxa de Licença p/ Localização lnstalação e Funcionamento,0,0,0,0,0
11212502,Taxa de Vistoria de Normas do Segurança,0,0,0,0,0
11212503,Taxa de Fiscalização de Estabelecimentos TFE,97260500,1189326326.91,1.22,4671999.73,4.8
11212600,TAXA DE PUBLICIDADE COMERCIAL,40000000,523565.12,1.31,1455248.9,3.64
11212601,Taxa de Fiscalização de Anuncios,"40.000,000,00",523565.12,1.31,1455248.9,3.64
11213200,TAXA DE APROVAÇÃO DO PROJETO DE CONSTRUÇÃO CIVIL,32094900,3828767.89,11.93,12654723.99,39.43
11213201,Taxa p/ Exame e Verificação de Projetos e Construções,32094900,3828767.89,11.93,12654723.99,39.43
11213400,TAXA DE FISCALIZAÇÃO DE APARELHOS DE TRANSPORTE,4499900,7480.9,0.17,30503.76,0.68
11213401,Taxa de Vistoria de Aparelhos de Transporte Vertical e Horizontal,4499900,7480.9,0.17,30503.76,0.68
11219900,OUTRAS TAXAS P / EXERCICIO DO PODER DE POLICIA,3776900,420726.13,11.14,978289.42,25.9
11219901,Taxa de Licença p/Trafego de Veículos,82200,0,0,0,0
11219902,Taxa de Licença p/ Arruamentos e Loteamentos,14400,17.15,0.12,65.69,0.46
11219903,Taxa de Fiscalização dos Servigos de Limpeza Urbana- FISLURB,2082900,9648.58,0.46,552177.09,26.51
11219904,Taxa do Remoção - CET,1597400,411060.4,25.73,426046.64,26.51
11220000,TAXAS PELA PRESTAÇÃO DE SERVISOS,47184400,764647.48,1.62,4347614.88,9.21
11229000,TAXA DE LIMPEZA PUBLICA,46961700,709655.82,1.51,4120842.39,8.77
11229001,Taxa de Limpeza Pulblica,0,2221.27,0,10708.61,0
11229002,Taxa de Residuos Sólidos Domiciliares- TRSD,580200,409925.76,70.65,2202009.81,379.53
11229003,Taxa de Resíduos Sólidos de Serviços de Saúde - TRSS,46381500,297508.79,0.64,1908123.97,4.11
11229900,OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS,222700,54991.66,24.69,226772.49,101.83
11229901,Taxa de Conservação de  Vias e Logradouros Púlblicos,0,493.87,0,1973.43,0
11229902,Taxa de Estudos p / Fixação de Diretrizes,222700,50490.94,22.67,195463.93,87.77
11229903,Taxa de Combate a Sinistros,0,4006.85,0,29335.13,0
11300000,CONTRIBIIÇÃO DE MELHORIA,413200,6964.23,1.69,40993.07,9.92
11300001,Contribuição de melhoria,413200,6964.23,1.69,40993.07,9.92
11400000,RECEITA  TRIBUTÁRIA A CLASSIFICAR,0,-765568.21,0,3172392.92,0
11500000,RECEITAS A CLASSIFICAR. DAMSP,0,-1686515.57,0,12048.64,0
12000000,RECETTAS DE CONTRIBUIÇÕES,169796800,14264495.75,8.4,57236415.38,33.71
12100000,CONBTRIBUIÇÕES SOCIAIS,0,0,0,0,0
12104600,COMPENSAÇÃO PREVIDENCIÁRIA ENTRE REGIME GERAL E OS REGIMES PROPRIOS DE PREVIDENCIA DOS SERVIDORES,0,0,0,0,0
12104601,Compensação  Previdenciária,0,0,0,0,0
12200000,CONBTRIBUIÇÕES ECONÔMICAS,169796800,14264495.75,8.4,57236415.38,33.71
12202900,CONTRIBUIÇÃO S/ O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PUBLICA . COSIP/FUNDIP,"169,796.800,00",14264495.75,8.4,57236415.38,33.71
13000000,RECEITA PATRIMONIAL,623550800,37879571.72,6.07,160974427.68,25.82
13100000,RECEITAS IMOBILIÁRIAS,3779300,328094.7,8.68,1352453.46,35.79
13110000,ALUGUÉIS,52500,6601.35,12.57,18490.59,35.22
13119000,OUTRAS RECEITAS DE ALUGUÉIS,52.500.00,6601.35,12.57,18490.59,35.22
13190000,OUTRAS RECEITAS IMOBILIÁRIAS,3729300,321493.35,8.63,1333962.87,35.79
13200000,RECEITAS DE VALORES MOBILIÁRIOS,571948800,36256407.34,6.34,132573844.37,23.18
13220000,DIVIDENDOS,338500,0,0,723.27,0.21
13230000,PARTICIPAÇÕES,0,0,0,0,0
13250000,REMUNERAÇÃO DE DEPOSITOS BANCARIOS,30927000,2592794.96,8.38,12575631.69,40.66
13250100,REMUNERAÇÃO DE DEPOSITOS DE RECURSOS VINCULADOS,30927000,2581514.39,8.35,12564351.12,40.63
13250101,Receita de Remuneração de Depositos Bancários de RecursosVinculados - Royalties,0,0,0,0,0
13250102,Receita de Remuneração de Depósitos Bancários de RecursosVlnculados- FUNDEB,0,1178809.38,0,1178809.38,0
13250103,Receita de Remuneração de Depósitos Bancários de Recursos Vinculados- Fundo de Saúde( SMS/FMS),21817000,1389697.34,6.37,11372534.07,52.13
13250105,Receita e Remuneração  de Depósitos Bancários de Recursos Vinculados- Manutenção e Desenvolvimento do  Ensino- MDE,0,0,0,0,0
,,,,,,
13250199,Receita de Romuneração de Outros Depósitos Bancários de Recursos Vinculados,9110000,13007.67,0.14,13007.67,0.14
13250200,REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS NÃO VINCULADOS,0,11280.57,0,11280.57,0
13250201,Receita de Remuneração de Depósitos de Poupança,0,11280.57,0,11280.57,0
13260000,REMUNERAÇÃO DE DEPÓSITOS ESPECIAIS,0,14148.01,0,107362.77,0
13260001,Convênio PMSP/SDTS - Plansine - FAT,0,0,0,0,0
13260002,Convênio PMSP/SDTS- PlanTeQ/2004 FAT,0,0,0,0,0
13260003,Convênio MTE/SPPE/CODEFAT,0,14148.01,0,107362.77,0
13270000,REMUNERAÇÃO DE SALDOS DE RECURSOS NÃO DESEMBOLSADOS,0,0,0,0,0
13290000,OUTRAS RECEITAS DE VALORES MOBILIÁRIOS,540683300,33649464.37,6.22,119890126.64,22.17
13290100,FUNDOS DE INVESTIMENTOS RENDA FIXA,530725300,31978109.73,6.03,112127945.03,21.13
13290101,PMSP,497366300,30516548.59,6.14,101570110.12,20.42
13290102,Câmara Municipal o São Paulo,6297000,0,0,0,0
13290103,Tribunal de Contas do Município de São Paulo,540000,49170.29,9.11,166431.08,30.82
13290104,CEF - Valor Bloqueado,0,0,0,0,0
13290105,Operação Urbana Faria Lima,0,0,0,0,0
13290106,Operações Interligadas,0,0,0,0,0
13290107,Operação urbana Anhangabaú,0,0,0,0,0
13290108,Fundo Especia Operação Urbana  Água Branca- FEAB,0,0,0,0,0
13290109,FEHIDRO - Fundo Estadual de Recursos Hidricos,0,808.74,0,3573.13,0
13290110,Programa Nacional de Alimentação escolar. PNAE/FNDE,960000,108123.16,11.26,321283,33.47
13290111,Convênio PMSP- Ministério da Integração Nacional- SEDEC,0,0,0,0,0
13290112,Contribuição para o Custeio do Serviço de Iluminação Pública-COSIP/FUNDIP,3579500,69474.1,1.94,455442.6,12.72
13290113,lncentivo p / a Atenção á  Saúde no Sistema Penitenciário SUS/FNS,1000,0,0,0,0
13290114,Programa Nacional de Alimentação Escolar-PNAE-Creche-SEMAB-FNDE,130000,8006.98,6.16,8006.98,6.16
13290115,Plano Municipal de Qualificação Social e Profissional PNQ/TEM,0,0,0,0,0
13290116,Projetos Municipais de Expansão da Saúde da Familia- Proesf- FNS/FMS (FUMDES),182000,0,0,6578.35,3.61
13290119,Programa Sócio-Educativo em Meio Aberto- Espaço Amigo - SAS,0,0,0,0,0
13290120,Programa de Assistência Farmacêutica Básica do Estado de São Paulo - Dose Certa,0,0,0,0,0
13290121,Programa PPD - Segmento Pessoa com Deficiência- SAS,0,0,0,0,0
13290122,Convênio n.º 80007/03- FNDE/MEC- Educação Pré-Escolar,0,0,0,0,0
13290123,Convênio n.º 804142/03 FNDE/MEC- Ensino Fundamental,0,0,0,0,0
13290124,Convenio n.º 808065/03- FNDE/MEC- Educação de Jovons e Adultos,0,0,0,0,0
13290125,Fundo Especial de Despesas da Camara Municipal de São Paulo,887900,0,0,0,0
13290127,Programa de Reestruturação Urbana. Sistema Viário Jacu-Pêssego/Ministério das  Cidades/CEF,0,0,0,0,0
13290128,Convênio n.º  816169/2003-FNDE/MEC Educação Especial/Curso de Capacitação  de Docentes,0,0,0,0,0
13290129,Convênio n.º  820005/2003 - FNDE/MEC - Ensino Fundamental/Formação Continuada de Docentes da 5.ª á 8.ª séries,0,0,0,0,0
13290130,Convênio n.º 828118/2003. FNDE/MEC- Curso de Alfabetização de Jovens e Adultos,0,0,0,0,0
