codigo,especificacao_da_receita,receita_orcada,realizada_no_mes,pct_realizada_mes_sobre_o_orcado,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,2090912724,157329758.97,7.52,383009401.53,18.32
11000000,RECEITA TRIBUTÁRIA,1022074015,66683333.08,6.52,181519229.52,17.76
11000001,RECEITA TRIBUTÁRIA A CLASSIFICAR,0,-20508735.99,0,12905391.7,0
11100000,IMPOSTOS,858609725,77955880.19,9.08,155218571.83,18.08
11120000,IMPOSTO S/ O PATRIMÔNO E A RENDA,313435813,54773201.58,17.48,85032793.94,27.13
11120200,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,294629525,52703466.31,17.89,82963058.67,28.16
11120201,IMPOSTO SOBRE A PROPRIEDADE PREDIAL,257303018,48304677.61,18.77,76950869.87,29.91
11120202,IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL URBANA,37326607,4398788.7,11.78,6012188.8,16.11
11120300,"IMPOSTO SOBRE A TRANSMISSÃO INTER-VIVOS, POR ATO ONEROSO DE BENS IMOVEIS E DIREITOS REAIS SOBRE IMOVEIS",18806288,2069735.27,11.01,2069735.27,11.01
11130000,IMPOSTO SOBRE PRODUÇÃO E A CICULAÇÃO,474833512,23181678.61,4.88,68225272.81,14.37
11130500,IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA,474833512,23181678.61,4.88,68225272.81,14.37
11140000,IMPOSTO SOBRE A VENDA DE COMBUSTÍVEIS LÍQUIDOS E GASOSOS A VAREJO,70340400,0,0,1960505.08,2.79
11200000,TAXAS,163384290,9034200.07,5.53,12732287.5,7.79
11210000,TAXA PELO EXERCICÍO DO PODER DE POLICIA,32614028,707376.76,2.17,2014944.26,6.18
11210100,"TAXA DE FISCALIZAÇÃO PARA LOCARIZAÇÃO,FUNCIONAMENTO E INSTALAÇÃO",16461688,307725.12,1.87,1010679.12,6.14
11210200,TAXA DE LICENÇA PARA TRÁFEGO DE VEÍCULOS,64340,8773.81,13.64,14968.85,23.27
11210300,TAXA DE LICENÇA PARA ESTACIONAMENTO DE VEÍCULOS,0,0,0,0,0
11210400,TAXA DE FISCALIZAÇÃO DE ANÚNCIOS,3528000,61727.2,1.75,129194.25,3.66
11210500,TAXA DE LICENÇA PARA ESCAVAÇÕES E RETIRADA DE MATERIAIS DO SUB-SOLO,0,0,0,0,0
11210600,TAXA DE LICENÇA PARA CONSTRUÇÃO DE ARRUAMENTOS E LOTEAMENTOS,11200000,326801.24,2.92,854413.66,7.63
11210700,TAXA DE LICENÇA PARA ELEV.MONTA CARGAS E ESCADAS ROLANTES,1360000,2349.39,0.17,5688.38,0.42
11220000,TAXA PELA PRESTAÇÃO DE SERVIÇOS,130770262,8326823.31,6.37,10717343.24,8.2
11220100,TAXA DE LIMPEZA PÚBLICA,95227632,6520781.15,6.85,8343064.2,8.76
11220200,TAXA DE CONSERVAÇÃO DE VIAS E LOGRADOUROS PÚBLICOS,26504578,1050329.29,3.96,1337176.81,5.05
