codigo,especificacao_da_receita,receita_orcada,realizada_no_mes,pct_realizada_mes_sobre_o_orcado,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES ,16510080700,1886209049.82,11.42,1886209049.82,11.42
11000000,RECEITA TRIBUTÁRIA ,7886698400,726806907.09,9.22,726806907.09,9.22
11100000,IMPOSTOS ,7648176100,578292166,7.56,578292166,7.56
11120000,IMPOSTOS S/ O PATRIMÔNIO E A RENDA ,3683261100,227437499.85,6.17,227437499.85,6.17
11120200,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA ,2826920000,160547290.75,5.68,160547290.75,5.68
11120201,Imposto s/ a Propriedade Predial ,2693037200,155954881.7,5.79,155954881.7,5.79
11120202,Imposto s/ a Propriedade Territorial Urbana ,133882800,4592409.05,3.43,4592409.05,3.43
11120400,IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZA ,509657800,49241529.69,9.66,49241529.69,9.66
11120431,Imposto de Renda Retido nas Fontes s/ os Rendimentos do Trabalho ,495391000,46833075,9.45,46833075,9.45
11120433,Imposto de Renda Retido nas Fontes s/ Remessa de Recursos ao Exterior ,0,0,0,0,0
11120434,Imposto de Renda Retido nas Fontes s/ Outros Rendimentos ,14266800,2408454.69,16.88,2408454.69,16.88
11120800,"IMPOSTO S/ TRANSMISSÃO ""INTER-VIVOS"" DE BENS IMÓVEIS E DE DIREITOS REAIS S/ IMÓVEIS - ITBI-IV ",346683300,17648679.41,5.09,17648679.41,5.09
11130000,IMPOSTO S/ A PRODUÇÃO E A CIRCULAÇÃO ,3964915000,350854666.15,8.85,350854666.15,8.85
11130500,IMPOSTO S/ SERVIÇOS DE QUALQUER NATUREZA ,3964549100,350849832.11,8.85,350849832.11,8.85
11130501,ISS ,3932621400,346182045.11,8.8,346182045.11,8.8
11130502,ISS - Sistema Integrado - Simples ,31760300,4564202.38,14.37,4564202.38,14.37
11130503,ISS - CMSP ,167400,103584.62,61.88,103584.62,61.88
11130700,Imposto s/ Venda a Varejo de Combustíveis Líquidos e Gasosos - IVV ,365900,4834.04,1.32,4834.04,1.32
11200000,TAXAS ,238335100,6302121.14,2.64,6302121.14,2.64
11210000,TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA ,196561600,3271099.72,1.66,3271099.72,1.66
11212500,"TAXA DE LICENÇA P/ FUNCIONAMENTO DE ESTABELECIMENTOS COMERCIAIS, INDÚSTRIAS E PRESTADORA DE SERVIÇOS ",80717900,893652.62,1.11,893652.62,1.11
11212501,"Taxa de Licença p/ Localização, Instalação e Funcionamento ",0,0,0,0,0
11212502,Taxa de Vistoria de Normas de Segurança ,0,0,0,0,0
11212503,Taxa de Fiscalização de Estabelecimentos - TFE ,80717900,893652.62,1.11,893652.62,1.11
11212600,TAXA DE PUBLICIDADE COMERCIAL ,57120400,502211.8,0.88,502211.8,0.88
11212601,Taxa de Fiscalização de Anúncios ,57120400,502211.8,0.88,502211.8,0.88
11213200,TAXA DE APROVAÇÃO DO PROJETO DE CONSTRUÇÃO CIVIL ,48620700,1851239.91,3.81,1851239.91,3.81
