codigo,especificacao_da_receita,receita_orcada,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,124639849900,173907081630.74,139.527672546355
11000000,RECEITA TRIBUTÁRIA,58671960400,70866671692,120.784564226015
11100000,IMPOSTOS,45888158300,57252189071.52,124.764625978724
11120000,Imposto s/ o patrimôno e a renda,10340639200,14290921555.87,138.201529706887
11120200,Imposto s/ a propriedade predial e territorial urbana,7964661200,9082189269.86,114.031081069211
11120201,Imposto sobre a propriedade predial urbano,7311559700,8504803395.03,116.319961047846
11120202,Imposto sobre a propriedade territorial urbana,653101500,577385874.83,88.4067598726997
11120800,Imposto s/ transmissão Inter-vivos-ITBI-IV,2375978000,5208732286.01,219.224769169159
11120900,Receita Tributária a classificar,0,0,0
11130000,Imposto sobre produção e a ciculação,35547519100,42961267515.65,120.855881376121
11130500,Imposto sobre serviço de qualquer natureza,32844863800,39405061037.6,119.973281903516
11130700,imposto sobre a venda a varejo de combustivéis líquidos e gasosos-IVV,2702655300,3556206478.05,131.581947503627
11200000,Taxas,12572209900,13514090219.5,107.491764192547
11210000,Taxa pelo exercicío do poder de policia,2369878800,3201180298.45,135.077806445207
11210100,"Taxa de licença para localização,funcionamento e instalação",1717839100,2352822994.32,136.964107658278
11210200,Taxa de licença para tráfego de veículos,2275400,39330.25,1.72849828601565
11210300,Taxa de licença para estacionamento de veículos,0,0,0
11210400,Taxa de fiscalização de anuncios,129994800,317656405.18,244.360855341906
11210500,Taxa de licença para escavações e retirada de materiais do sub-solo,0,0,0
11210600,Taxa de licença para construção de arruamentos e loteamentos,470850400,495404161.75,105.21476922394
11210601,Taxa de licença para construção de arruamentos e loteamentos,470850400,495392080.24,105.212203332523
11210602,Arrecadação de preços serv e taxas-SEHAB,0,0,0
11210603,axa de licença para construção de arruamentos e loteamentos-anistia,0,12081.51,0
11210700,Taxa de licença para elev.monta cargas e escadas rolantes,48919100,35257406.95,72.072885539595
11220000,Taxa pela prestação de serviços,10202331100,10312909921.05,101.08385838458
11220100,Taxa de limpeza pública,6390937500,6829573487.22,106.863405990436
11220200,Taxa de conservação de vias e logradouros públicos,3215660400,2796476041.18,86.9642839517506
11220300,Taxa de pavimentação e serviços preparatórios de pavimentação,0,0,0
11220400,Taxa de combate a sinistro,588023200,683721796.3,116.274629351359
11220500,Taxa de estudos p/ fixação de diretrizes,7710000,3138596.35,40.7081238651102
11300000,Contribuições de melhoria,211592200,100392400.98,47.4461728645952
13000000,Receita patrimonial,3236180900,12616355086.33,389.853208957818
13100000,Receitas Imobiliárias,454992900,471286907.27,103.581156380682
13110000,"Rendas de mercados, feiras e matadouros",347269800,369630619.12,106.439033604419
13110001,"Rendas de mercados, feiras e matadouros-sistema Velho",0,29254823.62,0
13110002,"Rendas de mercados, feiras e matadouros-sistema novo",347269800,340375795.5,98.0147987242196
13120000,Receita do estádio municipal,32093500,26984699.22,84.0815094022154
13130000,Receita de teatros,30957900,32437667.14,104.779933845642
13130100,Receita de teatros-PMSP,30957900,5752018.82,18.5801324379238
13130200,Receita de teatros-FEPAC,0,26685648.32,0
13140000,Receita do autodromo,7560900,6904664.2,91.3206655292359
13150000,Receita do kartodromo,785900,306164.56,38.9571904822497
13160000,Receita de permissão de atividades ambulantes,10033200,17581420.27,175.232431028984
13170000,Receita das unidades educacionais e esportivas,718800,608781.59,84.6941555370061
13180000,Outras receitas de próprios municipais,25572900,16832891.17,65.8231611197791
13190000,Receita de eventos turisticos-futur,0,0,0
13200000,Receitas de valores mobiliários,2781188000,12145068179.06,436.686343356148
13210000,Resultado das aplicações financeiras,2781188000,12139756378.24,436.495353001667
13210001,Resultado das aplicações financeiras-PMSP,2781188000,5845395404.89,210.176205452131
13210002,Resultado das aplicações financeiras-FUMDES,0,5181320015.3,0
13210003,Resultado das aplicações financeiras-FUNAPS,0,68506076.01,0
13210004,Resultado das aplicações financeiras-CAM.MUNICIPAL,0,216831882.52,0
13210005,Resultado das aplicações financeiras-T.C.M,0,69677577.54,0
13210600,Resultado das aplicações financeiras-CEF-VL-BLOQ,0,366046817.81,0
13210700,Resultado das aplicações financeiras-FEPAC,0,7810104.84,0
13210800,Resultado das aplicações financeiras-LOT.HABIT,0,19940284.96,0
13210900,Resultado das aplicações financeiras-ARREC-BANCAR,0,364217257.1,0
13211000,Resultado das aplicações financeiras-FUNCAD,0,10957.27,0
13211100,Resultado das aplicações financeiras-FUTUR,0,0,0
13220000,Resultado das variações cambiais e juros das operações de crédito,0,0,0
13230000,Participação de dividendos,0,5311800.82,0
15000000,Receita Industrial,14885000,10983002.45,73.7857067517635
15200000,Receita da Industria de transformação,14885000,10983002.45,73.7857067517635
15210000,Receita da gráfica municipal,7791100,3254560.44,41.7727976794034
15220000,Receita de subprodutos da limpeza pública,7093900,7728442.01,108.944896460339
16000000,Receita de serviços,525245100,408628714.81,77.7977204946795
16100000,Serviços de expediente,95573900,109490029.32,114.560595853052
16200000,Serviços de oficinas e reparos,0,0,0
16300000,Receita do almoxarifado central,21263700,73442.62,0.345389654669695
16400000,Receito de registro de profissionais e firmas,4162400,93932.86,2.2566995002883
16500000,Serviços de depositos,2000,9944.23,497.2115
16600000,Receita de permissão para a exploração de serviços de taxis,163891000,153946051.32,93.9319738850822
16700000,Serviços diversos,181976100,10208887.43,5.61001550753093
16800000,Tarifa de pedágio para ingresso nas ruas de pedestres,52761200,34806389.41,65.969669776275
