codigo,especificacao_da_receita,receita_orcada,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,3080040058,4372322837.75,141.956687426628
11000000,RECEITA TRIBUTÁRIA,1511987000,2058533652,136.147576136567
11100000,IMPOSTOS,1158739000,1617980285.38,139.632849621873
11120000,Imposto s/ o patrimôno e a renda,505988000,648459969.49,128.157183468778
11120200,Imposto s/ a propriedade predial e territorial urbana,434385000,501340875.83,115.413947495885
11120201,Imposto sobre a propriedade predial urbano,407468000,480302066.45,117.874794204698
11120202,Imposto sobre a propriedade territorial urbana,26917000,21038809.38,78.1617913586209
11120800,Imposto s/ transmissão Inter-vivos-ITBI-IV,71603000,147119093.66,205.464985629094
11120900,Receita Tributária a classificar,0,0,0
11130000,Imposto sobre produção e a ciculação,652751000,969520315.89,148.528353980308
11130300,iss fonte-não retido,0,0,0
11130400,iss fonte-retido,0,0,0
11130500,Imposto sobre serviço de qualquer natureza,626712000,938155200.79,149.694788162665
11130700,imposto sobre a venda a varejo de combustivéis líquidos e gasosos-IVV,26039000,31365114.92,120.454375820884
11130800,ivv fonte-não retido,0,0.18,0
11130900,ivv fonte- retido,0,0,0
11200000,Taxas,352236000,439664599.66,124.821028986248
11210000,Taxa pelo exercicío do poder de policia,37295000,64911031.67,174.047544362515
11210100,"Taxa de licença para localização,funcionamento e instalação",20808000,42181431.74,202.717376682045
11210200,Taxa de licença para tráfego de veículos,1000,150.04,15.004
11210300,Taxa de licença para estacionamento de veículos,0,0,0
11210400,Taxa de fiscalização de anuncios,1729000,5206286.47,301.115469635628
11210500,Taxa de licença para escavações e retirada de materiais do sub-solo,0,0,0
11210600,Taxa de licença para construção de arruamentos e loteamentos,14092000,16262.56,0.115402781720125
11210601,Taxa de licença para construção de arruamentos e loteamentos,14092000,12035977.94,85.4100052512064
11210602,Arrecadação de preços serv e taxas-SEHAB,0,0,0
11210603,axa de licença para construção de arruamentos e loteamentos-anistia,0,4226669.62,0
11210700,Taxa de licença para elev.monta cargas e escadas rolantes,665000,1260515.86,189.551257142857
11220000,Taxa pela prestação de serviços,314941000,374753567.99,118.991673992907
11220100,Taxa de limpeza pública,238569000,291975845.09,122.386330617138
11220200,Taxa de conservação de vias e logradouros públicos,64370000,67386250.65,104.685801848687
11220300,Taxa de pavimentação e serviços preparatórios de pavimentação,0,0,0
11220400,Taxa de combate a sinistro,11962000,15301626.14,127.918626818258
11220500,Taxa de estudos p/ fixação de diretrizes,40000,89846.11,224.615275
11300000,Contribuições de melhoria,1012000,888766.96,87.8228221343874
11900000,Receita a classificar-DAMSP,0,0,0
13000000,Receita patrimonial,51146000,77337570.52,151.2094211082
13100000,Receitas Imobiliárias,5103000,7445329.62,145.901031158142
13110000,"Rendas de mercados, feiras e matadouros",3390000,1722478.07,50.8105625368732
13110001,"Rendas de mercados, feiras e matadouros-sistema Velho",0,107268.23,0
13110002,"Rendas de mercados, feiras e matadouros-sistema novo",3390000,1615209.84,47.6463079646018
13120000,Receita do estádio municipal,321000,528382.43,164.605118380062
13130000,Receita de teatros,392000,968612.03,247.094905612245
13130100,Receita de teatros-PMSP,392000,107441.9,27.4086479591837
13130200,Receita de teatros-FEPAC,0,861170.13,0
13140000,Receita do autodromo,60000,73007.96,121.679933333333
13150000,Receita do kartodromo,1000,54705.43,5470.543
13160000,Receita de permissão de atividades ambulantes,304000,397604.99,130.791115131579
13170000,Receita das unidades educacionais e esportivas,9000,59221.31,658.014555555555
13180000,Outras receitas de próprios municipais,626000,3641317.4,581.680095846645
13190000,Receita de eventos turisticos-futur,0,0,0
13200000,Receitas de valores mobiliários,46043000,69892240.9,151.797756227874
13210000,Resultado das aplicações financeiras,46008000,69504019.92,151.069422535211
13210001,Resultado das aplicações financeiras-PMSP,46008000,8840848.14,19.2158931924883
13210002,Resultado das aplicações financeiras-FUMDES,0,54523502.01,0
13210003,Resultado das aplicações financeiras-FUNAPS,0,2888150.82,0
13210004,Resultado das aplicações financeiras-CAM.MUNICIPAL,0,1067030.88,0
13210005,Resultado das aplicações financeiras-T.C.M,0,305779.49,0
13210600,Resultado das aplicações financeiras-CEF-VL-BLOQ,0,320780.47,0
13210700,Resultado das aplicações financeiras-FEPAC,0,581955.28,0
13210800,Resultado das aplicações financeiras-LOT.HABIT,0,0,0
13210900,Resultado das aplicações financeiras-ARREC-BANCAR,0,0,0
13211000,Resultado das aplicações financeiras-FUNCAD,0,4029.73,0
13211100,Resultado das aplicações financeiras-FUTUR,0,1.65,0
13211200,Resultado de aplicações financeiras- dec n 35051 de 11/04/95,0,282918.65,0
13211300,"Resultado das aplicações financeiras-Operações Interligadas-lei n 11773,95",0,689022.8,0
13220000,Resultado das variações cambiais e juros das operações de crédito,0,0,0
13230000,Participação de dividendos,35000,27037.82,77.2509142857143
13240000,encargos e remunerações de receita,0,361183.16,0
15000000,Receita Industrial,125058,454960.4,363.799517024101
15200000,Receita da Industria de transformação,125058,454960.4,363.799517024101
15210000,Receita da gráfica municipal,32058,156456.76,488.042797429659
15220000,Receita de subprodutos da limpeza pública,93000,298503.64,320.971655913979
16000000,Receita de serviços,6243000,19824074.02,317.540830049656
16100000,Serviços de expediente,1960000,2537226.85,129.450349489796
16200000,Serviços de oficinas e reparos,0,2696367.75,0
16300000,Receita do almoxarifado central,31000,0,0
16400000,Receito de registro de profissionais e firmas,6000,0,0
16500000,Serviços de depositos,0,0,0
16600000,Receita de permissão para a exploração de serviços de taxis,2286000,3674631.23,160.745023184602
16700000,Serviços diversos,1525000,10222727.69,670.342799344262
16800000,Tarifa de pedágio para ingresso nas ruas de pedestres,367000,429396.92,117.001885558583
16900000,Requisiçoes de serviços- Fisc,68000,263723.58,387.828794117647
17000000,Transferências correntes,1386047000,1875478513.65,135.311321596598
17200000,Transferências Intergovernamentais,1386043000,1875478513.65,135.311712093348
17210000,Transferências da União,144670000,189753906.61,131.163272696482
17210100,Participação na receita da União,61372000,113612841.81,185.121621928567
17210101,Cotaparte do fundo de participação dos municipios,12258000,20414541.55,166.54055759504
17210104,Transferencia do imp.s/a renda ret.nas fontes,48833000,93166952.51,190.786870579321
17210105,Transferencia do imp.s/a prop.territ. Rural,11000,31347.75,284.979545454545
17210106,Transferências do imposto sobre serviços de transporte rodoviário.,0,0,0
17210107,Cota-parte imp. único s/lubrificantes Iíquidos e gasosos. ,0,0,0
17210900,Outras transferências da União,83298000,76141064.8,91.4080347667411
17210901,Transferência da União - INAMPS-PAÍS,0,0,0
17210902,Transferência da União - FINS0CIAL,0,0,0
17210903,Transferencia da União - Fund. Nac .Pró-memoria,0,0,0
17210904,Transferências da União- E.B.T.U-SEMAT,0,0,0
17210905,Transf. da União — Fundo Nac. Desenv. Educ,0,672647.94,0
17210906,Transf. da União - Ministério do Desenvolvimento Urbano,0,0,0
17210907,Transf. da União - FUNDES,0,62082838.28,0
17210908,Transf. da União - FUNAPS,0,0,0
17210909,Transf. da União - Outras transferencias,83298000,13320376.68,15.9912322984946
17210910,Transf. da União - Fundo especial L7525/86,0,0,0
17210911,transferências da união-DNAEE,0,65201.9,0
17210912,transferências da união-L. FED. 8069/90-FUNCAD,0,0,0
17210913,transferências da união-FUTUR,0,0,0
17220000,Transferencias dos Estados,1241373000,1685724607.04,135.795172525905
17220100,Participação na receita dos Estados,1241373000,1685711303.74,135.794100865735
17220101,Cota-Parte do I.P.V.A,121536000,330703793.91,272.103569238744
17220102,Cota-Parte do I.C.M.S,1108983000,1336383398.75,120.505309707182
17220103,Cota-Parte participacipação do estado na arrecadação do IPI,10854000,18624111.08,171.58753528653
17220104,Cota-parte imp . s/transm. de bens imóveis,0,0,0
17220900,Outras transferências dos Estados,0,13303.3,0
17220901,Transferências dos Estados - INAMPS-PAIS,0,0,0
17220902,Transferencias dos Estados- Convenio Zoonoses,0,0,0
17220907,Transferencias dos Estados- FUNDES,0,13303.3,0
17220908,Transferencias dos Estados- FUNAPS,0,0,0
17220909,Transferencias dos Estados- OUTRAS TRANSFERÊNCIAS,0,0,0
17220910,Transferencias dos Estados-L.FED.8069/90-FUNCAD,0,0,0
17220911,Transferencias dos Estados-FUTUR,0,0,0
17300000,TRANSFERÊNCIAS DE INSTITUIÇÕES PRIVADAS,4000,0,0
17310000,Transferências pessoas fisicas e juridicas do pais ,4000,0,0
17310100,Transferências pessoas fisicas e juridicas do pais-FUNDES ,0,0,0
17310200,Transferências pessoas fisicas e juridicas do pais-FUNAPS ,0,0,0
17310300,Transferências pessoas fisicas e juridicas do pais-FEPAC,0,0,0
17310400,Transferências pessoas fisicas e juridicas do pais-FUNCAD,0,0,0
17310500,Transferências pessoas fisicas e juridicas do pais-FUTUR,0,0,0
17310900,Transferências pessoas fisicas e juridicas do pais-PMSP ,4000,0,0
17400000,Transferências do Exterior,0,0,0
17410000,Transferências pessoas fisicas e juridicas do EXTERIOR,0,0,0
17410100,Transferências pessoas fisicas e juridicas do exterior-FUNDES ,0,0,0
17410200,Transferências pessoas fisicas e juridicas do exterior-FUNAPS ,0,0,0
17410300,Transferências pessoas fisicas e juridicas do exterior-FUNCAD ,0,0,0
17410400,Transferências pessoas fisicas e juridicas do exterior-FUTUR,0,0,0
17410900,Transferências pessoas fisicas e juridicas do exterior-PMSP ,0,0,0
19000000,OUTRAS RECEITAS CORRENTES,124492000,340694067.16,273.667438196832
19100000,MULTAS E JUROS DE MORA,56976000,187247211.45,328.642255423336
19110000,Multas e juros de mora dos tributos,10186000,60851204.46,597.400397211859
19120000,Multas de outras origens,46790000,126396006.99,270.134659093823
19120100,Multas de Transito,0,107838053.21,0
19120200,Multas. Sar-Sistema velho,0,0,0
19120300,Multas. Sar-Sistema Novo,0,4080751.8,0
19120400,Multas R.I -Auto de Infração,0,0,0
19120500,Multas de Outras origens,46790000,1254052.43,2.68017189570421
19120600,Multas de Outras origens-FUNDOS,0,44544.71,0
19120601,Multas de Outras origens-FUNAPS,0,0,0
19120602,Multas de Outras origens-FUNDES,0,0,0
19120603,Multas de Outras origens-FEPAC,0,0,0
19120604,Multas de Outras origens-FUTUR,0,0,0
19120605,Multas de Outras origens-FUNCAD,0,44544.71,0
19120700,Multas de Transito.-Veiculos de outros municipios,0,13178604.84,0
19200000,INDENIZACOES E RESTITUIÇÕES,865000,2594763.76,299.972689017341
19210000,Indenizações por caIçamentos repostos,0,3895.63,0
19210300,comp.financeira pela ext.do oleo bruto e gas,0,3895.63,0
19210400,Indenizações por caIçamentos repostos,0,0,0
19220000,Restituições,865000,2590868.13,299.52232716763
19300000,RECEITA DA DÍVIDA ATIVA,40938000,63147855.21,154.252418804045
19310000,Receita da dívida ativa tributária,39093000,55496608.98,141.960476248945
19320000,Receita da dívida ativa não tributária,1845000,7651246.23,414.701692682927
19320100,Receita da dívida ativa não tributária-FISC,1845000,7651246.23,414.701692682927
19320200,Receita da dívida ativa não tributária-JUD-SV,0,0,0
19320300,Receita da dívida ativa não tributária-JUD-SN,0,0,0
19900000,RECEITAS DIVERSAS,25713000,87704236.74,341.089086220978
19910000,Receita de contribuições estabelecidas em contratos,278000,1004400.62,361.29518705036
19920000,"Receita da junta administrativa, da casa propria.",0,0,0
19930000,Receita de cancelamentos de restos a pagar,2850000,31903865.66,1119.43388280702
19940000,Eventuais diversos,22585000,54795970.46,242.621077972105
19940100,Eventuais diversos-PMSP,22585000,47744134.95,211.397542395395
19940200,Eventuais diversos-Honarários Advocaticios,0,795527.07,0
19940300,Eventuais Diversos-FUNDES,0,0.09,0
19940400,Eventuais Diversos-FUNAPS,0,281.11,0
19940500,Eventuais Diversos-FEPAC,0,17278.77,0
19940600,Eventuais Diversos-FUNCAD,0,0,0
19940700,Eventuais Diversos-FUTUR,0,500,0
19940800,Eventuais Diversos-FABES-DECG. 34385/94,0,6202880.1,0
19940900,Eventuais Diversos-remoção e estadia - ds,0,35368.37,0
20000000,RECEITAS DE CAPITAL,1463964000,1778942907.96,121.515481798733
21000000,0PERAÇÕES DE CRÉDITO,1340540000,1767679364.66,131.863231582795
21100000,OPERAÇÕES DE CRÉDITO INTERNAS,1172778000,1379955764.66,117.665556879478
21110000,Colocação de Títulos do Tesouro Municipal,1078225000,1737872630.14,161.179033146143
21120000,Emprestimos por Contratos Internos-PMSP,94553000,2083134.52,2.20313953021057
21130000,Emprestimos por Contratos Internos-FUNDES,0,0,0
21140000,Emprestimos por Contratos Internos-FUNAPS,0,0,0
21150000,Emprestimos por Contratos Internos-FUTUR,0,0,0
21200000,OPERAÇÕES DE CRÉDITO EXTERNAS,167762000,227723600,135.742063160907
21210000,Emprestimos p/Contratos Externos-PMSP,167762000,227723600,135.742063160907
21220000,Emprestimos p/Contratos Externos-FUNDES,0,0,0
21230000,Emprestimos p/Contratos Externos-FUNAPS,0,0,0
21240000,Emprestimos p/Contratos Externos-FUTUR,0,0,0
22000000,ALIENAÇÃO DE BENS,0,0,0
22100000,ALIENAÇÃO DE BENS MÓVEIS,0,0,0
22200000,ALIENAÇÃO DE BENS IMÓVEIS,0,0,0
24000000,TRANSFERÊNCIAS DE CAPITAL,784000,1132490.84,144.450362244898
24200000,TRANSFERÊNCIAS INTERGOVERNAMENTAIS,784000,1117698.84,142.56362755102
24210000,Transferencias da União,784000,697629.9,88.9834056122449
24210100,Participação na receita da União,0,0,0
24210101,Cota-parte do fundo de partc. dos municípios,0,0,0
24210102,Cota-parte do imposto único s/lubrifícantes e combustíveis líquidos e gasosos,0,0,0
24210103,Cota.-parte do adicional do imp.único s/lubrifícantes e combustivéis Iiquidos e gasosos,0,0,0
24210104,Cota-parte do imp.único s/energia elétrica,0,0,0
24210105,Cota-parte do ímposto único s/minerais,0,0,0
24210200,Transferências de pessoas fisicas e juridicas do exterior-FUNAPS,0,0,0
24210900,Outras transferências da União,784000,697629.9,88.9834056122449
24210901,Outras transferências da União-PMSP,784000,119321.29,15.2195522959184
24210902,Outras transferências da União-Fundo Esp. Lei 7225/86,0,17308.61,0
24210907,Outras transferências da União-FUNDES,0,0,0
24210909,Outras transferências da União-L.F.8069/90-FUNCAD,0,0,0
24210910,Outras transferências da União-FUTUR,0,0,0
24210911,Outras transferências da União-FNDE,0,561000,0
24220000,Transferências dos Estados,0,420068.94,0
24220900,Outras transferências dos Estados,0,420068.94,0
24220901,Outras transferências dos Estados-PMSP,0,420068.94,0
24220902,Outras transferências dos Estados-LOT. HABIT,0,0,0
24220907,Outras transferências dos Estados-FUNDES,0,0,0
24220908,Outras transferências da União-FUNAPS,0,0,0
24220908,Outras transferências dos Estados-FUNAPS,0,0,0
24220909,Outras transferências dos Estados-L.F8069/90-FUNCAD,0,0,0
24220910,Outras transferências dos Estados-FUTUR,0,0,0
24400000,Transferências do Exterior,0,0,0
24410000,Transferências Pessoas fisicas e juridicas do Exterior,0,0,0
24410100,Transferências Pessoas fisicas e juridicas do Exterior-FUNDES,0,0,0
24410200,Transferências Pessoas fisicas e juridicas do Exterior-FUNAPS,0,0,0
