codigo,especificacao_da_receita,receita_orcada,realizada_no_mes,pct_realizada_mes_sobre_o_orcado,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,9580350307914.78,402856074532.86,4.2,1390839171292.05,14.5
11000000,RECEITA TRIBUTÁRIA,4278007377000,162226585572.42,3.7,655198551995.38,19.3
11100000,IMPOSTOS,3434472034000,122174246078.43,3.5,532521409803.26,15.5
11110000,RECEITA TRIBUTÁRIA A CLASSIFICAR,0,0,0,0,0
11120000,IMPOSTO S/ O PATRIMÔNO E A RENDA,1672307819000,47181917949.02,2.8,288101142405.46,17.2
11120200,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,1439557819000,24612046618.06,1.7,204132895464.65,14.1
11120201,IMPOSTO SOBRE A PROPRIEDADE PREDIAL URBANO,1152482107000,15393969096.58,1.3,176278070714.82,18.3
11120202,IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL URBANA,287075000000,9218077521.48,3.2,27854824749.83,9.7
11120800,IMPOSTO S/ TRANSMISSÃO INTER-VIVOS-ITBI-IV,232750000000,11384547481.14,4.8,32171404053.06,13.8
11120900,RECEITA TRIBUTÁRIA A CLASSIFICAR,0,11185323849.82,0,51796842887.75,0
11130000,IMPOSTO SOBRE PRODUÇÃO E A CICULAÇÃO,1762164215000,74992328129.41,4.2,244420267397.8,13.8
11130500,IMPOSTO SOBRE SERVIÇO DE QUALQUER NATUREZA,1629105695000,68819211167.6,4.2,227795318458.55,13.9
11130700,IMPOSTO SOBRE A VENDA A VAREJO DE COMBUSTIVÉIS LÍQUIDOS E GASOSOS-IVV,133058520000,6173116961.81,4.6,16624948939.25,12.4
11200000,TAXAS,832036562000,39705824816.58,4.7,121387579014.51,14.5
11210000,TAXA PELO EXERCICÍO DO PODER DE POLICIA,139453866000,2433274579.98,1.7,8453541977.69,6
11210100,"TAXA DE LICENÇA PARA LOCALIZAÇÃO,FUNCIONAMENTO E INSTALAÇÃO",112683585000,1628991815.96,1.4,5750346622.64,15.1
11210200,TAXA DE LICENÇA PARA TRÁFEGO DE VEÍCULOS,176890000,8674527.45,4.9,29466211.31,16.6
11210300,TAXA DE LICENÇA PARA ESTACIONAMENTO DE VEÍCULOS,0,0,0,0,0
11210400,TAXA DE LICENÇA PARA PUBLICIDADE,7430311000,149736993.42,2,664758357.17,8.9
11210500,TAXA DE LICENÇA PARA ESCAVAÇÕES E RETIRADA DE MATERIAIS DO SUB-SOLO,0,0,0,0,0
11210600,TAXA DE LICENÇA PARA CONSTRUÇÃO DE ARRUAMENTOS E LOTEAMENTOS,18547382000,642144093.15,3.4,2000272665.55,10.7
11210601,TAXA DE LICENÇA PARA CONSTRUÇÃO DE ARRUAMENTOS E LOTEAMENTOS,18547382000,642136526.06,3.4,2000208803,10.7
11210602,ARRECADAÇÃO DE PREÇOS SERV E TAXAS-SEHAB,0,0,0,0,0
11210603,AXA DE LICENÇA PARA CONSTRUÇÃO DE ARRUAMENTOS E LOTEAMENTOS-ANISTIA,0,7567.09,0,63862.55,0
11210700,TAXA DE LICENÇA PARA ELEV.MONTA CARGAS E ESCADAS ROLANTES,705698000,3727150,0.5,8698121.02,1.2
11220000,TAXA PELA PRESTAÇÃO DE SERVIÇOS,692492696000,37272550236.6,5.3,112934037036.92,16.3
11220100,TAXA DE LIMPEZA PÚBLICA,429226378000,20993153664.68,4.8,62296934046.61,14.5
11220200,TAXA DE CONSERVAÇÃO DE VIAS E LOGRADOUROS PÚBLICOS,225035734000,14402876847.86,6.4,45675326243.04,20.3
