codigo,especificacao_da_receita,receita_orcada,realizada_no_mes,pct_realizada_mes_sobre_o_orcado,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,9580350307914.78,417319562727.6,4.3,1808158734019.65,18.8
11000000,RECEITA TRIBUTÁRIA,4278007377000,190577207782.25,4.4,845775759777.63,19.7
11100000,IMPOSTOS,3434472034000,158782409434.15,4.6,691303819237.41,20.1
11120000,IMPOSTO S/ O PATRIMÔNO E A RENDA,1672307819000,66415686434.15,3.9,354516829360.61,21.2
11120200,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,1439557819000,41982615487.74,2.9,246115510952.39,17.1
11120201,IMPOSTO SOBRE A PROPRIEDADE PREDIAL URBANO,1152482107000,32959965306.73,2.8,209238036021.55,18.1
11120202,IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL URBANA,287075000000,9022650181.01,3.1,36877474930.84,12.8
11120800,IMPOSTO S/ TRANSMISSÃO INTER-VIVOS-ITBI-IV,232750000000,12686208123.14,5.4,44857612176.2,19.2
11120900,RECEITA TRIBUTÁRIA A CLASSIFICAR,0,11746863344.27,0,63543706232.02,0
11130000,IMPOSTO SOBRE PRODUÇÃO E A CICULAÇÃO,1762164215000,92366722479,5.2,336786989876.8,19.1
11130500,IMPOSTO SOBRE SERVIÇO DE QUALQUER NATUREZA,1629105695000,84246516133.11,5.1,312041834591.66,19.1
11130700,IMPOSTO SOBRE A VENDA A VAREJO DE COMBUSTIVÉIS LÍQUIDOS E GASOSOS-IVV,133058520000,8120206345.89,6.1,24745155285.14,18.6
11200000,TAXAS,832036562000,31509751691.67,3.7,152897330706.18,18.3
11210000,TAXA PELO EXERCICÍO DO PODER DE POLICIA,139453866000,3991058066.26,2.8,12444600043.95,8.9
11210100,"TAXA DE LICENÇA PARA LOCALIZAÇÃO,FUNCIONAMENTO E INSTALAÇÃO",112683585000,1775175075.6,1.5,7525521698.24,6.6
11210200,TAXA DE LICENÇA PARA TRÁFEGO DE VEÍCULOS,176890000,7572899.53,4.2,37039110.84,20.9
11210300,TAXA DE LICENÇA PARA ESTACIONAMENTO DE VEÍCULOS,0,0,0,0,0
11210400,TAXA DE LICENÇA PARA PUBLICIDADE,7430311000,272380575.52,3.6,937138932.69,12.6
11210500,TAXA DE LICENÇA PARA ESCAVAÇÕES E RETIRADA DE MATERIAIS DO SUB-SOLO,0,0,0,0,0
11210600,TAXA DE LICENÇA PARA CONSTRUÇÃO DE ARRUAMENTOS E LOTEAMENTOS,18547382000,824799232.5,4.4,2825071898.05,15.2
