codigo,especificacao_da_receita,receita_orcada,realizada_no_mes,pct_realizada_mes_sobre_o_orcado,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
100000000000,RECEITAS CORRENTES,35622340251,3015618761.76,8.47,36524563873.68,102.53
110000000000,RECEITA TRIBUTÁRIA,17802795320,1481710693.64,8.32,18564443052.18,104.28
111000000000,IMPOSTOS,17550267955,1455264528.49,8.29,18284878363.22,104.19
111200000000,IMPOSTOS S/ O PATRIMÔNIO E A RENDA,7845700493,427161593.95,5.44,8148804237.67,103.86
111202000000,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,5323726736,65234970.42,1.23,5448089754.4,102.34
111202010000,IMPOSTO S/ A PROPRIEDADE PREDIAL,5081910187,60368284.57,1.19,5211291299.11,102.55
111202020000,IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,241816549,4866685.85,2.01,236798455.29,97.92
111204000000,IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZA,1223306663,211836522.32,17.32,1285183636.34,105.06
111204310000,IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENTOS DO TRABALHO,1003448296,178050596.53,17.74,1056310074.9,105.27
111204330000,IMPOSTO DE RENDA RETIDO NAS FONTES S/ REMESSA DE RECURSOS AO EXTERIOR,1051830,233059.49,22.16,1065829.55,101.33
111204340000,IMPOSTO DE RENDA RETIDO NAS FONTES S/ OUTROS RENDIMENTOS,218806537,33552866.3,15.33,227807731.89,104.11
111208000000,IMPOSTO S/ TRANS. INTER-VIVOS  DE BENS IMÓVEIS E DIR. REAIS S/ IMÓVEIS,1298667094,150090101.21,11.56,1415530846.93,109
111208010000,IMPOSTO S/ TRANS. INTER-VIVOS  DE BENS IMÓVEIS E DIR. REAIS S/ IMÓVEIS,1298667094,150090101.21,11.56,1415530846.93,109
111300000000,IMPOSTO S/ A PRODUÇÃO E A CIRCULAÇÃO,9704567462,1028102934.54,10.59,10136074125.55,104.45
111305000000,IMPOSTO S/ SERVIÇOS DE QUALQUER NATUREZA,9704563939,1028102934.54,10.59,10136074125.55,104.45
111305010000,IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA,8890824099,944557346.17,10.62,9247642950.57,104.01
111305020000,ISS - SISTEMA INTEGRADO - SIMPLES,191049,40597.2,21.25,437356.48,228.92
111305040000,ISS - SIMPLES NACIONAL,813548791,83504991.17,10.26,887993818.5,109.15
111307000000,IMPOSTO S/ VENDA A VAREJO DE COMBUSTÍVEIS LÍQUIDOS E GASOSOS - IVV,3523,0,0,0,0
112000000000,TAXAS,252527147,26461137.09,10.48,279564688.96,110.71
112100000000,TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,224178394,22913229.7,10.22,234804363.6,104.74
112125000000,"TAXA DE LICENÇA P/ FUNC. DE ESTAB. COMERC., INDÚSTRIAS E PREST. SERV.",104280936,4169123.29,4,115004383.95,110.28
112125010000,"TAXA DE LICENÇA P/ LOCALIZAÇÃO, INSTALAÇÃO E FUNCIONAMENTO",0,31713.68,0,31985.73,0
112125030000,TAXA DE FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE,104280936,4137409.61,3.97,114972398.22,110.25
112126000000,TAXA DE PUBLICIDADE COMERCIAL,16427103,961832.15,5.86,17347774.99,105.6
112126010000,TAXA DE FISCALIZAÇÃO DE ANÚNCIOS,16427103,961832.15,5.86,17347774.99,105.6
112132000000,TAXA DE APROVAÇÃO DO PROJETO DE CONSTRUÇÃO CIVIL,75816088,17004389.51,22.43,84635623.54,111.63
112132010000,TAXA P/ EXAME E VERIFICAÇÃO DE  PROJETOS E CONSTRUÇÕES,75816088,17004389.51,22.43,84635623.54,111.63
112134000000,TAXA DE FISCALIZAÇÃO DE APARELHOS DE TRANSPORTE,7109219,47583,0.67,7056649.58,99.26
112134010000,TAXA DE VISTORIA DE APARELHOS DE TRANSPORTE VERTICAL E HORIZONTAL,7109219,47583,0.67,7056649.58,99.26
112199000000,OUTRAS TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,20545048,730301.75,3.55,10759931.54,52.37
112199020000,TAXA DE LICENÇA P/ ARRUAMENTOS E LOTEAMENTOS,0,0,0,71.27,0
112199030000,TAXA DE FISCALIZAÇÃO DOS SERVIÇOS DE LIMPEZA URBANA - FISLURB,1345048,10220.75,0.76,1253222.98,93.17
112199040000,TAXA DE REMOÇÃO - CET,19200000,720081,3.75,9506637.29,49.51
112200000000,TAXAS PELA PRESTAÇÃO DE SERVIÇOS,28348753,3547907.39,12.52,44760325.36,157.89
112290000000,TAXA DE LIMPEZA PÚBLICA,27338245,3460604.68,12.66,43138256.86,157.79
112290020000,TAXA DE RESÍDUOS SÓLIDOS DOMICILIARES - TRSD,6876,407010.11,5919.29,417956.38,6078.48
112290030000,TAXA DE RESÍDUOS SÓLIDOS DE SERVIÇOS DE SAÚDE - TRSS,27331369,3053594.57,11.17,42720300.48,156.31
112299000000,OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS,1010508,87302.71,8.64,1622068.5,160.52
112299020000,TAXA DE ESTUDOS P/ FIXAÇÃO DE DIRETRIZES,994000,77636.7,7.81,1612293.31,162.2
112299030000,TAXA DE COMBATE A SINISTROS,16508,9666.01,58.55,9775.19,59.21
113000000000,CONTRIBUIÇÃO DE MELHORIA,218,-46.4,-21.28,0,0
113000010000,CONTRIBUIÇÃO DE MELHORIA,218,-46.4,-21.28,0,0
115000000000,RECEITAS A CLASSIFICAR - DAMSP,0,-14925.54,0,0,0
120000000000,RECEITAS DE CONTRIBUIÇÕES,271728802,24894875.17,9.16,253239402.4,93.2
122000000000,CONTRIBUIÇÕES ECONÔMICAS,271728802,24894875.17,9.16,253239402.4,93.2
122029000000,CONTRIBUIÇÃO P/ O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA - COSIP/FUN,271728802,24894875.17,9.16,253239402.4,93.2
122029010000,CONTRIBUIÇÃO P/ O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA - COSIP/FUN,271728802,24894875.17,9.16,253239402.4,93.2
130000000000,RECEITA PATRIMONIAL,543943759,121565117.19,22.35,656425157.51,120.68
131000000000,RECEITAS IMOBILIÁRIAS,6668178,298302.97,4.47,4608033.68,69.1
131100000000,ALUGUÉIS,38226,2610.74,6.83,96004.38,251.15
131199000000,OUTRAS RECEITAS DE ALUGUÉIS,38226,2610.74,6.83,96004.38,251.15
131900000000,OUTRAS RECEITAS IMOBILIARIAS,6629952,295692.23,4.46,4512029.3,68.06
131901000000,OUTRAS RECEITAS IMOBILIARIAS,6629952,295692.23,4.46,4512029.3,68.06
131901010000,OUTRAS RECEITAS IMOBILIARIAS,6629952,295692.23,4.46,4512029.3,68.06
132000000000,RECEITAS DE VALORES MOBILIÁRIOS,388922577,119155584.76,30.64,539144612.71,138.63
132200000000,DIVIDENDOS,362936,6216.79,1.71,411134.62,113.28
132200010000,DIVIDENDOS,362936,6216.79,1.71,411134.62,113.28
132500000000,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,47336393,7125842.54,15.05,70822701.53,149.62
132501000000,REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,40136393,6247494.81,15.57,65084525.81,162.16
132501020000,RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS -,22417483,1578007.89,7.04,17800100.02,79.4
132501030000,RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS -,17718910,3165707.43,17.87,40439760.39,228.23
132501031000,RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS -,17562820,3012912.35,17.16,38845401.19,221.18
132501031001,REMUNERAÇÃO DE DEP BANC DE REC TRANSF  DE UNIÃO -FMS-BLOCO AT BÁSICA,4897940,618488.64,12.63,6474783.79,132.19
132501031002,REMUNERAÇÃO DE DEP BANC DE REC TRANSF  DE UNIÃO - FMS -  BLOCO VIGILÂN,1055510,1366552.16,129.47,17733923.28,1680.13
132501031003,REMUNERAÇÃO DE DEP BANC DE REC TRANSF  DE UNIÃO - FMS -  BLOCO MAC,10693300,631329.65,5.9,12623744.19,118.05
132501031004,REMUNERAÇÃO DE DEP BANC DE REC TRANSF  DE UNIÃO - FMS - BLOCO INVESTIM,26810,0,0,43957.02,163.96
132501031005,REMUNERAÇÃO DE DEP BANC DE REC TRANSF  DE UNIÃO - FMS - BLOCO ASSIST F,733400,15028.46,2.05,1341792.79,182.96
132501031006,REMUNERAÇÃO DE DEP BANC DE REC TRANSF  DE UNIÃO - FMS - BLOCO GESTÃO D,116120,381513.44,328.55,570168.83,491.02
132501031007,REMUNERAÇÃO DE DEP BANC DE REC TRANSF  DE UNIÃO - FMS- CONVÊNIOS REPAS,39740,0,0,57031.29,143.51
132501032000,RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS -,154600,152795.08,98.83,1594359.2,1031.28
132501032001,REMUNERAÇÃO DE DEP BANC DE REC REPASSADOS PELO ESTADO ATRAVÉS DO FUNDO,150000,124332.98,82.89,1262672.27,841.78
132501032002,REMUNERAÇÃO DE DEP BANC DE REC REPASSADOS PELO ESTADO ATRAVÉS DE CONVÊ,4600,28462.1,618.74,331686.93,7210.59
132501033000,RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS -,1490,0,0,0,0
132501033001,INSTITUIÇÕES PRIVADAS X SMS - FMS,1490,0,0,0,0
132501070000,PMSP-SEME/FUNDO MUNICIPAL DE ESPORTES,0,787610.48,0,1257789.51,0
132501080000,PMSP-SVMA/COFEHIDRO-CAPAC. AGENTES CONT. AMBIENTAL,0,0,0,863.59,0
132501140000,PMSP-SME/FNDE-MANUT,0,0,0,9407.02,0
132501150000,PMSP-SEHAB/FUNDO MUNIC.SAN.AMBIENT.INFR./LEI 14934,0,716169.01,0,5576078.01,0
132501180000,PMSP-SEHAB/CONVÊNIO/COHAB/CDHU-MINAS GAS/LIMÃO B,0,0,0,527.27,0
132502000000,REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS NÃO VINCULADOS,7200000,878347.73,12.2,5738175.72,79.7
132502010000,RECEITA DE REMUNERAÇÃO DE DEPÓSITOS DE POUPANÇA,7200000,878347.73,12.2,5738175.72,79.7
132600000000,REMUNERAÇÃO DE DEPÓSITOS ESPECIAIS,1125000,1790.27,0.16,6069215.47,539.49
132600030000,CONVÊNIO MTE/SPPE/CODEFAT,1125000,1790.27,0.16,6069215.47,539.49
132900000000,OUTRAS RECEITAS DE VALORES MOBILIÁRIOS,340098248,112021735.16,32.94,461841561.09,135.8
132901000000,FUNDOS DE INVESTIMENTOS RENDA FIXA,320033150,110111064.74,34.41,450648344.25,140.81
132901010000,PMSP,247388458,56333304.41,22.77,284973822.01,115.19
132901050000,OPERAÇÃO URBANA FARIA LIMA,0,469000.97,0,24601319.57,0
132901080000,FUNDO ESPECIAL OPERAÇÃO URBANA ÁGUA BRANCA - FEAB,0,2895503.87,0,7605148.23,0
132901100000,PROGRAMA NACIONAL DE ALIMENTAÇÃO ESCOLAR - PNAE/FNDE,0,930576.12,0,2926820.34,0
132901120000,CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA - COSIP/F,13097124,2953875.35,22.55,13217755.11,100.92
132901170000,PMSP - FUNPATRI,6000,0,0,0,0
132901230000,PMSP-SEMDET/PARQUE TECNOLÓGICO,1000000,0,0,0,0
132901250000,FUNDO ESPECIAL DE DESPESAS DA CÂMARA MUNICIPAL DE SÃO PAULO,0,250469.9,0,2332471.14,0
132901310000,FMAS - PROJETO RESTAURANTE ESCOLA,17592,0,0,0,0
132901320000,CONVÊNIO SABESP X SEHAB,0,0,0,36910.85,0
132901360000,PROTEÇÃO SOCIAL BÁSICA/FMAS,347229,12583.32,3.62,77370.87,22.28
132901370000,PROTEÇÃO SOCIAL ESPECIAL/FMAS,1400069,23510.67,1.68,176488.7,12.61
132901410000,PMSP/SAS/FMAS,4963144,120808.26,2.43,568925.35,11.46
132901440000,PROGRAMA NACIONAL DE APOIO AO TRANSPORTE DO ESCOLAR - PNATE,0,-258.02,0,0,0
132901470000,PMSP-SNJ/PROCURADORIA GERAL DO MUNICÍPIO,0,0,0,1826384.83,0
132901530000,FEPAC,60000,18691.36,31.15,139516.2,232.53
132901540000,FUMCAD,14675928,777367.95,5.3,8658720.7,59
132901580000,FMAS - FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL,9406462,11297.36,0.12,156913.73,1.67
132901590000,FEMA - FUNDO ESPECIAL DO MEIO AMBIENTE E DESENVVOLVIMENTO SUSTENTÁVEL,3167571,1084961.81,34.25,3965250.05,125.18
132901600000,FMAS X FNAS,2294640,0,0,6600.99,0.29
132901690000,CONVÊNIO SENASP,0,0,0,1105369.7,0
132901700000,CONVÊNIO CDHU X SEHAB,0,39705.21,0,3192781.78,0
132901720000,FUNCAP,24000,0,0,103344.73,430.6
132901740000,CONVÊNIO SMADS - UNIÃO EUROPÉIA,17830996,0,0,0,0
132901750000,PMSP/SMADS/FMAS - PAC II POP RUA,28937,25795.81,89.14,131548.23,454.6
132901770000,CONVÊNIO MINISTÉRIO DO TURISMO,0,41751.86,0,41751.86,0
132901790000,CONVÊNIO SME - ESTADO,0,242680.92,0,426665.32,0
132901830000,CONSTRUÇÃO DA BIBLIOTECA DE ITAQUETA/SAVOY,5000,0,0,0,0
132901840000,FMDT,0,215245.47,0,3872203.79,0
132901870000,CONVÊNIO CMDH X UNIÃO,300000,0,0,0,0
132901880000,CONVÊNIO SMC X ESTADO,20000,0,0,0,0
132901910000,FUNDO DE DESENVOLVIMENTO URBANO - FUNDURB,0,1087677.2,0,10602815.71,0
132901930000,OPERAÇÃO URBANA ÁGUA ESPRAIADA,0,42085203.29,0,79342424.8,0
132901960000,FUNDO MUNICIPAL DE LIMPEZA URBANA - FMLU,0,468646.3,0,468646.3,0
132901980000,FUNDO MUN HABITAÇ-OUTORGA ONEROSA-LEI 13.876/2004,4000000,22665.35,0.57,90373.36,2.26
132902000000,FUNDO DE APLICAÇÕES EM COTAS - RENDA FIXA,20065098,1910670.42,9.52,11193216.84,55.78
132902010000,TRANSFERÊNCIAS DO SALÁRIO EDUCAÇÃO - LEI 10.832/03,19965098,1910670.42,9.57,11193216.84,56.06
132902020000,CONVÊNIOS MINC/SMC,100000,0,0,0,0
133000000000,RECEITA DE CONCESSÕES E PERMISSÕES,143313004,2045441.07,1.43,109357950.69,76.31
133900000000,OUTRAS RECEITAS DE CONCESSÕES E PERMISSÕES,143313004,2045441.07,1.43,109357950.69,76.31
133999000000,OUTRAS RECEITAS DE CONCESSÕES E PERMISSÕES,143313004,2045441.07,1.43,109357950.69,76.31
133999020000,"RENDAS DE MERCADOS, FEIRAS E FRIGORÍFICOS (ANT. MAT.) - SISTEMA NOVO",14972414,1554081.88,10.38,16874358.71,112.7
133999030000,ESTÁDIO MUNICIPAL,2936765,105173.07,3.58,4365766.83,148.66
133999060000,CENTROS ESPORTIVOS - UNIDADES EDUCACIONAIS E ESPORTIVAS,234668,33526.43,14.29,462127.6,196.93
133999080000,CENTROS CULTURAIS - TEATROS/FEPAC,240000,5731.5,2.39,339014.46,141.26
133999100000,TARIFA DE PEDÁGIO P/ INGRESSO NAS RUAS DE PEDESTRES,454500,16458,3.62,324740.25,71.45
133999120000,CONCESSÃO P/ EXPLORAÇÃO COMERCIAL EM ESTACIONAMENTO SUBTERRÂNEO - SMT,112650,2672.14,2.37,37227.02,33.05
