codigo,especificacao_da_receita,receita_orcada,realizada_no_mes,pct_realizada_mes_sobre_o_orcado,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,123177318000,11518337227.53,9.35,17143370191.11,13.92
11000000,RECEITA TRIBUTÁRIA,66485806000,6526994213.84,9.82,9160182442,13.78
11100000,IMPOSTOS,53097857000,5438955978.44,10.24,7917283625.17,14.91
11120000,IMPOSTOS S/ O PATRIMÔNIO E A RENDA ,24445272000,3414109482.1,13.97,3634744108.41,14.87
11120200,IMPOSTOS / A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,24445272000,3414109482.1,13.97,3634744108.41,14.87
11120201,LMPOSTOS / A PROPRIEDADE PREDIAL,21981750000,3116975521.7,14.18,3315791660.24,15.08
11120202,LMPOSTO S/ A PROPRIEDADE TENITORIAL URBANA,2463522000,297133960.4,12.06,318952448.17,12.95
11130000,IMPOSTO S/ A PRODUÇÃO E A CIRCULAÇÃO,28652585000,2024846496.34,7.07,4282539516.76,14.95
11130500,IMPOSTO S/ SERVIÇOS DE OUALQUER NATUREZA,28652585000,2024846496.34,7.07,4282539516.76,14.95
11200000,TAXAS,13387949000,1088038235.4,8.13,1242898816.83,9.28
11210000,TAXAS PELO EXERCICIO  DO PODER DE POLICIA,5405595000,50541049.94,0.93,93798487.39,1.74
11210100,"TAXA DE FICALIZAÇÃO PARA LOCALIZAÇÃO , FUNCIONAMENTO E INSTALAÇÃO",2986839000,13470504.65,0.45,13470315.11,0.45
11210200,TAXA DE LICENÇA PARA TRÁFEGO DE VEÍCULOS,6045000,494977.76,8.19,595017.76,9.84
11210300,TAXA DE LICENÇA PARA ESTACIONAMENTO DE VEÍCULOS.,0,0,0,0,0
11210400,TAXA DE FISCALIZAÇÃO DE ANÚNCIOS,444206000,3490994.75,0.79,3749690.34,0.84
11210500,TAXA DE LICENÇA PARA ESCAVAÇÕES E RETIRADA DE MATERIAIS DO SUB-SOLO,0,0,0,0,0
11210600,TAXA DE LICENÇA PARA CONSTRUÇÃO DE ARRUAMENTOS E LOTEAMENTOS,1776984000,32746481.12,1.84,75394777,4.24
11210700,TAXA DE LICENÇA PARA ELEVADORES DE CARGA E ESCADAS ROLANTES,191521000,338091.66,0.18,588687.18,0.31
11220000,TAXA PELA PRESTAÇÃO DE SERVIÇOS,7982354000,1037497185.46,13,1149100329.44,14.4
11220100,TAXA DE LIMPEZA PÚBLICA,5637256000,812378712.32,14.41,890183390.12,15.79
11220200,TAXA DE CONSERVAÇÃO DE VIAS E LOGRADOUROS PÚBLICOS,1577733000,108022324.68,6.85,128575743.49,8.15
11220300,TAXA DE PAVIMENTAÇÃO E SERVIÇOS PREPARATÓRIOS DE PAVIMENTAÇÃO,36076000,6063554.17,16.81,12112877.19,33.58
11220400,TAXA DE COMBATE A SINISTROS,731289000,111032594.29,15.18,118228318.64,16.17
13000000,RECEITA PATROMONIAL ,3061085000,1242270649.71,40.58,1502149676.97,49.07
13100000,RECEITAS IMOBILIARIAS ,437652000,25525047.85,5.83,35677795.18,8.15
