codigo,especificacao_da_receita,receita_orcada,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,123177318000,268166224382.94,217.70747142176
11000000,RECEITA TRIBUTÁRIA,66485806000,109416576716.43,164.571332287722
11100000,IMPOSTOS,53097857000,96612543430.3,181.951869414052
11120000,IMPOSTOS S/ O PATRIMÔNIO E A RENDA ,24445272000,19011655443.98,77.7723211424279
11120200,IMPOSTOS / A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,24445272000,19011655443.98,77.7723211424279
11120201,LMPOSTOS / A PROPRIEDADE PREDIAL,21981750000,16796473039.45,76.4109911151296
11120202,LMPOSTO S/ A PROPRIEDADE TENITORIAL URBANA,2463522000,2215182404.53,89.9193270662897
11130000,IMPOSTO S/ A PRODUÇÃO E A CIRCULAÇÃO,28652585000,77600887986.32,270.833811282019
11130500,IMPOSTO S/ SERVIÇOS DE OUALQUER NATUREZA,28652585000,77600887986.32,270.833811282019
11200000,TAXAS,13387949000,12801847586.25,95.6221717475171
11210000,TAXAS PELO EXERCICIO  DO PODER DE POLICIA,5405595000,4176590572.17,77.2642155427848
11210100,"TAXA DE FICALIZAÇÃO PARA LOCALIZAÇÃO , FUNCIONAMENTO E INSTALAÇÃO",2986839000,2271589734.72,76.0533036671879
11210200,TAXA DE LICENÇA PARA TRÁFEGO DE VEÍCULOS,6045000,9891648.27,163.633552853598
11210300,TAXA DE LICENÇA PARA ESTACIONAMENTO DE VEÍCULOS.,0,0,0
11210400,TAXA DE FISCALIZAÇÃO DE ANÚNCIOS,444206000,467543222.91,105.253693761453
11210500,TAXA DE LICENÇA PARA ESCAVAÇÕES E RETIRADA DE MATERIAIS DO SUB-SOLO,0,10916.1,0
11210600,TAXA DE LICENÇA PARA CONSTRUÇÃO DE ARRUAMENTOS E LOTEAMENTOS,1776984000,1263615894.15,71.1101447255575
11210700,TAXA DE LICENÇA PARA ELEVADORES DE CARGA E ESCADAS ROLANTES,191521000,163939156.02,85.5985275870531
11220000,TAXA PELA PRESTAÇÃO DE SERVIÇOS,7982354000,8625257014.08,108.054052903191
11220100,TAXA DE LIMPEZA PÚBLICA,5637256000,6232140431.5,110.552730468512
11220200,TAXA DE CONSERVAÇÃO DE VIAS E LOGRADOUROS PÚBLICOS,1577733000,1744277631.18,110.555945218868
11220300,TAXA DE PAVIMENTAÇÃO E SERVIÇOS PREPARATÓRIOS DE PAVIMENTAÇÃO,36076000,66337453.9,183.882508870163
11220400,TAXA DE COMBATE A SINISTROS,731289000,582501497.5,79.6540762270457
11300000,CONTRIBUIÇÕES DE MELHORIA,0,2185699.88,0
13000000,RECEITA PATROMONIAL ,3061085000,12562042908.28,410.378767929672
13100000,RECEITAS IMOBILIARIAS ,437652000,855199215.46,195.406216688145
13110000,"RENDAS DE MERCADOS, FEIRAS E MATADOUROS",362392000,684375026.91,188.849374961368
13120000,RECEITA DO ESTÁDIO MUNICIPAL,61697000,75082528.41,121.695590401478
13130000,RECEITA DE TEATROS,3265000,76443544.5,2341.3030474732
13140000,RECEITA DO AUTÓDROMO ,2146000,7603444.77,354.307771202237
13150000,RECEITA DO KARTÓDROMO,204000,3149831.66,1544.03512745098
13160000,RECEITA DE PERMISSÃO DE ATIVS. AMBULANTES,1000,0,0
13170000,RECEITA DAS UNIDADES EDUCACIONAIS E ESPORTIVAS,234000,1011697.87,432.349517094017
