codigo,especificacao_da_receita,receita_orcada,realizada_no_mes,pct_realizada_mes_sobre_o_orcado,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,24541016159,1874887783.36,7.64,12190778585.19,49.68
11000000,RECEITA TRIBUTÁRIA,10788805393,838396125.68,7.77,5545420731.19,51.4
11100000,IMPOSTOS,10580443593,828513160.84,7.83,5476725468.62,51.76
11120000,Impostos s/ o Patrimônio e a Renda ,4635000000,362063322.94,7.81,2673520743.49,57.68
11120200,IMPOSTOS / A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,3161400000,238055759.92,7.53,2023621899.35,64.01
11120201,lmpostos / a Propriedade Predial,3045500000,229439215.35,7.53,1929745664.16,63.36
11120202,lmposto s/ a Propriedade Tenitorial Urbana,115900000,8616544.57,7.43,93876235.19,81
11120400,IMPOSTO S /A RENDA E PROVENTOS DE OUALOUER NATUREZA,885000000,63583662.88,7.18,352362393.34,39.81
11120431,lmposto de Renda Retido nas Fontes s/ os Rendimentos do trabalho,760000000,53163170.84,7,300363984.95,39.52
11120433,lmposto de Renda Retido nas Fontes s/ Remessa de Recursos ao exterior,0,0,0,0,0
11120434,lmposto de Renda Retido nas Fontes s/ Outros Rendimentos,125000000,10420492.04,8.34,51998408.39,41.6
11120800,IMPOSTO S /TRANSMISSAO INTER-VIVOS DE BENS lMOVElS E DE DIREITOS REAIS S / IMOVEIS.ITBI.IV,588600000,60423900.14,10.27,297536450.8,50.55
11120801,IMPOSTO S /TRANSMISSAO INTER-VIVOS DE BENS lMOVElS E DE DIREITOS REAIS S / IMOVEIS.ITBI.IV,588600000,60423900.14,10.27,297536450.8,50.55
11130000,IMPOSTO S/ A PRODUQAO E A CIRCULAÇÃO,5945443593,466449837.9,7.85,2803204725.13,47.15
11130501,ISS,5593543593,436540622.41,7.8,2631185636.67,47.04
11130502,ISS - Sistemal Integrado- Simples,2900000,55777.09,1.92,505587.61,17.43
11130503,ISS - CMSP,0,0,0,0,0
11130504,ISS- Simples Nacional,349000000,29853438.4,8.55,171513500.85,49.14
11130600,IMPOSTO S/ SERVIÇOS DE OUALQUER NATUREZA,5945443593,466449837.9,7.85,2803204725.13,47.15
11130700,lmpostos / Venda a Varejo De Combustiveis Liquidos e Gasosos. IVV,0,0,0,0,0
11200000,TAXAS,208271800,9663228.15,4.64,48809097.58,23.44
11210000,TAXAS PELO EXERCICIO  DO PODER DE POLICIA,164991400,8499537.28,5.15,41915623.01,25.4
11212500,"TAXA DE LICENÇA.P/ O  FUNCIONAMENTO DE ESTABELECIMENTOS COMERCIAIS, INDUSTRIAIS E PRESTADORAS DE SERVIÇOS",80000000,3669880,4.59,11049315.6,13.81
11212501,Taxa de Licença p/ Localização lnstalação e Funcionamento,0,0,0,0,0
11212502,Taxa de Vistoria de Normas do Segurança,0,0,0,0,0
11212503,Taxa de Fiscalização de Estabelecimentos TFE,30000000,3669880,4.59,11049315.8,13.81
11212600,TAXA DE PUBLICIDADE COMERCIAL,15000000,659765.19,4.4,3039347.87,20.26
11212601,Taxa de Fiscalização de Anuncios,15000000,659765.19,4.4,3039347.87,20.26
11213200,TAXA DE APROVAÇÃO DO PROJETO DE CONSTRUÇÃO CIVIL,60000000,3055483.93,5.09,16716735.18,27.86
11213201,Taxa p/ Exame e Verificação de Projetos e Construções,60000000,3055483.93,5.09,16716735.18,27.86
11213400,TAXA DE FISCALIZAÇÃO DE APARELHOS DE TRANSPORTE,7000000,77207.08,1.1,4896078.58,69.94
11213401,Taxa de Vistoria de Aparelhos de Transporte Vertical e Horizontal,7000000,77207.08,1.1,4896078.58,69.94
11219900,OUTRAS TAXAS P / EXERCICIO DO PODER DE POLICIA,2991400,1037201.08,34.67,6214145.78,207.73
11219901,Taxa de Licença p/Trafego de Veículos,81400,0,0,0,0
11219902,Taxa de Licença p/ Arruamentos e Loteamentos,0,0,0,36.82,0
11219903,Taxa de Fiscalização dos Servigos de Limpeza Urbana- FISLURB,2000000,13000.3,0.65,900514.95,45.03
11219904,Taxa do Remoção - CET,910000,1024200.78,112.55,5313594.01,583.91
11220000,TAXAS PELA PRESTAÇÃO DE SERVIÇOS,43280400,1163690.87,2.69,6893474.57,15.93
11229000,TAXA DE LIMPEZA PUBLICA,42526400,1056416.64,2.48,6490754.07,15.26
11229001,Taxa de Limpeza Pulblica,26400,2184.19,8.27,13105.14,49.64
11229002,Taxa de Residuos Sólidos Domiciliares- TRSD,2500000,9609.48,0.38,25591.4,1.02
11229003,Taxa de Resíduos Sólidos de Serviços de Saúde - TRSS,40000000,1044622.97,2.61,6452057.53,16.13
11229900,OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS,754000,107274.23,14.23,402720.5,53.41
11229901,Taxa de Conservação de  Vias e Logradouros Púlblicos,4000,493.1,12.33,2958.84,73.97
11229902,Taxa de Estudos p / Fixação d e Diretrizes,650000,100758.62,15.5,362970.6,55.84
11229903,Taxa de Combate a Sinistros,100000,6022.47,6.02,36791.06,36.79
11300000,CONTRIBUIÇÃO DE MELHORIA,90000,251.82,0.28,1938.88,2.15
11300001,Contribuição de melhoria,90000,251.82,0.28,1938.88,2.15
11400000,RECEITA  TRIBUTÁRIA A CLASSIFICAR,0,218894.15,0,18348677.28,0
11600000,RECEITAS A CLASSIFICAR. DAMSP,0,590.72,0,1535548.83,0
12000000,RECETTAS DE CONTRIBUIÇÕES,198000000,15013796.45,7.58,90455963.55,45.68
12100000,CONBTRIBUIÇÕES SOCIAIS,0,0,0,0,0
