codigo,especificacao_da_receita,receita_orcada,realizada_no_mes,pct_realizada_mes_sobre_o_orcado,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
100000000000,RECEITAS CORRENTES,31067292886,2451144458.92,7.89,28138711299.4,90.57
110000000000,RECEITA TRIBUTÁRIA,14710355032,1169511436.81,7.95,13715319334.31,93.24
111000000000,IMPOSTOS,14458959307,1158384010.89,8.01,13521609987.13,93.52
111200000000,IMPOSTOS S/ O PATRIMÔNIO E A RENDA,6595230854,487070931.24,7.39,6263836740.94,94.98
111202000000,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,4542689052,307221033.36,6.76,4436766010.55,97.67
111202010000,IMPOSTO S/ A PROPRIEDADE PREDIAL,4366196644,294862477.86,6.75,4235179801.46,97
111202020000,IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,176492408,12358555.5,7,201586209.09,114.22
111204000000,IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZA,975933744,83645909.82,8.57,835552416.88,85.62
111204310000,IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENTOS DO TRABALHO,838382466,67848732.51,8.09,681558578.89,81.29
111204330000,IMPOSTO DE RENDA RETIDO NAS FONTES S/ REMESSA DE RECURSOS AO EXTERIOR,0,6387.35,0,353376.25,0
111204340000,IMPOSTO DE RENDA RETIDO NAS FONTES S/ OUTROS RENDIMENTOS,137551278,15790789.96,11.48,153640461.74,111.7
111208000000,IMPOSTO S/ TRANSMISSÃO  INTER-VIVOS  DE BENS IMÓVEIS E DE DIREITOS REA,1076608058,96203988.06,8.94,991518313.51,92.1
111208010000,IMPOSTO S/ TRANSMISSÃO  INTER-VIVOS  DE BENS IMÓVEIS E DE DIREITOS REA,1076608058,96203988.06,8.94,991518313.51,92.1
111300000000,IMPOSTO S/ A PRODUÇÃO E A CIRCULAÇÃO,7863728453,671313079.65,8.54,7257773246.19,92.29
111305000000,IMPOSTO S/ SERVIÇOS DE QUALQUER NATUREZA,7863728453,671313079.65,8.54,7257773246.19,92.29
111305010000,ISS,7339430325,611989914.41,8.34,6674132275.1,90.94
111305020000,ISS - SISTEMA INTEGRADO - SIMPLES,492623,10455.24,2.12,145408.99,29.52
111305040000,ISS - SIMPLES NACIONAL,523805505,59312710,11.32,583495562.1,111.4
112000000000,TAXAS,251392925,11127425.92,4.43,193707987.6,77.05
112100000000,TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,221908077,9977463.27,4.5,181084690.17,81.6
112125000000,"TAXA DE LICENÇA P/ FUNCIONAMENTO DE ESTABELECIMENTOS COMERCIAIS, INDÚS",104121933,2499028.01,2.4,87009411.38,83.56
112125030000,TAXA DE FISCALIZAÇÃO DE ESTABELECIMENTOS - TFE,104121933,2499028.01,2.4,87009411.38,83.56
112126000000,TAXA DE PUBLICIDADE COMERCIAL,17035003,593996.82,3.49,13530162.33,79.43
112126010000,TAXA DE FISCALIZAÇÃO DE ANÚNCIOS,17035003,593996.82,3.49,13530162.33,79.43
112132000000,TAXA DE APROVAÇÃO DO PROJETO DE CONSTRUÇÃO CIVIL,68270177,5634631.27,8.25,57704172.88,84.52
112132010000,TAXA P/ EXAME E VERIFICAÇÃO DE  PROJETOS E CONSTRUÇÕES,68270177,5634631.27,8.25,57704172.88,84.52
112134000000,TAXA DE FISCALIZAÇÃO DE APARELHOS DE TRANSPORTE,10936394,18005.28,0.16,5875101.64,53.72
112134010000,TAXA DE VISTORIA DE APARELHOS DE TRANSPORTE VERTICAL E HORIZONTAL,10936394,18005.28,0.16,5875101.64,53.72
112199000000,OUTRAS TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,21544570,1231801.89,5.72,16965841.94,78.75
112199030000,TAXA DE FISCALIZAÇÃO DOS SERVIÇOS DE LIMPEZA URBANA - FISLURB,1871812,26843.04,1.43,1041895.71,55.66
112199040000,TAXA DE REMOÇÃO - CET,19672758,1204958.85,6.13,15923946.23,80.94
112200000000,TAXAS PELA PRESTAÇÃO DE SERVIÇOS,29484848,1149962.65,3.9,12623297.43,42.81
112290000000,TAXA DE LIMPEZA PÚBLICA,17958131,1112202.89,6.19,11748271.87,65.42
112290010000,TAXA DE LIMPEZA PÚBLICA,34070,0,0,9155.14,26.87
112290020000,TAXA DE RESÍDUOS SÓLIDOS DOMICILIARES - TRSD,18904,0,0,3587.87,18.98
112290030000,TAXA DE RESÍDUOS SÓLIDOS DE SERVIÇOS DE SAÚDE - TRSS,17905157,1112202.89,6.21,11735528.86,65.54
112299000000,OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS,11526717,37759.76,0.33,875025.56,7.59
112299010000,TAXA DE CONSERVAÇÃO DE VIAS E LOGRADOUROS PÚBLICOS,3005773,0,0,2046.46,0.07
112299020000,TAXA DE ESTUDOS P/ FIXAÇÃO DE DIRETRIZES,1690009,37736.07,2.23,853871.12,50.52
112299030000,TAXA DE COMBATE A SINISTROS,6830935,23.69,0,19107.98,0.28
113000000000,CONTRIBUIÇÃO DE MELHORIA,2800,0,0,537.39,19.19
113000010000,CONTRIBUIÇÃO DE MELHORIA,2800,0,0,537.39,19.19
115000000000,RECEITAS A CLASSIFICAR - DAMSP,0,0,0,822.19,0
120000000000,RECEITAS DE CONTRIBUIÇÕES,208782304,18214916.61,8.72,224023119.33,107.3
122000000000,CONTRIBUIÇÕES ECONÔMICAS,208782304,18214916.61,8.72,224023119.33,107.3
122029000000,CONTRIBUIÇÃO P/ O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA - COSIP/FUN,208782304,18214916.61,8.72,224023119.33,107.3
122029010000,CONTRIBUIÇÃO P/ O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA - COSIP/FUN,208782304,18214916.61,8.72,224023119.33,107.3
130000000000,RECEITA PATRIMONIAL,805647622,69448264.02,8.62,578562387.93,71.81
131000000000,RECEITAS IMOBILIÁRIAS,41997720,739761.19,1.76,13132675.39,31.27
131100000000,ALUGUÉIS,2120300,2610.74,0.12,28718.14,1.35
131199000000,OUTRAS RECEITAS DE ALUGUÉIS,2120300,2610.74,0.12,28718.14,1.35
131900000000,OUTRAS RECEITAS IMOBILIARIAS,39877420,737150.45,1.85,13103957.25,32.86
131901000000,OUTRAS RECEITAS IMOBILIARIAS,39877420,737150.45,1.85,13103957.25,32.86
131901010000,OUTRAS RECEITAS IMOBILIARIAS,39877420,737150.45,1.85,13103957.25,32.86
132000000000,RECEITAS DE VALORES MOBILIÁRIOS,635405137,61698009.26,9.71,512532719.49,80.66
132200000000,DIVIDENDOS,15446834,1814.54,0.01,432197.01,2.8
132200010000,DIVIDENDOS,15446834,1814.54,0.01,432197.01,2.8
132500000000,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,128263346,6316459.16,4.92,97401432.67,75.94
132501000000,REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,90511723,4561659,5.04,76302557.68,84.3
132501020000,RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS -,43115723,1083115.63,2.51,19680192.17,45.65
