codigo,especificacao_da_receita,receita_orcada,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,2090912724,5904973644.93,282.411292310353
11000000,RECEITA TRIBUTÁRIA,1022074015,1506980463.44,147.443378984642
11100000,IMPOSTOS,858609725,1434012101.65,167.015590424392
11120000,IMPOSTO S/ O PATRIMÔNO E A RENDA,313435813,283996175.95,90.6074431098912
11120200,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,294629525,168177482.4,57.0810010979042
11120201,IMPOSTO SOBRE A PROPRIEDADE PREDIAL,257303018,150517659.13,58.4982097372834
11120202,IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL URBANA,37326507,17659823.27,47.3117489134464
11120300,"IMPOSTO SOBRE A TRANSMISSÃO INTER-VIVOS, POR ATO ONEROSO DE BENS IMOVEIS E DIREITOS REAIS SOBRE IMOVEIS",18806288,115818693.55,615.850898114503
11130000,IMPOSTO SOBRE PRODUÇÃO E A CICULAÇÃO,474833512,1053678307,221.904789862431
11130500,IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA,474833512,1053678307,221.904789862431
11140000,IMPOSTO SOBRE A VENDA DE COMBUSTÍVEIS LÍQUIDOS E GASOSOS A VAREJO,70340400,96337618.7,136.95915675771
11200000,TAXAS,163384290,69816960.84,42.7317466324333
11210000,TAXA PELO EXERCICÍO DO PODER DE POLICIA,32614028,31224521.39,95.7395430886366
11210100,"TAXA DE FISCALIZAÇÃO PARA LOCARIZAÇÃO,FUNCIONAMENTO E INSTALAÇÃO",16461608,16895092.91,102.633308422847
11210200,TAXA DE LICENÇA PARA TRÁFEGO DE VEÍCULOS,64340,134246.64,208.651911718993
11210300,TAXA DE LICENÇA PARA ESTACIONAMENTO DE VEÍCULOS,0,0,0
11210400,TAXA DE FISCALIZAÇÃO DE ANÚNCIOS,3528000,2824749.31,80.0665904195011
11210500,TAXA DE LICENÇA PARA ESCAVAÇÕES E RETIRADA DE MATERIAIS DO SUB-SOLO,0,0,0
11210600,TAXA DE LICENÇA PARA CONSTRUÇÃO DE ARRUAMENTOS E LOTEAMENTOS,11200000,10586507.34,94.5223869642857
11210700,TAXA DE LICENÇA PARA ELEV.MONTA CARGAS E ESCADAS ROLANTES,1360000,783925.19,57.6415580882353
11220000,TAXA PELA PRESTAÇÃO DE SERVIÇOS,130770262,38592439.45,29.5116327365009
11220100,TAXA DE LIMPEZA PÚBLICA,95227632,28049252.1,29.4549507437085
11220200,TAXA DE CONSERVAÇÃO DE VIAS E LOGRADOUROS PÚBLICOS,26504578,7789522.16,29.3893460971158
11220300,TAXA DE PAVIMENTAÇÃO E SERVIÇOS PREPARATÓRIOS DE PAVIMENTAÇÃO,0,40943.28,0
11220400,TAXA DE COMBATE A SINISTRO,9038052,2712701.91,30.0408226885072
11300000,CONTRIBUIÇÕES DE MELHORIAS,80000,3151400.95,3939.2511875
13000000,RECEITA PATRIMONIAL,61284012,621568630.35,1014.2427201894
13100000,RECEITAS IMOBILIÁRIAS,5519978,11760846.6,213.059664368228
13110000,"RENDAS DE MERCADOS, FEIRAS E MATADOUROS",4176272,8749497.61,209.504975011206
13120000,RECEITA DO ESTÁDIO MUNICIPAL,325650,750633.87,230.503261169968
13130000,RECEITA DE TEATROS,859716,1810549.34,210.598539517701
13140000,RECEITA DO AUTODROMO,58617,64912.91,110.740757800638
13150000,RECEITA DO KARTODROMO,33216,21521.31,64.7919978323699
13160000,RECEITA DE PERMISSÃO DE ATIVIDADES AMBULANTES,0,245184.51,0
13170000,RECEITA DAS UNIDADES EDUCACIONAIS E ESPORTIVAS,11200,3122.85,27.8825892857143
13180000,OUTRAS RECEITAS DE PRÓPRIOS MUNICIPAIS,55307,115424.2,208.697271593108
13200000,RECEITAS DE VALORES MOBILIÁRIOS,55764034,609807783.75,1093.55034061919
13210000,RESULTADO DAS APLICAÇÕES FINANCEIRAS,53550900,609731112.73,1138.60105568721
13220000,RESULTADO DAS VARIAÇÕES CAMBIAIS E JUROS DAS OPERAÇÕES DE CRÉDITO,1837563,0,0
13230000,PARTICIPAÇÃO DE DIVIDENDOS,375631,76671.02,20.4112599865293
15000000,RECEITA INDUSTRIAL,94376,169070.4,179.145545477664
15200000,RECEITA DA INDUSTRIA DE TRANSFORMAÇÃO,94376,169070.4,179.145545477664
15210000,RECEITA DA GRÁFICA MUNICIPAL,65130,132493.43,203.42918777829
15220000,RECEITA DE SUBPRODUTOS DA LIMPEZA PÚBLICA,29246,36596.97,125.134958626821
16000000,RECEITA DE SERVIÇOS,6576601,18063450.17,274.662400379771
16100000,SERVIÇOS DE EXPEDIENTE,2186400,5761564.83,263.51833287596
16200000,SERVIÇOS DE OFICINAS E REPAROS,54709,6367.89,11.6395657021697
16300000,RECEITA DO ALMOXARIFADO CENTRAL,35300,1435483.19,4066.52461756374
16400000,RECEITO DE REGISTRO DE PROFISSIONAIS E FIRMAS,51180,189097.43,369.47524423603
16500000,SERVIÇOS DE DEPOSITOS,15,96.38,642.533333333333
16600000,RECEITA DE PERMISSÃO PARA A EXPLORAÇÃO DE SERVIÇOS DE TAXIS,2193420,6509310.41,296.76534407455
16700000,SERVIÇOS DIVERSOS,1779380,3467479.26,194.870081713855
16800000,TARIXA DE PEDÁFIO PARA INGRESSO NAS RUAS DE PEDESTRES,225302,448402.41,199.022827138685
16900000,REQUISIÇOES DE SERVIÇOS- FISC,50895,245648.37,482.657176539935
17000000,TRANSFERÊNCIAS CORRENTES,881012682,2556583452.22,290.186907005273
17200000,TRANSFERÊNCIAS INTERGOVERNAMENTAIS,881012682,2556583452.22,290.186907005273
17210000,TRANSFERÊNCIAS DA UNIÃO,52367223,182077017.9,347.692712099704
17210100,PARTICIPAÇÃO NA RECEITA DA UNIÃO,32235540,156754226.54,486.277650506242
17210104,TRANSFERENCIA DO IMP.S/A RENDA RET.NAS FONTES,31988004,154786086.41,483.887917514328
17210105,TRANSFERENCIA DO IMP.S/A PROP.TERRIT. RURAL,247536,203452.88,82.1912287505656
17210106,"TRANSFERÊNCIAS DO IMPOSTO SOBRE SERVIÇOS DE TRANSPORTE RODOVIÁRIO, INTERMUNICIPAL E INTERESTADUAL DE PESSOAS E CARGA",0,0,0
17210107,COTA-PARTE IMP. ÚNICO S/LUB.COMB. IIQ.GASOSOS. ,0,1764687.25,0
17210120,COTA-PARTE DA TAXA RODOVIÁRIA ÚNICA,0,0,0
17210900,OUTRAS TRANSFERÊNCIAS DA UNIÃO,20131683,25322791.36,125.785764458938
17210901,TRANSFERÊNCIA DA UNIÃO - INAMPS-PAÍS,0,22201845.65,0
17210902,TRANSFERÊNCIA DA UNIÃO - FINS0CIAL,0,0,0
17210903,TRANSFERENCIA DA UNIÃO - FUND. NAC .PRÓ-MEMORIA,0,300,0
17210904,TRANSF. DA UNIAO-MINISTERIO DO DESENVOLVIMENTO URBANO,0,0,0
17210905,TRANSF. DA UNIÃO — FUNDO NAC. DESENV. EDUC,0,304086,0
17210906,TRANSF. DA UNIÃO - APOIO FINAC.DE EMERGÊNCIA,0,0,0
17210907,TRANSF. DA UNIÃO-FUNDO ESP-LEI 7525 DE 22/7/86,0,34158.59,0
17210908,TRANSF. DA UNIÃO - CONVÊNIO ZOONOSES,0,0,0
17210909,TRANSF. DA UNIÃO - OUTRAS TRANSFERENCIAS,0,2782401.12,0
17220000,TRANSFERENCIAS DOS ESTADOS,828645459,2374506434.32,286.552760113539
17220100,PARTICIPAÇÃO NA RECEITA DOS ESTADOS,827408438,2373740203.28,286.888566065119
17220101,COTA-PARTE IMP.S/A CIRCULAÇÃO DE MERCADORIAS,797085364,2335010343.4,292.943572778988
17220102,COTA-PARTE IMP . S/TRANSM. DE BENS IMÓVEIS,3582150,2692281.94,75.158269195874
17220103,COTA-PARTE DO IMP . S/PROP.VEIC. AUTOMOTORES,26740924,36037577.94,134.765642129644
17220900,OUTRAS TRANSFERÊNCIAS DOS ESTADOS,1237021,766231.04,61.941635590665
17220901,TRANSFERÊNCIAS DOS ESTADOS - INAMPS-PAIS,0,765499.41,0
