codigo,especificacao_da_receita,receita_orcada,realizada_no_mes,pct_realizada_mes_sobre_o_orcado,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,123177318000,26079545002.16,21.17,150194189009.63,121.93
11000000,RECEITA TRIBUTÁRIA,66485806000,10581617992.7,15.92,67465847873.33,101.47
11100000,IMPOSTOS,53097857000,9485435077.65,17.86,56620454906.05,106.63
11120000,IMPOSTOS S/ O PATRIMÔNIO E A RENDA ,24445272000,1029135005.74,4.21,17506119478.19,71.61
11120200,IMPOSTOS / A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,24445272000,1029135005.74,4.21,17506119478.19,71.61
11120201,LMPOSTOS / A PROPRIEDADE PREDIAL,21981750000,950832081.17,4.33,15580861788.12,70.88
11120202,LMPOSTO S/ A PROPRIEDADE TENITORIAL URBANA,2463522000,78302924.57,3.18,1925257690.07,78.15
11130000,IMPOSTO S/ A PRODUÇÃO E A CIRCULAÇÃO,28652585000,8456300071.91,29.51,39114335427.86,136.51
11130500,IMPOSTO S/ SERVIÇOS DE OUALQUER NATUREZA,28652585000,8456300071.91,29.51,39114335427.86,136.51
11200000,TAXAS,13387949000,1096182915.05,8.19,10845392967.28,81.01
11210000,TAXAS PELO EXERCICIO  DO PODER DE POLICIA,5405595000,714494714.54,13.22,3350711488.42,61.99
11210100,"TAXA DE FICALIZAÇÃO PARA LOCALIZAÇÃO , FUNCIONAMENTO E INSTALAÇÃO",2986839000,483261050.29,16.18,1938667554.57,64.91
11210200,TAXA DE LICENÇA PARA TRÁFEGO DE VEÍCULOS,6045000,990835.32,16.39,6438549.31,106.51
11210300,TAXA DE LICENÇA PARA ESTACIONAMENTO DE VEÍCULOS.,0,0,0,0,0
11210400,TAXA DE FISCALIZAÇÃO DE ANÚNCIOS,444206000,100831376.94,22.7,395597785.9,89.06
11210500,TAXA DE LICENÇA PARA ESCAVAÇÕES E RETIRADA DE MATERIAIS DO SUB-SOLO,0,0,0,10916.1,0
11210600,TAXA DE LICENÇA PARA CONSTRUÇÃO DE ARRUAMENTOS E LOTEAMENTOS,1776984000,128661524.93,7.24,848759078.48,47.76
11210700,TAXA DE LICENÇA PARA ELEVADORES DE CARGA E ESCADAS ROLANTES,191521000,749927.06,0.39,161237604.06,84.19
11220000,TAXA PELA PRESTAÇÃO DE SERVIÇOS,7982354000,381688200.51,4.78,7494681478.86,93.89
11220100,TAXA DE LIMPEZA PÚBLICA,5637256000,264562119.69,4.69,5479925249.59,97.21
11220200,TAXA DE CONSERVAÇÃO DE VIAS E LOGRADOUROS PÚBLICOS,1577733000,98608059.1,6.25,1417915925.87,89.87
11220300,TAXA DE PAVIMENTAÇÃO E SERVIÇOS PREPARATÓRIOS DE PAVIMENTAÇÃO,36076000,4024708.4,11.16,55225833.71,153.08
11220400,TAXA DE COMBATE A SINISTROS,731289000,14493313.32,1.98,541614469.69,74.06
13000000,RECEITA PATROMONIAL ,3061085000,1252996646.51,40.93,6788729591.35,221.78
