codigo,especificacao_da_receita,receita_orcada,realizada_no_mes,pct_realizada_mes_sobre_o_orcado,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,7725267000.001,646722677.84,8.37,4803904752.21,62.18
11000000,RECEITA TRIBUTÁRIA,3358981000,291863259.96,8.69,1938083807.28,57.7
11100000,IMPOSTOS,3230821000.001,283944685.87,8.79,1889943784.7,58.5
11120000,Imposto s/ o patrimôno e a renda,1575682000.001,125250409.35,7.95,997140631.81,63.28
11120200,Imposto s/ a propriedade predial e territorial urbana,1357318000,109539464.75,8.07,871957820.27,64.24
11120201,Imposto sobre a propriedade predial ,1308518000,105709525.46,8.08,840720650.04,64.25
11120202,Imposto sobre a propriedade territorial urbana,48732000.001,3829939.29,7.86,31236970.23,64.1
11120800,Imposto s/ transmissão Inter-vivos-ITBI-IV,218364000,18907661.17,8.66,95237085.03,43.61
11120900,Receita Tributária a classificar,0.001,3196716.57,0,29945726.51,0
11130000,Imposto sobre produção e a ciculação,1655139000,158694276.52,9.59,892803152.89,53.94
11130500,Imposto sobre serviço de qualquer natureza,1655105000.001,158690764.13,9.59,892783523.17,53.94
11130501,ISS,164441000,158335435.94,9.63,886036076.18,53.88
11130502,ISS-Sistema Integrado-Simples,10695000,355328.19,3.32,6747446.99,63.09
11130700,imposto sobre a venda a varejo de combustivéis líquidos e gasosos-IVV,34000.001,3512.39,10.33,19629.72,57.73
11200000,Taxas,127469000.001,7815633.131,6.13,47407011.82,37.18
11210000,Taxa pelo exercicío do poder de policia,127288000.001,7722536.89,6.07,46929653.74,36.87
11210100,"Taxa de licença para localização,funcionamento e instalação",73225000.001,2520192.21,3.44,23017377.74,31.43
11210200,TAXA DE LICENCA P TRAFEGO DE VEICULOS,0.001,1062.85,0,30722.59,0
11210400,Taxa de fiscalização de anuncios,25170000,1388338.65,5.32,9318874.33,37.02
11210600,Taxa de licença para construção de arruamentos e loteamentos,10000,909.23,9.09,2977,29.77
11210700,Taxa de Vist.ap.transp.vert.horizontal,2201000,2069150.86,94.01,2326141.16,105.69
11210800,Taxa para exame e verificação de projetos de construções,26682,1792882.89,6.72,12233560.84,45.85
11220000,Taxa pela prestação de serviços,181000,93096,51.43,477358.08,263.73
11220100,Taxa de Limpeza pública,0,57073.62,0,252444.06,0
11220200,Taxa de Conservação de vias e logradouros públicos,0.001,17168.11,0,108905.42,0
11220400,Taxa de combate a sinistros,0.001,3353.79,0,4629.91,0
11220500,Taxa de estudos p/ fixação de diretrizes,181000.001,15500.92,8.56,111378.69,61.54
11300000,Contribuições de melhoria,691000,102940.98,14.9,589205.07,85.27
11900000,Receita a classificar-DAMSP,0.001,0,0,143805.69,0
13000000,Receita patrimonial,64653000,13270827.39,20.53,47793289.51,73.92
13100000,Receitas Imobiliárias,10713000,1001509.96,9.35,5273.41,49.22
13110000,Receitas de Proprios municipais,10713000,1001509.96,9.35,5273410.84,49.22
13110001,"Rendas de mercados, feiras e matadouros-sistema Velho",362000,14024.73,3.87,69957.08,19.33
13110002,"Rendas de mercados, feiras e matadouros-sistema novo",1903000.001,433320.76,22.77,2168771.51,113.97
13110300,Receita de estádio municipal,274000001,11.8,0,15318.28,5.59
13110500,Receita de Teatros-FEPAC,553000001,40958.23,7.41,191180.32,34.57
13110600,Receita do autodromo,242000,13447,5.56,52539.96,21.71
13110700,Receita do kartodromo,140000,4572,3.27,29677,21.2
13110800,Receita de permissão de atividades ambulantes,7000,26.87,0.38,3042.02,43.46
13110900,Receita das unidades educacionais e esportivas,176000,8139,4.62,116802.75,66.37
13111000,Outras receitas de próprios municipais,1142000.001,117719.99,10.31,747891.69,65.49
13111100,concess.p expl.coml.estac.subterraneo-sm,13000,1320.75,10.16,7299.75,56.15
13111200,"IMPL.INST.PASS.DE EQUIP.URBANOS-CONVIA,",5901000,367968.04,6.24,1870929.58,31.71
13200000,Receitas de valores mobiliários,53940000,12269317.43,22.75,42519878.67,78.83
13210000,Resultado das aplicações financeiras,48320000,12241869.95,25.34,40695261.97,84.22
13210100,PMSP,48320000,11708190.53,24.23,38317588.93,79.3
13210200,FUNDES,0.001,124070.44,0,369026.31,0
13210300,CAMARA MUNICIPAL DE SP,0,117329.42,0,243091.73,0
13210400,T.C.M,0,5430.9,0,44911.61,0
13210600,FEPAC,0,11.3,0,20267.18,0
13210700,FUMCAD,0,0,0,7476.73,0
13211000,FUNDEF,0.001,286657.36,0,1692899.48,0
13220000,Participação e dividendos,312000,0,0,14982.98,4.8
13230000,Remunerações da Receita,5308000,27427.48,0.52,1809633.72,34.09
15000000,Receita Industrial,637000,64210.89,10.08,479803.95,75.32
15200000,Receita da Industria de transformação,637000,64210.89,10.08,479803.95,75.32
15210000, gráfica municipal,58000,2274.23,3.92,17967.23,30.98
15220000,subprodutos da limpeza pública,579000,61936661,10.7,461836.721,79.76
16000000,Receita de serviços,47115000.001,2889698.36,6.13,16526800.62,35.08
16100000,Receita de serviços,47115000,2889698.36,6.13,16526600.62,35.08
16110000,Receitas Diversas,47115000,2889698.36,6.13,16526600.62,35.08
16110100,Serviços de expediente,2573000.001,198721.49,7.72,1246616.89,48.45
16110200,Coleta de resíduos sólidos-LIMPURB,8079000,439412.76,5.44,3317876.89,41.07
16110300,Receita de permissão para a exploração de serviços de taxis,5438000.001,618260.93,11.37,3196187.06,58.78
16110400,Tarifa de pedágio para ingresso nas ruas de pedestres,401000.001,43774.75,10.92,248223.57,61.9
16110500, Requisição Serviços -FISC,9000.001,1341.97,14.91,5348.92,59.43
16110700,Remoção e Estadia-DSV,1784000,202127.96,11.33,940147.94,52.7
16110800,Inspeção de veículos,16142000,0,0,0,0
16110900,Autuação de processos-DAMSP,187000.001,12626.29,6.75,76447.7,40.88
16111000,Autuação de processos-G.A.99.T,683000,57639.18,8.44,313233.25,45.86
16111100,"Analise,Plano,Proj,Relaórios-DECONT",43000,43.2,0.1,2967.53,6.9
16111200,11611. DESINTERDIÇÃO.FISC. E VISTORIA—DECONT,120000,0,0,0,0
16111900,Lic. De transito para produtos perigosos-SMT,5000.001,29.5,0.59,2230.22,44.6
16112200,PLANFETAGEM-PROG. SOCIAIS — PMSP,9758000,1064668.98,10.91,6028742.62,61.78
16112200,Termo de permissão de uso-Convias,13000,612.25,4.71,1227.05,9.44
16112300,Aprovações de projetos-convias,40000,2804.2,7.01,11341.26,28.35
16119900,Serviços diversos,1805000.001,247634.9,13.72,1136009.72,62.94
16130000,EMISSAO DE LICENCAS AMBIENTAIS -DECONT,35000.001,0,0,0,0
17000000,Transferências correntes,3269258000,279205891.96,8.54,2004063161.88,61.3
