codigo,especificacao_da_receita,receita_orcada,realizada_no_mes,pct_realizada_mes_sobre_o_orcado,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,123097304000,14901740509.77,12.11,83052706487.94,67.47
11000000,RECEITA TRIBUTÁRIA,52546832000,6545448886.49,12.46,33292161640.24,63.36
11000001,RECEITA TRIBUTÁRIA A CLASSIFICAR,0,-27969736.91,0,22125032.35,0
11100000,IMPOSTOS,45871237000,5637827233.65,12.29,29443740847.49,64.19
11120000,IMPOSTO S/ O PATRIMÔNO E A RENDA,19248196000,1193929332.65,6.2,9100458262.28,47.28
11120200,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,15293400000,919129986.78,6.01,7871496977.02,51.47
11120201,IMPOSTO PREDIAL E URBANO,12684395000,564183433.41,4.45,6779710259.15,53.45
11120202,IMPOSTO TERRITORIAL URBANO,2609005000,354946553.37,13.6,1091786717.87,41.85
11120300,IMPOSTO SOBRE A TRANSMISSÃO INTER-VIVOS DE BENS IMOVEIS E DIREITOS REAIS SOBRE IMOVEIS,3954796000,274799345.7,6.95,1228961285.26,31.08
11130000,IMPOSTO SOBRE PRODUÇÃO E A CICULAÇÃO,26623041000,4443897901.17,16.69,20343382585.21,76.41
11130500,IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA,24796100000,3837702112.2,15.48,18994165924.09,76.6
11130700,IMPOSTO SOBRE A VENDA DE COMBUSTÍVEIS LÍQUIDOS E GASOSOS A VAREJO,1826941000,606195788.97,33.18,1349216661.12,73.85
11200000,TAXAS,6578384000,902358257.88,13.72,3656162764.62,55.58
11210000,TAXA PELO EXERCICÍO DO PODER DE POLICIA,1496384000,195092955.29,13.04,834562909.97,55.77
11210100,"TAXA DE FISCALIZAÇÃO PARA LOCARIZAÇÃO,FUNCIONAMENTO E INSTALAÇÃO",942412000,70113363.34,7.44,475511577.31,50.46
11210200,TAXA DE LICENÇA PARA TRÁFEGO DE VEÍCULOS,3311000,597310.4,18.04,2615510.39,78.99
11210300,TAXA DE LICENÇA PARA ESTACIONAMENTO DE VEÍCULOS,0,0,0,-203.19,0
11210400,TAXA DE FISCALIZAÇÃO DE ANÚNCIOS,125907000,99315353.65,78.88,234541921.83,186.28
11210500,TAXA DE LICENÇA PARA ESCAVAÇÕES E RETIRADA DE MATERIAIS DO SUB-SOLO,0,0,0,0,0
11210600,TAXA DE LICENÇA PARA CONSTRUÇÃO DE ARRUAMENTOS E LOTEAMENTOS,340345000,24887569.52,7.31,107409835.36,31.56
11210700,TAXA DE LICENÇA PARA ELEV.MONTA CARGAS E ESCADAS ROLANTES,84409000,179358.38,0.21,14484268.27,17.16
11220000,TAXA PELA PRESTAÇÃO DE SERVIÇOS,5082000000,707265302.59,13.92,2821599854.65,55.52
11220100,TAXA DE LIMPEZA PÚBLICA,3423620000,505976286.98,14.78,1927334996.18,56.3
11220200,TAXA DE CONSERVAÇÃO DE VIAS E LOGRADOUROS PÚBLICOS,950881000,85704532.98,9.01,509412438.47,53.57
11220300,TAXA DE PAVIMENTAÇÃO E SERVIÇOS PREPARATÓRIOS DE PAVIMENTAÇÃO,0,4928.3,0,33425.59,0
11220400,TAXA DE COMBATE A SINISTRO,707499000,115579554.33,16.34,384768594.91,54.38
11220500,TAXA DE ESTUDOS PARA A FIXAÇÃO DE DIRETRIZES,0,0,0,50399.5,0
11300000,CONTRIBUIÇÕES DE MELHORIAS,97211000,33233131.87,34.19,170032995.78,174.91
13000000,RECEITA PATRIMONIAL,6228765000,595405797.62,9.56,6929935301.05,11.26
13100000,RECEITAS IMOBILIÁRIAS,278302000,72878366.55,26.18,324498536.13,116.54
13110000,"RENDAS DE MERCADOS, FEIRAS E MATADOUROS",205024000,61108372.94,29.81,278636528.16,135.9
