codigo,especificacao_da_receita,receita_orcada,realizada_no_mes,pct_realizada_mes_sobre_o_orcado,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
100000000000,RECEITAS CORRENTES,33748383184,2554251655.94,7.57,17600882293.12,52.15
110000000000,RECEITA TRIBUTÁRIA,16657028801,1350614465.55,8.11,8944906343.02,53.7
111000000000,IMPOSTOS,16429319544,1336620285.23,8.14,8869339217.89,53.98
111200000000,IMPOSTOS S/ O PATRIMÔNIO E A RENDA,7316754361,536628200.07,7.33,4257968144.82,58.19
111202000000,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,4963845040,341637483.23,6.88,3188800637.31,64.24
111202010000,IMPOSTO S/ A PROPRIEDADE PREDIAL,4750090240,328624842.05,6.92,3041619978.58,64.03
111202020000,IMPOSTO S/ A PROPRIEDADE TERRITORIAL URBANA,213754800,13012641.18,6.09,147180658.73,68.85
111204000000,IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZA,1100014650,103408965.36,9.4,515085358.91,46.83
111204310000,IMPOSTO DE RENDA RETIDO NAS FONTES S/ OS RENDIMENTOS DO TRABALHO,905295078,88103108.74,9.73,421385675.93,46.55
111204330000,IMPOSTO DE RENDA RETIDO NAS FONTES S/ REMESSA DE RECURSOS AO EXTERIOR,261140,830.43,0.32,753061.88,288.37
111204340000,IMPOSTO DE RENDA RETIDO NAS FONTES S/ OUTROS RENDIMENTOS,194458432,15305026.19,7.87,92946621.1,47.8
111208000000,IMPOSTO S/ TRANSMISSÃO  INTER-VIVOS  DE BENS IMÓVEIS E DE DIREITOS REA,1252894671,91581751.48,7.31,554082148.6,44.22
111208010000,IMPOSTO S/ TRANSMISSÃO  INTER-VIVOS  DE BENS IMÓVEIS E DE DIREITOS REA,1252894671,91581751.48,7.31,554082148.6,44.22
111300000000,IMPOSTO S/ A PRODUÇÃO E A CIRCULAÇÃO,9112565183,799992085.16,8.78,4611371073.07,50.6
111305000000,IMPOSTO S/ SERVIÇOS DE QUALQUER NATUREZA,9112565183,799988987.3,8.78,4611367975.21,50.6
111305010000,ISS,8432990945,735694927,8.72,4254006350.92,50.44
111305020000,ISS - SISTEMA INTEGRADO - SIMPLES,352956,12044.39,3.41,66042.02,18.71
111305040000,ISS - SIMPLES NACIONAL,679221282,64282015.91,9.46,357295582.27,52.6
111307000000,IMPOSTO S/ VENDA A VAREJO DE COMBUSTÍVEIS LÍQUIDOS E GASOSOS - IVV,0,3097.86,0,3097.86,0
112000000000,TAXAS,227708144,13994180.32,6.15,75567125.13,33.19
