codigo,especificacao_da_receita,receita_orcada,realizada_no_mes,pct_realizada_mes_sobre_o_orcado,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES ,13717464822,1029513164.64,7.51,6759543385.16,49.28
11000000,RECEITA TRIBUTÁRIA ,6374909000,465491030.89,7.3,3090660790.99,48.48
11100000,IMPOSTOS ,5937806000,441403103.34,7.43,2908591759.04,48.98
11120000,IMPOSTOS SOBRE O PATRIMÔNIO E A RENDA ,3060735000,232456739.61,7.59,1705043955.38,55.71
11120200,Imposto sobre a Propriedade Predial e Territorial Urbana ,2283287000,164551458.68,7.21,1317622847.17,57.71
11120201,Imposto sobre a Propriedade Predial ,2162366000,157048540.16,7.26,1258189943.24,58.19
11120202,Imposto sobre a Propriedade Territorial Urbana ,120921000,7502918.52,6.2,59432903.93,49.15
11120400,Imposto sobre a Renda e Proventos de Qualquer Natureza ,456852000,42586461.02,9.32,248200165.8,54.33
11120431,Imposto de Renda Retido nas Fontes s/ os Rend. do Trabalho ,444802000,40909460.04,9.2,237769086.68,53.46
11120434,Imposto de Renda Retido nas Fontes s/ Outros Rendimentos ,12050000,1677000.98,13.92,10431079.12,86.56
11120800,"Imposto s/ Transmissão ""Inter-Vivos"" de Bens Imóveis e de Direitos Reais s/ Imóveis - ITBI-IV ",320596000,20927061.74,6.53,115344809.75,35.98
11120900,Receita Tributária a Classificar ,0,4391758.17,0,23876132.66,0
11130000,IMPOSTO SOBRE  A PRODUÇÃO E A CIRCULAÇÃO ,2877071000,208946363.73,7.26,1203547803.66,41.83
11130500,Imposto sobre Serviços de Qualquer Natureza ,2877025000,208939185.43,7.26,1203358604.99,41.83
11130501,ISS ,2852893000,207716323.15,7.28,1192018543.52,41.78
11130502,ISS - Sistema Integrado - Simples ,24132000,1209709.2,5.01,11267500.23,46.69
11130503,ISS - CMSP ,0,13153.08,0,72561.24,0
11130700,Imposto s/ Venda a Varejo de Combustíveis Liquidos e Gasosos - IVV ,46000,7178.3,15.61,189198.67,411.3
11200000,TAXAS ,429176000,24057266.12,5.61,181832936.55,42.37
11210000,TAXAS PELO EXERCÍCIO DE PODER DE POLÍCIA ,228976000,11728102.01,5.12,62481607.66,27.29
11210200,Outras Taxas da Municipalidade ,187795000,5782819.76,3.08,31466857.45,16.76
11210201,"Taxa de Licença p/ Localização, Instalação e Funcionamento ",70000,0,0,0,0
11210202,Taxa p/ Exame e Verif. Proj. Construções ,28468000,4226896.92,14.85,13148878.57,46.19
11210203,Taxa de Licença p/ Tráfego de Veículos ,65000,3746.22,5.76,30187.56,46.44
11210204,Taxa de Fiscalização de Estabelecimentos - TFE ,159192000,1552176.62,0.98,18287791.32,11.49
11210600,Taxa de Licença para Arruamentos e Loteamentos ,42000,10553.59,25.13,11448.51,27.26
11210900,Taxa de Vistoria de Normas de Segurança ,2000,0,0,0,0
11212600,Taxa de Publicidade Comercial ,37928000,3151957.08,8.31,27654773.1,72.91
11212601,Taxa de Fiscalização de Anúncios ,37928000,3151957.08,8.31,27654773.1,72.91
11213400,Taxa de Fisc. de Aparelhos de Transporte ,3209000,2782771.58,86.72,3348528.6,104.35
11213401,Taxa de Vist. Ap. Transp. Vert. Horizontal ,3209000,2782771.58,86.72,3348528.6,104.35
11220000,TAXA PELA PRESTAÇÃO DE SERVIÇOS ,200200000,12329164.11,6.16,119351328.89,59.62
11220300,Taxa de Conservação de Vias e Logradouros Públicos ,406000,7277.88,1.79,45344.67,11.17
11220400,Taxa de Combate a Sinistros ,10000,3069.66,30.7,18520.8,185.21
11220500,Taxa de Estudos p/ Fixação de Diretrizes ,370000,31030.71,8.39,86903.31,23.49
11220600,Taxa de Fiscalização dos Serviços de Limpeza Urbana-FISLURB ,2000,0,0,0,0
11220700,Taxa de Resíduos Sólidos Domiciliares-TRSD ,192000000,11827907.61,6.16,117013226.82,60.94
11220800,Taxa de Resíduos Sólidos de Serviços de Saúde-TRSS ,6201000,398982.7,6.43,1850922.98,29.85
11229000,Taxa de Limpeza Pública ,1211000,60895.55,5.03,336410.31,27.78
11300000,CONTRIBUIÇÃO DE MELHORIA ,1745000,29824.74,1.71,231361.86,13.26
11500000,RECEITAS A CLASSIFICAR - DEPÓSITOS JUDICIAIS ,0,0,0,0,0
11900000,RECEITAS A CLASSIFICAR - DAMSP ,6182000,836.69,0.01,4733.54,0.08
12000000,RECEITAS DE CONTRIBUIÇÕES ,160511000,13328659.47,8.3,127152807.86,79.22
12100000, CONTRIBUIÇÕES SOCIAIS ,37000,0,0,0,0
12104600,COMPENSAÇÃO PREVIDENCIÁRIA ENTRE REGIME GERAL E OS REGIMES PROPRIOS DE PREVID. DOS SERVIDORES ,37000,0,0,0,0
12104601,Compensação Previdenciária ,37000,0,0,0,0
12200000,CONTRIBUIÇÕES ECONÔMICAS ,160474000,13328659.47,8.31,127152807.86,79.24
12202200,COTA-PARTE DE COMPENSAÇÕES FINANCEIRAS ,226000,23097.72,10.22,146254.97,64.71
12202231,Compensação Financeira com Royalties pela Produção de Petróleo ou Gás Natural - Em Terra ,226000,23097.72,10.22,146254.97,64.71
12202900,Contribuição para o Custeio do Serv. de Iluminação Pública - COSIP/FUNDIP ,160248000,13305561.75,8.3,127006552.89,79.26
13000000,RECEITA PATRIMONIAL ,178918000,10755006.24,6.01,59087581.89,33.02
13100000,RECEITAS IMOBILIÁRIAS ,13260000,1042549.03,7.86,5673788.4,42.79
13110000,ALUGUÉIS ,9333000,838114.34,8.98,4412191.76,47.28
