codigo,especificacao_da_receita,receita_orcada,realizada_no_mes,pct_realizada_mes_sobre_o_orcado,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,10517710700,1084081238.13,10.31,2930587960.35,27.87
11000000,RECEITA TRIBUTÁRIA,5143091000,559771493.53,10.88,1182211117.1,22.99
11100000,IMPOSTOS,4591212000,552515216.45,12.03,1153487393.04,25.12
11120000,Imposto s/ o patrimôno e a renda,2452612000,395625395.68,16.13,636149584.23,25.94
11120200,Imposto s/ a propriedade predial e territorial urbana,1782916000,362715530.99,20.34,478011886.31,26.81
11120201,Imposto sobre a propriedade predial ,1719759000,347587542.63,20.21,456513666.15,26.55
11120202,Imposto sobre a propriedade territorial urbana,63157000,15127988.36,23.95,21498220.16,34.04
11120400,Imposto sobre a renda e provimentos de qualquer natureza,417582000,32479091.79,7.78,101791448.33,24.38
11120431,Retido nas Fontes S/os rend do trabalho,406567000,30655691.49,7.54,97418545.24,23.96
11120433,Imposto de Renda Retido na Fonte sobre Remessa de Recursos ao Exterior,0,0,0,0,0
11120434,Imposto de Renda Retido nas Fontes s/ Outros Rendimentos,11015000,1823400.3,16.55,4372903.09,39.7
11120800,Imposto s/Trans. Inter-vivos de Bens Imóveise de Direitos Reais s/ Imóveis. ITBl’IV,252114000,16644615.65,6.6,46555812.57,18.47
11120900,Receita Tributária a classificar,0,-16213842.75,0,9790437.02,0
11130000,Imposto sobre produção e a ciculação,2138600000,156889820.77,7.34,517337808.81,24.19
11130500,Imposto sobre serviço de qualquer natureza,2138581000,156885392.02,7.34,17327219.82,24.19
11130501,ISS,2120421000,155132107.1,7.32,512217564.15,24.19
11130502,ISS-Sistema Integrado-Simples,18160000,1753284.92,9.65,5109655.67,28.14
11130503,ISS-CMSP,0,0,0,0,0
11130504,ISS-Retido na fonte,0,0,0,0,0
11130700,imposto sobre a venda a varejo de combustivéis líquidos e gasosos-IVV,19000,4428.75,23.31,10588.99,55.73
11200000,Taxas,382792000,7145931.97,1.87,26861794.67,7.02
11210000,Taxa pelo exercicío do poder de policia,164903000,7117460.66,4.32,26723747.17,16.21
11210200,OutxasTaxas dE Municípalidade,129881000,5951658.22,4.58,23903399.15,18.4
11210100,"Taxa de fiscalização localização, instalação e  funcionamento ",103398000,4821832.13,4.66,16233959.18,15.7
11120202,Taxa p/ Exame e Ver Proj r Construções,26445000,1124137.24,4.25,7650480.57,28.93
11210203,TAXA DE LICENCA P TRAFEGO DE VEICULOS,38000,5688.85,14.97,18959.4,49.89
11210204,Taxa de fiscalização de estabelecimentos-TFE.,0,0,0,0,0
11210600,Taxa de licença para construção de arruamentos e loteamentos,39000,11293.75,28.96,16528.18,42.38
11210900,Taxa de Vistoría de Normas de Segurança,0,0,0,0,0
11212600,Taxa de Publicidade Comercial,32030000,1146758.56,3.58,2780747.87,8.68
11212601,Taxa de Fiscalização de Anúncios,32030000,1146758.56,3.58,2780747.87,8.68
11213400,Taxa de fisc de Aparelhos deTransporte,2958000,7750.13,0.26,23071.97,0.78
11213401,Taxa de Vist.ap.transp.vert.horizontal,2958000,1750.13,0.26,23071.97,0.78
11220000,Taxa pela prestação de serviços,217884000,28471.31,0.01,138047.5,0.06
11220300,Taxa de Conservação de vias e logradouros públicos,5000,3143.24,62.86,16442.82,328.86
11220400,Taxa de combate a sinistros,1000,531.58,53.16,3002.79,300.28
11220500,Taxa de estudos p/ fixação de diretrizes,341000,14249.88,4.18,51200.86,15.01
11220600,Taxa de Fiscalização dos Serviçosde Limpeza Urbana-FISLURB,217500000,0,0,0,0
