codigo,especificacao_da_receita,receita_orcada,realizada_no_mes,pct_realizada_mes_sobre_o_orcado,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,123097304000,16784696234.96,13.64,68150965978.17,55.36
11000000,RECEITA TRIBUTÁRIA,52546832000,5719742641.85,10.89,26746712753.75,50.9
11000001,RECEITA TRIBUTÁRIA A CLASSIFICAR,0,-11147134.43,0,50094769.26,0
11100000,IMPOSTOS,45871237000,5610820878.25,12.23,23806013613.84,51.9
11120000,IMPOSTO S/ O PATRIMÔNO E A RENDA,19248196000,1727002773.87,8.97,7906528929.8,41.08
11120200,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,15293400000,1516154746.53,9.91,6952366990.24,45.46
11120201,IMPOSTO PREDIAL E URBANO,12684395000,1516154746.53,11.95,6215526825.74,49
11120202,IMPOSTO TERRITORIAL URBANO,2609005000,0,0,736840164.5,28.24
11120300,IMPOSTO SOBRE A TRANSMISSÃO INTER-VIVOS DE BENS IMOVEIS E DIREITOS REAIS SOBRE IMOVEIS,3954796000,210848027.34,5.33,954161939.56,24.13
11130000,IMPOSTO SOBRE PRODUÇÃO E A CICULAÇÃO,26623041000,3883818104.38,14.59,15899484684.04,59.72
11130500,IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA,24796100000,3601540848.14,14.52,15156463811.89,61.12
11130700,IMPOSTO SOBRE A VENDA DE COMBUSTÍVEIS LÍQUIDOS E GASOSOS A VAREJO,1826941000,282277256.24,15.45,743020872.15,40.67
11200000,TAXAS,6578384000,100519967.55,1.53,2753804506.74,41.86
11210000,TAXA PELO EXERCICÍO DO PODER DE POLICIA,1496384000,100514875.4,6.72,639469954.68,42.73
11210100,"TAXA DE FISCALIZAÇÃO PARA LOCARIZAÇÃO,FUNCIONAMENTO E INSTALAÇÃO",942412000,49042695.96,5.2,405398213.97,43.02
11210200,TAXA DE LICENÇA PARA TRÁFEGO DE VEÍCULOS,3311000,553777.67,16.73,2018199.99,60.95
11210300,TAXA DE LICENÇA PARA ESTACIONAMENTO DE VEÍCULOS,0,0,0,-203.19,0
11210400,TAXA DE FISCALIZAÇÃO DE ANÚNCIOS,125907000,26070315.45,20.71,135226568.18,107.4
11210500,TAXA DE LICENÇA PARA ESCAVAÇÕES E RETIRADA DE MATERIAIS DO SUB-SOLO,0,0,0,0,0
11210600,TAXA DE LICENÇA PARA CONSTRUÇÃO DE ARRUAMENTOS E LOTEAMENTOS,340345000,24848086.32,7.3,82522265.84,24.25
11210700,TAXA DE LICENÇA PARA ELEV.MONTA CARGAS E ESCADAS ROLANTES,84409000,0,0,14304909.89,16.95
11220000,TAXA PELA PRESTAÇÃO DE SERVIÇOS,5082000000,5092.15,0,2114334909.89,41.6
11220100,TAXA DE LIMPEZA PÚBLICA,3423620000,0,0,1421358709.2,41.52
11220200,TAXA DE CONSERVAÇÃO DE VIAS E LOGRADOUROS PÚBLICOS,950881000,0,0,423707905.49,44.56
11220300,TAXA DE PAVIMENTAÇÃO E SERVIÇOS PREPARATÓRIOS DE PAVIMENTAÇÃO,0,5092.15,0,28497.29,0
11220400,TAXA DE COMBATE A SINISTRO,707499000,0,0,269189040.58,38.05
11220500,TAXA DE ESTUDOS PARA A FIXAÇÃO DE DIRETRIZES,0,0,0,50399.5,0
11300000,CONTRIBUIÇÕES DE MELHORIAS,97211000,19548930.48,20.11,136799863.91,140.72
13000000,RECEITA PATRIMONIAL,6228765000,833796729.43,13.39,6334529503.43,101.7
13100000,RECEITAS IMOBILIÁRIAS,278382000,65836669.79,23.65,251620169.58,90.39
13110000,"RENDAS DE MERCADOS, FEIRAS E MATADOUROS",205024000,52324482.5,25.52,217528155.22,106.1
13120000,RECEITA DO ESTÁDIO MUNICIPAL,23349000,3082037.76,13.2,11266939.7,48.25
13130000,RECEITA DE TEATROS,39044000,2308722,5.91,7557665,19.36
