codigo,especificacao_da_receita,receita_orcada,realizada_no_mes,pct_realizada_mes_sobre_o_orcado,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,10517710700,788539136.07,7.5,5352086627.79,50.8
11000000,RECEITA TRIBUTÁRIA,5143091000,411113371.04,7.99,2406098671.35,46.78
11100000,IMPOSTOS,4591212000,377807371.89,8.23,2302905758.21,50.18
11120000,Imposto s/ o patrimôno e a renda,2452612000,208537239.02,8.5,1316525411.63,53.68
11120200,Imposto s/ a propriedade predial e territorial urbana,1782916000,155963742.04,8.75,989713422.01,55.51
11120201,Imposto sobre a propriedade predial ,1719759000,148755914.91,8.65,943415606.79,54.86
11120202,Imposto sobre a propriedade territorial urbana,63157000,7207827.13,11.41,46297615.22,73.31
11120400,Imposto sobre a renda e provimentos de qualquer natureza,417582000,32842518.97,7.86,206860094.07,49.54
11120431,Retido nas Fontes S/os rend do trabalho,406567000,31409886.92,7.73,196639743.53,48.37
11120433,Imposto de Renda Retido na Fonte sobre Remessa de Recursos ao Exterior,0,0,0,0,0
11120434,Imposto de Renda Retido nas Fontes s/ Outros Rendimentos,11015000,1432632.05,13.01,10220350.54,92.79
11120800,Imposto s/Trans. Inter-vivos de Bens Imóveise de Direitos Reais s/ Imóveis. ITBl’IV,252114000,18354120.5,7.28,102877169.66,40.81
11120900,Receita Tributária a classificar,0,1376857.51,0,17074725.89,0
11130000,Imposto sobre produção e a ciculação,2138600000,169350132.87,7.92,986470344.58,46.13
11130500,Imposto sobre serviço de qualquer natureza,2138581000,159356140.27,7.92,986443208.79,48.13
11130501,ISS,2120421000,167572807.14,7.9,976052650.62,46.03
11130502,ISS-Sistema Integrado-Simples,18160000,1781068.58,9.81,1038595021,57.19
11130503,ISS-CMSP,0,2264.55,0,4807.96,0
11130504,ISS-Retido na fonte,0,0,0,0,0
11130700,imposto sobre a venda a varejo de combustivéis líquidos e gasosos-IVV,19000,3992.6,21.01,27135.79,142.82
11200000,Taxas,382792000,32634175.09,8.53,99505143.75,25.99
11210000,Taxa pelo exercicío do poder de policia,164903000,11680545.43,7.08,54360039.56,32.06
11210200,OutxasTaxas dE Municípalidade,129881000,7706548.17,5.93,45468148.13,35.01
11210100,"Taxa de fiscalização localização, instalação e  funcionamento ",103398000,5844027.54,5.65,32514126.34,31.45
11120202,Taxa p/ Exame e Ver Proj r Construções,26445000,1858535.77,7.03,12923597.92,48.87
11210203,TAXA DE LICENCA P TRAFEGO DE VEICULOS,38000,3984.86,10.49,30423.87,80.06
11210204,Taxa de fiscalização de estabelecimentos-TFE.,0,0,0,0,0
11210600,Taxa de licença para construção de arruamentos e loteamentos,39000,69.91,0.18,18250.16,46.8
11210900,Taxa de Vistoría de Normas de Segurança,0,0,0,0,0
11212600,Taxa de Publicidade Comercial,32030000,1483333.54,4.63,5914706.24,18.47
11212601,Taxa de Fiscalização de Anúncios,32030000,1483303.54,4.63,5914706.24,18.47
11213400,Taxa de fisc de Aparelhos deTransporte,2958000,2490593.81,8420,2958935.03,100.03
11213401,Taxa de Vist.ap.transp.vert.horizontal,2958000,2490593.81,84.2,2958935.03,100.03
11220000,Taxa pela prestação de serviços,217884000,20953629.66,9.62,45145104.19,20.72
11220300,Taxa de Conservação de vias e logradouros públicos,5000,11327.97,226.58,59526.6,1190.53
11220400,Taxa de combate a sinistros,1000,2463.39,248.34,17426.89,1742.69
11220500,Taxa de estudos p/ fixação de diretrizes,341000,25965,7.61,148442.62,43.53
11220600,Taxa de Fiscalização dos Serviçosde Limpeza Urbana-FISLURB,217500000,0,0,0,0
11220700,Taxa de Resíduos SólidosDoniciliares.TRSD,0,20233263.23,0,43139932.04,0
11220800,Taxa de Resíduos Sólidos de Serviços de Saúde.TRSS,0,527903.39,0,1445984.97,0
11229000,Taxa de Limpeza pública,37000,52106.68,142.45,333790.98,902.14
11300000,Contribuições de melhoria,1587000,79926.07,5.04,475914.44,20.99
