codigo,especificacao_da_receita,receita_orcada,realizada_no_mes,pct_realizada_mes_sobre_o_orcado,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES ,16510080700,1597642817.91,9.68,10543181746.11,63.86
11000000,RECEITA TRIBUTÁRIA ,7886698400,770361342.98,9.77,4851685981.91,61.52
11100000,IMPOSTOS ,7648176100,703501206.8,9.2,4729412467.11,61.84
11120000,IMPOSTOS S/ O PATRIMÔNIO E A RENDA ,3683261100,359803085.76,9.77,2456214795.98,66.69
11120200,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA ,2826920000,270296799.33,9.56,1922988883.86,68.02
11120201,Imposto s/ a Propriedade Predial ,2693037200,183584903.37,6.82,1754838680.79,65.16
11120202,Imposto s/ a Propriedade Territorial Urbana ,133882800,86711895.96,64.77,168150203.07,125.6
11120400,IMPOSTO S/ A RENDA E PROVENTOS DE QUALQUER NATUREZA ,509657800,54814147.29,10.76,316453020.19,62.09
11120431,Imposto de Renda Retido nas Fontes s/ os Rendimentos do Trabalho ,495391000,44601169.38,9,292633586.34,59.07
11120433,Imposto de Renda Retido nas Fontes s/ Remessa de Recursos ao Exterior ,0,0,0,0,0
11120434,Imposto de Renda Retido nas Fontes s/ Outros Rendimentos ,14266800,10212977.91,71.59,23819433.85,166.96
11120800,"IMPOSTO S/ TRANSMISSÃO ""INTER-VIVOS"" DE BENS IMÓVEIS E DE DIREITOS REAIS S/ IMÓVEIS - ITBI-IV ",346683300,34692139.14,10.01,216772891.93,62.53
11130000,IMPOSTO S/ A PRODUÇÃO E A CIRCULAÇÃO ,3964915000,343698121.04,8.67,2273197671.13,57.33
11130500,IMPOSTO S/ SERVIÇOS DE QUALQUER NATUREZA ,3964549100,343697888.29,8.67,2273118285.43,57.34
11130501,ISS ,3932621400,340403642.65,8.66,2252911985.2,57.29
11130502,ISS - Sistema Integrado - Simples ,31760300,3278793.92,10.32,19862534.16,62.54
11130503,ISS - CMSP ,167400,15451.72,9.23,343766.07,205.36
11130700,Imposto s/ Venda a Varejo de Combustíveis Líquidos e Gasosos - IVV ,365900,232.75,0.06,79385.7,21.7
11200000,TAXAS ,238335100,67289649.43,28.23,110137533.67,46.21
11210000,TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA ,196561600,54852844.61,27.91,85884685.71,43.69
11212500,"TAXA DE LICENÇA P/ FUNCIONAMENTO DE ESTABELECIMENTOS COMERCIAIS, INDÚSTRIAS E PRESTADORA DE SERVIÇOS ",80717900,42658257.05,52.85,49269336.04,61.04
11212501,"Taxa de Licença p/ Localização, Instalação e Funcionamento ",0,0,0,0,0
11212502,Taxa de Vistoria de Normas de Segurança ,0,0,0,0,0
11212503,Taxa de Fiscalização de Estabelecimentos - TFE ,80717900,42658257.05,52.85,49269336.04,61.04
11212600,TAXA DE PUBLICIDADE COMERCIAL ,57120400,9361524.52,16.39,12651193.52,22.15
11212601,Taxa de Fiscalização de Anúncios ,57120400,9361524.52,16.39,12651193.52,22.15
