codigo,especificacao_da_receita,receita_orcada,realizada_no_mes,pct_realizada_mes_sobre_o_orcado,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,13717464822,13899346.56,10.13,2695234083.67,19.65
11000000,RECEITA TRIBUTÁRIA,6374909000,745437451.69,11.69,1256050083.95,19.7
11100000,IMPOSTOS,5937800000,697532837.42,11.75,1185306623.83,19.96
11120000,IMPOSTOS SOBRE O PATRIMÔNIO E A RENDA,3060735000,498505077.93,16.29,759473468.28,24.81
11120200,Imposto sobre a Propriedade Predial e Territorial Urbana ,2283287000,364967800.61,15.98,565651969.78,24.77
11120201,Imposto sobre a Propriedade Predial,2162366000,351545476.25,16.26,548229957.1,25.35
11120202,Imposto sobre a Propriedade Territorial Urbana,120921000,13422324.36,11.1,17422012.68,14.41
11120400,Imposto sobre a Renda e Proventos de Qualquer Natureza,456852000,41621155.09,9.11,84316726.4,18.48
11120431,Imposto de Renda Retido nas Fontes e/os Rend. do Trabalho ,444802000,39129212.98,8.84,80416892.41,18.08
11120434,Imposto de Renda Retido nas Fontes s/ Outros Rendimentos,12050000,2491942.11,20.68,3899833.99,32.36
11120800,Imposto s/ Transmissão inter-VIvos’ de Bens Imóveis e de Direitos Reais s/ Imóveis - ITBI-IV,320596000,20832695.93,6.5,35648217.21,11.12
11120900,Receita Tributária a Classificar,0,71083426.3,0.01,73858554.89,0
11130000,IMPOSTO SOBRE A PRODUÇÃO E A CIRCULAÇÃO,2877071000,199027759.49,6.9,425833155.55,14.8
11130500,Imposto sobre Serviços de Qualquer Natureza,2877025000,198968317.47,6.92,425689759.68,14.8
11130501,ISS,2852893000,197201885.36,6.91,421578158.93,14.78
11130502,ISS - Sistema Integrado - Simples,24132000,1754616.22,7.27,4088381.69,16.94
11130503,ISS-CMSP,0,11815.89,0,23219,0
11130504,ISS - Retido na Fonte,0,0,0,0,0
11130700,Imposto s/ Venda a Varejo de Combustíveis Liquidos e Gasosos - IVV,46000,59442.02,129.22,143395.87,311.73
11200000,TAXAS,429176000,47868166.72,11.15,70653947.43,16.48
11210000,TAXAS PELO EXERCICÍO DE PODER DE POLICIA,228976000,3762882.86,1.84,11541672.15,5.04
11210200,Outras Taxas da Municipalidade,187795000,2056096.6,1.09,9450570.42,5.03
11210201,Taxa de Fisc. Loc. Inst Funcionamento,70000,0,0,0,0
11210202,Taxa p/ Exame e Varif. Proj. Construções,28468000,1087233.9,3.82,4050671.12,14.23
11210203,Taxa de Licença p/ Tráfego de Veículos,65000,7169.38,11.03,9663.5,14.87
11210204,Taxa de Fiscalização de Estabelecimentos - TFE,159192000,961693.32,0.6,5390235.8,3.39
11210600,Taxa de Licença para Arruamentos e Loteamentos,42000,100.47,0.2,714.34,1.7
11210900,Taxa de Vistoria de Normas de Segurança,2000,0,0,0,0
11212600,Taxa de Publicidade Comercial,37928000,1701090.59,4.49,2076795.16,5.48
11212601,Taxa de Fiscalização de Anúncios,37928000,1701090.59,4.49,2076795.16,5.48
11213400,Taxa de Fisc. de Aparelhos de Transporte,3209000,5595.2,0.17,13592.23,0.42
11213401,Taxa de Vist. Ap. Trarrsp. Vert. Horizontal,3209000,5595.2,0.17,13592.23,0.42
