codigo,especificacao_da_receita,receita_orcada,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,6369749559000,9251265394394.36,145.237505944374
11000000,RECEITA TRIBUTÁRIA,2844346477000,4093529773339.78,143.918112875522
11100000,IMPOSTOS,2283499670000,3162686075815.01,138.501709344018
11120000,IMPOSTO S/ O PATRIMÔNO E A RENDA,1111878132000,784495884496.79,70.555923524251
11120200,IMPOSTO S/ A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,957128132000,511906930177.51,53.4836364184425
11120201,IMPOSTO SOBRE A PROPRIEDADE PREDIAL URBANO,766258244000,452910171512.18,59.1067274066653
11120202,IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL URBANA,190869244000,58996758665.33,30.909515555754
11120800,IMPOSTO S/ TRANSMISSÃO INTER-VIVOS-ITBI-IV,154750000000,272588954319.28,176.14795109485
11120900,RECEITA TRIBUTÁRIA A CLASSIFICAR,0,0,0
11130000,IMPOSTO SOBRE PRODUÇÃO E A CICULAÇÃO,1171621538000,2378190191318.22,202.982798982842
11130500,IMPOSTO SOBRE SERVIÇO DE QUALQUER NATUREZA,1083154058000,2213038923061.64,204.314326915594
11130700,IMPOSTO SOBRE A VENDA A VAREJO DE COMBUSTIVÉIS LÍQUIDOS E GASOSOS-IVV,88467480000,165151268256.58,186.680199612988
11200000,TAXAS,553201538000,921212316678.51,166.523816981599
11210000,TAXA PELO EXERCICÍO DO PODER DE POLICIA,92779434000,138959377168.99,149.773900505784
11210100,"TAXA DE LICENÇA PARA LOCALIZAÇÃO,FUNCIONAMENTO E INSTALAÇÃO",74920665000,106459194535.96,142.095901759495
11210200,TAXA DE LICENÇA PARA TRÁFEGO DE VEÍCULOS,117610000,109690431.93,93.2662460079925
11210300,TAXA DE LICENÇA PARA ESTACIONAMENTO DE VEÍCULOS,0,0,0
11210400,TAXA DE LICENÇA PARA PUBLICIDADE,4940239000,8156826477.62,165.1099567778
11210500,TAXA DE LICENÇA PARA ESCAVAÇÕES E RETIRADA DE MATERIAIS DO SUB-SOLO,0,0,0
11210600,TAXA DE LICENÇA PARA CONSTRUÇÃO DE ARRUAMENTOS E LOTEAMENTOS,12331718000,21983289393.08,178.266235029701
11210601,TAXA DE LICENÇA PARA CONSTRUÇÃO DE ARRUAMENTOS E LOTEAMENTOS,12331718000,21983090283.47,178.264620415987
11210602,ARRECADAÇÃO DE PREÇOS SERV E TAXAS-SEHAB,0,0,0
11210603,AXA DE LICENÇA PARA CONSTRUÇÃO DE ARRUAMENTOS E LOTEAMENTOS-ANISTIA,0,199109.61,0
11210700,TAXA DE LICENÇA PARA ELEV.MONTA CARGAS E ESCADAS ROLANTES,469202000,2250376330.4,479.617804357185
11220000,TAXA PELA PRESTAÇÃO DE SERVIÇOS,460422104000,782252939509.52,169.899084495196
11220100,TAXA DE LIMPEZA PÚBLICA,285382522000,488831455995.3,171.289906813319
11220200,TAXA DE CONSERVAÇÃO DE VIAS E LOGRADOUROS PÚBLICOS,149620966000,244494980034.16,163.409571913979
11220300,TAXA DE PAVIMENTAÇÃO E SERVIÇOS PREPARATÓRIOS DE PAVIMENTAÇÃO,0,0,0
11220400,TAXA DE COMBATE A SINISTRO,25309053000,48559257521.13,191.865169831246
11220500,TAXA DE ESTUDOS P/ FIXAÇÃO DE DIRETRIZES,109563000,367245958.93,335.191587424587
11300000,CONTRIBUIÇÕES DE MELHORIA,7645269000,9631380846.26,125.978312159585
13000000,RECEITA PATRIMONIAL,406661335000,496012280850.89,121.971832126821
13100000,RECEITAS IMOBILIÁRIAS,14859714000,19975042920.93,134.424141143834
13110000,"RENDAS DE MERCADOS, FEIRAS E MATADOUROS",11882324000,14447073844.34,121.584580965306
13110001,"RENDAS DE MERCADOS, FEIRAS E MATADOUROS-SISTEMA VELHO",0,2651816266.5,0
13110002,"RENDAS DE MERCADOS, FEIRAS E MATADOUROS-SISTEMA NOVO",11882324000,11795257577.84,99.2672609991109
13120000,RECEITA DO ESTÁDIO MUNICIPAL,784273000,1541747429.06,196.583004777673
13130000,RECEITA DE TEATROS,1029397000,1742096974,169.23470478348
13130001,RECEITA DE TEATROS-PMSP,1029397000,443940400,43.126257410892
13130002,RECEITA DE TEATROS-FEPAC,0,1298156574,0
13140000,RECEITA DO AUTODROMO,239553000,443309151.87,185.056814930308
13150000,RECEITA DO KARTODROMO,7428000,48793605,656.887520193861
13160000,RECEITA DE PERMISSÃO DE ATIVIDADES AMBULANTES,464869000,486120560.83,104.571516024945
13170000,RECEITA DAS UNIDADES EDUCACIONAIS E ESPORTIVAS,4333000,33800927.8,780.081417032079
13180000,OUTRAS RECEITAS DE PRÓPRIOS MUNICIPAIS,447537000,1232100428.03,275.306941779115
13200000,RECEITAS DE VALORES MOBILIÁRIOS,391801621000,476037237929.96,121.499558045463
13210000,RESULTADO DAS APLICAÇÕES FINANCEIRAS,391801621000,476029882878.04,121.497680806696
13210001,RESULTADO DAS APLICAÇÕES FINANCEIRAS-PMSP,391801621000,162453307339.2,41.4631534511186
13210002,RESULTADO DAS APLICAÇÕES FINANCEIRAS-FUMDES,0,198479908942.92,0
13210003,RESULTADO DAS APLICAÇÕES FINANCEIRAS-FUNAPS,0,46806557483.11,0
13210004,RESULTADO DAS APLICAÇÕES FINANCEIRAS-CAM.MUNICIPAL,0,4047302474.99,0
13210005,RESULTADO DAS APLICAÇÕES FINANCEIRAS-T.C.M,0,1958606609.88,0
13210600,RESULTADO DAS APLICAÇÕES FINANCEIRAS-CEF-VL-BLOQ,0,24015337244.25,0
13210700,RESULTADO DAS APLICAÇÕES FINANCEIRAS-FEPAC,0,1246079295.03,0
13210800,RESULTADO DAS APLICAÇÕES FINANCEIRAS-LOT.HABIT,0,29793039133.23,0
13210900,RESULTADO DAS APLICAÇÕES FINANCEIRAS-ARREC-BANCAR,0,7229744355.43,0
13220000,RESULTADO DAS VARIAÇÕES CAMBIAIS E JUROS DAS OPERAÇÕES DE CRÉDITO,0,0,0
13230000,PARTICIPAÇÃO DE DIVIDENDOS,4333000,7355051.92,169.745024694207
15000000,RECEITA INDUSTRIAL,832555000,597749224.92,71.7969653560425
15200000,RECEITA DA INDUSTRIA DE TRANSFORMAÇÃO,832555000,597749224.92,71.7969653560425
15210000,RECEITA DA GRÁFICA MUNICIPAL,798510000,263507244.6,32.9998678288312
