codigo,especificacao_da_receita,receita_orcada,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,4776943000,5311247789.25,111.185077763122
11000000,RECEITA TRIBUTÁRIA,2301621000,2614611421.61,113.598695076644
11100000,IMPOSTOS,1783929000,2043907314.17,114.573355451366
11120000,Imposto s/ o patrimôno e a renda,712529000,830905066.74,116.613508606667
11120200,Imposto s/ a propriedade predial e territorial urbana,580330000,659088355.76,113.571305250461
11120201,Imposto sobre a propriedade predial urbano,548330000,632113999.44,115.279849623402
11120202,Imposto sobre a propriedade territorial urbana,31545000,26974356.32,85.5107190362974
11120800,Imposto s/ transmissão Inter-vivos-ITBI-IV,132199000,171816710.98,129.968238019955
11120900,Receita Tributária a classificar,0,0,0
11130000,Imposto sobre produção e a ciculação,1071400000,1213002247.43,113.216562201792
11130500,Imposto sobre serviço de qualquer natureza,1068700000,1209697709.57,113.193385381304
11130700,imposto sobre a venda a varejo de combustivéis líquidos e gasosos-IVV,2700000,3304537.86,122.390291111111
11200000,Taxas,516600000,569439262.49,110.228273807588
11210000,Taxa pelo exercicío do poder de policia,56030000,67719918.54,120.86367756559
11210100,"Taxa de licença para localização,funcionamento e instalação",32552000,36925290.22,113.434781948882
11210200,Taxa de licença para tráfego de veículos,0,139.93,0
11210300,taxa de licença para estacionamento de veículos,0,0,0
11210400,Taxa de fiscalização de anuncios,3860000,4144187.61,107.362373316062
11210500,Taxa de licença para escavação e retirada de materiais do sub-solo,0,0,0
11210600,Taxa de licença para construção de arruamentos e loteamentos,18340000,25139306.81,137.073646728462
11210601,Taxa de licença para construção de arruamentos e loteamentos,18340000,24553565.29,133.87985436205
11210602,arrecad.de.preços.sev e taxas sehab,0,0,0
11210603,axa de licença para construção de arruamentos e loteamentos-anistia,0,585741.52,0
11210700,Taxa de licença para elev.monta cargas e escadas rolantes,1278000,1510993.97,118.231140062598
11220000,Taxa pela prestação de serviços,460570000,501719343.95,108.934438619537
11220100,Taxa de limpeza pública,370427000,404698602.49,109.25191805403
11220200,Taxa de conservação de vias e logradouros públicos,73653000,78479926.56,106.553604822614
11220300,taxa de pavim.e.ser.prep.de.pavim,0,0,0
11220400,Taxa de combate a sinistro,16420000,18412281.76,112.133262850183
11220500,Taxa de estudos p/ fixação de diretrizes,70000,128533.14,183.618771428571
11300000,Contribuições de melhoria,1092000,1264844.95,115.828292124542
11900000,Receita a classificar-DAMSP,0,0,0
13000000,Receita patrimonial,112227000,49855302.16,44.4236254733709
13100000,Receitas Imobiliárias,4240000.001,5343990.52,126.037512234425
13110000,"Rendas de mercados, feiras e matadouros",2303000,1607735.47,69.8104850195397
13110001,"Rendas de mercados, feiras e matadouros-sistema Velho",0,95527.17,0
13110002,"Rendas de mercados, feiras e matadouros-sistema novo",2303000,1512208.3,65.6625401650022
13120000,Receita do estádio municipal,345000,596038.69,172.764837681159
13130000,Receita de teatros,639000.001,705630.22,110.427264302931
13130100,Receita de teatros-PMSP,639000.001,0,0
13130200,Receita de teatros-FEPAC,0.001,705630.22,0
13140000,Receita do autodromo,66000,190371.6,288.441818181818
13150000,Receita do kartodromo,38000.001,66401.01,174.739495401592
13160000,Receita de permissão de atividades ambulantes,496000,298945.77,60.2713245967742
13170000,Receita das unidades educacionais e esportivas,31000,418705.88,1350.66412903226
13180000,Outras receitas de próprios municipais,322000,1460161.88,453.466422360248
13190000,Receitas de eventos turisticos-futur,0,0,0
13200000,Receitas de valores mobiliários,107996000,44511311.64,41.2157039519982
13210000,Resultado das aplicações financeiras,107996000,44265805.93,40.9883754305715
13210001,Resultado das aplicações financeiras-PMSP,107996000,8715283.62,8.07000594466462
13210002,Resultado das aplicações financeiras-FUMDES,0.001,31809550.87,0
13210004,Resultado das aplicações financeiras-CAM.MUNICIPAL,0.001,740372.99,0
13210005,Resultado das aplicações financeiras-T.C.M,0.001,330758.87,0
13210600,Resultado das aplicações financeiras-CEF-VL-BLOQ,0.001,95076.11,0
13210700,Resultado das aplicações financeiras-FEPAC,0,731545.78,0
13210900,Resultado das aplicações financeiras-arrec.banc,0,0,0
13211000,Resultado das aplicações financeiras-FUNCAD,0.001,6877.19,0
13211100,Resultado das aplicações financeiras-FUTUR,0.001,97.56,0
13211200,Operação urbana faria lima,0,807808.09,0
13211300,Operações Interligadas,0,1027030.11,0
13211400,Operação urbana anhagabau,0,1404.74,0
13220000,Resultado das var.camb.e jr.oper.cred,0,0,0
13230000,Participação e dividendos,1000,54078.21,5407.821
13240000,encargos e remunerações de receita,0,191427.5,0
15000000,Receita Industrial,368000,466746.36,126.83325
15200000,Receita da Industria de transformação,368000,466746.36,126.83325
15210000,Receita da gráfica municipal,63000,118468.21,188.044777777778
15220000,Receita de subprodutos da limpeza pública,305000,348278.15,114.189557377049
16000000,Receita de serviços,21867000,29983891.95,137.119366854164
16100000,Serviços de expediente,2449000,4676104.99,190.939362596978
16200000,Coleta de residuos solidos-LIMPURB,0,13168105.37,0
16400000,Receito de registro de profissionais e firmas,6000,0,0
16500000,Serviços de depositos,0,82,0
16600000,Receita de permissão para a exploração de serviços de taxis,4480000,3709220.88,82.7951089285714
16700000,Serviços diversos,14094000,7761570.29,55.070031857528
