codigo,especificacao_da_receita,receita_orcada,realizada_no_mes,pct_realizada_mes_sobre_o_orcado,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,7725267000.001,740642404,9.59,5544547156.21,71.77
11000000,RECEITA TRIBUTÁRIA,3358981000,334502643.85,9.96,2272586451.13,67.66
11100000,IMPOSTOS,3230821000.001,302391652.56,9.36,2192335437.26,67.86
11120000,Imposto s/ o patrimôno e a renda,1575682000.001,145576284.6,9.24,1142716916.41,72.52
11120200,Imposto s/ a propriedade predial e territorial urbana,1357318000,99492256.76,7.33,971450077.03,71.57
11120201,Imposto sobre a propriedade predial ,1308518000,96068169.5,7.34,936789019.54,71.59
11120202,Imposto sobre a propriedade territorial urbana,48732000.001,3424087.26,7.03,34661057.49,71.13
11120800,Imposto s/ transmissão Inter-vivos-ITBI-IV,218364000,17346075.7,7.94,112583160.73,51.56
11120900,Receita Tributária a classificar,0.001,28737952.14,0,58683678.651,0
11130000,Imposto sobre produção e a ciculação,1655139000,156815367.96,9.47,1049618520.85,63.42
11130500,Imposto sobre serviço de qualquer natureza,1655105000.001,156806519.48,9.47,1049590042.65,63.42
11130501,ISS,164441000,154158621.171,9.41,1040794703.35,63.29
11130502,ISS-Sistema Integrado-Simples,10695000,2047892.31,19.15,8795339.3,82.24
11130700,imposto sobre a venda a varejo de combustivéis líquidos e gasosos-IVV,34000.001,8848.481,26.02,28478.2,83.76
11200000,Taxas,127469000.001,32028394.94,25.13,19435406.76,62.32
11210000,Taxa pelo exercicío do poder de policia,127288000.001,31956296.91,25.11,18885950.65,61.97
11210100,"Taxa de licença para localização,funcionamento e instalação",73225000.001,24271154.43,33.15,47288532.17,64.58
11210200,TAXA DE LICENCA P TRAFEGO DE VEICULOS,0.001,428.35,0,31150.94,0
11210400,Taxa de fiscalização de anuncios,25170000,5706610.05,22.99,15105684.38,60.01
11210600,Taxa de licença para construção de arruamentos e loteamentos,10000,622.19,6.22,3599.27,35.99
11210700,Taxa de Vist.ap.transp.vert.horizontal,2201000,29554.471,1.34,2355695.63,107.03
11210800,Taxa para exame e verificação de projetos de construções,26682,1867727.42,7,14101288.26,52.85
11220000,Taxa pela prestação de serviços,181000,72098.03,39.83,549456.11,303.57
11220100,Taxa de Limpeza pública,0,46807.67,0,299251.73,0
11220200,Taxa de Conservação de vias e logradouros públicos,0.001,6364.79,0,115270.21,0
11220400,Taxa de combate a sinistros,0.001,1976.58,0,6606.49,0
11220500,Taxa de estudos p/ fixação de diretrizes,181000.001,16948.99,9.36,128327.68,70.9
11300000,Contribuições de melhoria,691000,82596.351,11.95,671801.42,97.22
11900000,Receita a classificar-DAMSP,0.001,0,0,143805.69,0
13000000,Receita patrimonial,64653000,19760461.27,30.56,67553750.78,104.49
13100000,Receitas Imobiliárias,10713000,961122.741,8.97,6234533.58,58.2
13110000,Receitas de Proprios municipais,10713000,961122.741,8.97,6234533.58,58.2
13110001,"Rendas de mercados, feiras e matadouros-sistema Velho",362000,9798.57,2.71,79752.65,22.03
13110002,"Rendas de mercados, feiras e matadouros-sistema novo",1903000.001,456630.941,24,2625402.45,137.96
13110300,Receita de estádio municipal,274000001,48496.5,17.7,63814.78,23.29
