codigo,especificacao_da_receita,receita_orcada,realizada_no_mes,pct_realizada_mes_sobre_o_orcado,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,7725267000.001,946021638.03,12.25,946021638.03,12.25
11000000,RECEITA TRIBUTÁRIA,3358981000,380290948.42,11.32,380290948.42,11.32
11100000,IMPOSTOS,3230821000.001,367007956.52,11.36,367007956.52,11.36
11120000,Imposto s/ o patrimôno e a renda,1575682000.001,208925093.62,13.26,208925093.62,13.26
11120200,Imposto s/ a propriedade predial e territorial urbana,1357318000,157079697.48,11.57,157079697.48,11.57
11120201,Imposto sobre a propriedade predial ,1308518000,153108033.75,11.7,153108033.75,11.7
11120202,Imposto sobre a propriedade territorial urbana,48732000.001,3971663.73,8.15,3971663.73,8.15
11120800,Imposto s/ transmissão Inter-vivos-ITBI-IV,218364000,10529982.161,4.82,10529982.161,4.82
11120900,Receita Tributária a classificar,0.001,41315413.98,0,41315413.98,0
11130000,Imposto sobre produção e a ciculação,1655139000,150082862.901,9.55,150082862.901,9.55
11130500,Imposto sobre serviço de qualquer natureza,1655105000.001,158078572.34,9.55,158078572.34,9.55
11130501,ISS,164441000,156242356.991,9.5,156242356.991,9.5
11130502,ISS-Sistema Integrado-Simples,10695000,1836215.35,17.17,1836215.35,17.17
11130700,imposto sobre a venda a varejo de combustivéis líquidos e gasosos-IVV,34000.001,4290.56,12.62,4290.56,12.62
11200000,Taxas,127469000.001,13082026.77,10.26,13082026.77,10.26
11210000,Taxa pelo exercicío do poder de policia,127288000.001,12994575.13,10.21,12994575.13,10.21
11210100,"Taxa de licença para localização,funcionamento e instalação",73225000.001,7045917.281,9.62,7045917.281,9.62
11210200,TAXA DE LICENCA P TRAFEGO DE VEICULOS,0.001,92.05,0,92.05,0
11210400,Taxa de fiscalização de anuncios,25170000,1829790.73,7.27,1829790.73,7.27
11210600,Taxa de licença para construção de arruamentos e loteamentos,10000,334.06,3.34,334.06,3.34
11210700,Taxa de Vist.ap.transp.vert.horizontal,2201000,11426.49,0.52,11426.49,0.52
11210800,Taxa para exame e verificação de projetos de construções,26682,4107024.521,15.39,4107024.521,15.39
