codigo,especificacao_da_receita,receita_orcada,realizada_no_mes,pct_realizada_mes_sobre_o_orcado,realizada_ate_o_mes,pct_ate_o_mes_sobre_o_orcado
10000000,RECEITAS CORRENTES,645847636.05,234410798.6,36.3,929406791.4,143.9
11000000,RECEITA TRIBUTÁRIA,300586454.83,113985259.5,37.9,466563610.33,155.2
11100000,IMPOSTOS,222378623.6,80763491.58,36.3,352862259.09,158.6
11120000,Imposto s/ o patrimôno e a renda,84601809.43,25639627.16,30.3,146393989.49,173
11120200,Imposto s/ a propriedade predial e territorial urbana,65300860.71,19180112.78,29.3,113053963.73,173.1
11120201,Imposto sobre a propriedade predial urbano,60859230.9,17560591.19,28.8,107278211.9,176.2
11120202,Imposto sobre a propriedade territorial urbana,4441629.81,1619521.59,36.4,5775751.83,130
11120800,Imposto s/ transmissão Inter-vivos-ITBI-IV,19300948.72,6171840.45,31.9,27785330.2,143.9
11120900,Receita Tributária a classificar,0,287673.93,0,5554695.56,0
11130000,Imposto sobre produção e a ciculação,137776814.17,55123864.42,40,206468269.6,149.8
11130300,iss fonte-não retido,0,0,0,0,0
11130400,iss fonte-retido,0,0,0,0,0
11130500,Imposto sobre serviço de qualquer natureza,124182658.54,50445134.63,40.6,192415321.72,154.9
11130700,imposto sobre a venda a varejo de combustivéis líquidos e gasosos-IVV,13594155.63,4678729.79,34.4,14052947.88,103.3
11200000,Taxas,77745983.96,33185499.3,42.6,113478473.03,145.9
11210000,Taxa pelo exercicío do poder de policia,10244269.43,9513270.32,92.8,22721871.37,221.8
11210100,"Taxa de licença para localização,funcionamento e instalação",7106386.9,5481479.92,77.1,14337377.97,201.7
11210200,Taxa de licença para tráfego de veículos,1995.27,65.6,3.2,594.84,29.8
11210300,Taxa de licença para estacionamento de veículos,0,0,0,0,0
11210400,Taxa de fiscalização de anuncios,1277908.36,338061.47,26.4,1725354.28,135
11210500,Taxa de licença para escavações e retirada de materiais do sub-solo,0,0,0,0,0
11210600,Taxa de licença para construção de arruamentos e loteamentos,1588169.09,3687180.81,231.1,6219663.49,391.6
11210601,Taxa de licença para construção de arruamentos e loteamentos,1588169.09,455565.19,28.6,2002848.43,126.1
11210602,Arrecadação de preços serv e taxas-SEHAB,0,0,0,0,0
11210603,axa de licença para construção de arruamentos e loteamentos-anistia,0,3231615.62,0,4216815.06,0
11210700,Taxa de licença para elev.monta cargas e escadas rolantes,269809.81,6483.06,2.4,438880.79,162.6
11220000,Taxa pela prestação de serviços,67501714.53,23672228.98,35,90756601.66,134.4
11220100,Taxa de limpeza pública,53378437.81,19449646.74,36.4,72213453.62,135.2
11220200,Taxa de conservação de vias e logradouros públicos,11160747.27,3092090.4,27.7,14581292.52,130.6
11220300,Taxa de pavimentação e serviços preparatórios de pavimentação,0,0,0,0,0
11220400,Taxa de combate a sinistro,2950384.36,1126186.99,38.1,3950227.95,133.8
11220500,Taxa de estudos p/ fixação de diretrizes,12145.09,4254.85,35,11627.57,95.7
11300000,Contribuições de melhoria,461847.27,36268.62,7.8,222878.21,48.2
13000000,Receita patrimonial,14339567.6,3120848.96,21.7,60159439.42,419.5
13100000,Receitas Imobiliárias,1991855.24,341956.03,17.1,1302190.97,65.3
13110000,"Rendas de mercados, feiras e matadouros",1631804.72,155685.21,9.5,826033.81,50.6
13110001,"Rendas de mercados, feiras e matadouros-sistema Velho",0,9859.97,0,56810.05,0
13110002,"Rendas de mercados, feiras e matadouros-sistema novo",1631804.72,145825.24,8.9,769223.76,47.1
13120000,Receita do estádio municipal,114910.54,415.79,0.3,63220.3,55
13130000,Receita de teatros,94215.63,113755.94,120.7,172429.91,183
13130100,Receita de teatros-PMSP,94215.63,8590.1,9.1,29804.85,31.6
13130200,Receita de teatros-FEPAC,0,105165.84,0,142625.06,0
13140000,Receita do autodromo,19012.36,7660.99,40.2,23978.94,126.1
13150000,Receita do kartodromo,1600,0,0,0,0
13160000,Receita de permissão de atividades ambulantes,64966.18,33969.29,52.2,134891.2,207.6
13170000,Receita das unidades educacionais e esportivas,1548.72,1234.94,79.7,4172.48,269.4
13180000,Outras receitas de próprios municipais,63797.09,29233.87,45.8,77464.33,121.4
13190000,Receita de eventos turisticos-futur,0,0,0,0,0
13200000,Receitas de valores mobiliários,12347712.36,2778892.93,22.5,58857248.45,476.6
13210000,Resultado das aplicações financeiras,12347712.36,2778892.93,22.5,58823609.95,476.3
13210001,Resultado das aplicações financeiras-PMSP,12347712.36,362508.2,2.9,12229267.18,99
13210002,Resultado das aplicações financeiras-FUMDES,0,2312437.33,0,40497704.96,0
13210003,Resultado das aplicações financeiras-FUNAPS,0,19557.75,0,2926771.32,0
13210004,Resultado das aplicações financeiras-CAM.MUNICIPAL,0,9500.57,0,419784.76,0
13210005,Resultado das aplicações financeiras-T.C.M,0,20099.88,0,243778.78,0
13210600,Resultado das aplicações financeiras-CEF-VL-BLOQ,0,0,0,384744.38,0
13210700,Resultado das aplicações financeiras-FEPAC,0,3476.21,0,343489.89,0
13210800,Resultado das aplicações financeiras-LOT.HABIT,0,0,0,6418.75,0
13210900,Resultado das aplicações financeiras-ARREC-BANCAR,0,51297.82,0,1770238.83,0
13211000,Resultado das aplicações financeiras-FUNCAD,0,15.17,0,1411.1,0
13211100,Resultado das aplicações financeiras-FUTUR,0,0,0,0,0
